"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants harvested per NET plot|CO_331:0000679","Weight of vines per NET plot in kg|CO_331:0000227","Number of commercial storage roots per NET plot|CO_331:0000214","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of calcium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001029","Content of magnesium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001030","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Content of maltose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001051","Fresh weight of storage root samples measuring g|CO_331:0000243","Dry weight of storage root samples measuring g|CO_331:0000247","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Average commercial storage root weight computation kg|CO_331:0000680","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-03785","","","","3","3","1.82","13","4.3","0.55","5","4.1107941","3.230011","1.4030747","1.0678802","66.0783691","74.908783","66.1219559","1.8206797","3.3151407","11.7034359","0.2585897","50.3","15.3","30.41749503","4.85","6.67","0.330769231","4.333333333","4.333333333","1.616666667","1.616666667","0.606666667","0.606666667","72.71364318","100","1.475248509","63.7037037","63.7037037","71.85185185","71.85185185","26.96296296","26.96296296","21.85553347","21.85553347","98.81481481","98.81481481"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-03786","","","","3","3","2.2","9","3.88","0.39","5","3.8980064","0","1.4489527","1.0326977","69.1260986","77.558548","63.1136894","2.0768032","3.5396614","12.5344763","0.5131779","50.6","14.6","28.85375494","4.27","6.47","0.431111111","3","3","1.423333333","1.423333333","0.733333333","0.733333333","65.99690881","100","1.232055336","57.48148148","57.48148148","63.25925926","63.25925926","32.59259259","32.59259259","18.25267164","18.25267164","95.85185185","95.85185185"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-03787","","","","3","3","2.75","12","5.14","0.18","5","3.8797684","5.787323","1.4410396","1.0784445","83.4267578","77.494339","63.2064056","2.6033859","4.4606838","12.9017429","0.3227625","50.3","13.5","26.8389662","5.32","8.07","0.428333333","4","4","1.773333333","1.773333333","0.916666667","0.916666667","65.92317224","100","1.427833002","76.14814815","76.14814815","78.81481481","78.81481481","40.74074074","40.74074074","21.15308151","21.15308151","119.5555556","119.5555556"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-03788","","","","3","3","3.76","4","4.58","0.41","5","3.1996174","2.6919861","1.1846137","1.1727915","114.4785156","88.5632782","67.9510956","1.904006","3.6190033","10.4255629","0.4007368","50.4","16.5","32.73809524","4.99","8.75","1.145","1.333333333","1.333333333","1.663333333","1.663333333","1.253333333","1.253333333","57.02857143","100","1.633630952","67.85185185","67.85185185","73.92592593","73.92592593","55.7037037","55.7037037","24.20194004","24.20194004","129.6296296","129.6296296"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-03789","","","","3","3","1.03","7","2.31","0.26","5","4.4526005","1.9822083","1.5020342","1.1690168","78.2548828","75.1148224","66.2818069","1.662282","3.134234","11.3173723","0.2475433","49.9","15.4","30.86172345","2.57","3.6","0.33","2.333333333","2.333333333","0.856666667","0.856666667","0.343333333","0.343333333","71.38888889","100","0.793146293","34.22222222","34.22222222","38.07407407","38.07407407","15.25925926","15.25925926","11.75031545","11.75031545","53.33333333","53.33333333"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-03790","","","","3","3","4.1","6","2.67","0.21","5","3.941473","0","1.2488151","1.1704254","100.1359863","86.2849884","66.9183426","2.1954145","3.9190445","9.3250589","0.2831316","50.7","16.2","31.95266272","2.88","6.98","0.445","2","2","0.96","0.96","1.366666667","1.366666667","41.26074499","100","0.920236686","39.55555556","39.55555556","42.66666667","42.66666667","60.74074074","60.74074074","13.63313609","13.63313609","103.4074074","103.4074074"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-03791","","","","3","3","5.24","6","4.56","0.16","5","4.8008347","0","1.3288064","1.2165761","135.4532471","101.8873444","68.1421127","1.7760897","3.6124296","10.2745876","0.3633757","50.4","17.8","35.31746032","4.72","9.96","0.76","2","2","1.573333333","1.573333333","1.746666667","1.746666667","47.38955823","100","1.666984127","67.55555556","67.55555556","69.92592593","69.92592593","77.62962963","77.62962963","24.69606114","24.69606114","147.5555556","147.5555556"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-03792","","","","3","3","1.74","9","4.1","0.06","5","3.5860214","4.8512878","1.3208256","1.0366693","86.4775391","77.0563965","66.6153183","1.7633076","3.3068666","11.9156427","0.3802328","50.8","15.4","30.31496063","4.16","5.9","0.455555556","3","3","1.386666667","1.386666667","0.58","0.58","70.50847458","100","1.261102362","60.74074074","60.74074074","61.62962963","61.62962963","25.77777778","25.77777778","18.68299796","18.68299796","87.40740741","87.40740741"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-03793","","","","3","3","5.3","6","5.8","0.23","5","3.4952831","0","1.10919","1.0899153","149.8345947","87.829422","69.8136215","1.7555351","3.293272","8.7930784","0.1771231","50.8","17.6","34.64566929","6.03","11.33","0.966666667","2","2","2.01","2.01","1.766666667","1.766666667","53.22153575","100","2.089133858","85.92592593","85.92592593","89.33333333","89.33333333","78.51851852","78.51851852","30.95013123","30.95013123","167.8518519","167.8518519"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-03794","","","","3","2","2.06","6","2.04","0.47","5","5.029377","28.0693054","1.8196959","1.0476003","145.2966309","100.6432495","51.3558807","8.0069475","12.0133743","9.5992651","0.4232578","50.3","13","25.84493042","2.51","4.57","0.34","3","2","1.255","0.836666667","1.03","0.686666667","54.92341357","66.66666667","0.648707753","30.22222222","45.33333333","37.18518519","55.77777778","30.51851852","45.77777778","9.610485237","14.41572786","67.7037037","101.5555556"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-03795","","","","3","2","1.49","10","2.17","0.69","5","","","","","","","","","","","","","","","2.86","4.35","0.217","5","3.333333333","1.43","0.953333333","0.745","0.496666667","65.74712644","66.66666667","","32.14814815","48.22222222","42.37037037","63.55555556","22.07407407","33.11111111","","","64.44444444","96.66666667"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-03796","","","","3","2","2.93","16","4.76","0.53","5","6.3568048","22.08992","2.1442981","1.1785893","94.9516602","90.9314423","48.4497185","7.8945684","11.6168146","8.8696804","0.5470352","50.8","11.8","23.22834646","5.29","8.22","0.2975","8","5.333333333","2.645","1.763333333","1.465","0.976666667","64.35523114","66.66666667","1.228779528","70.51851852","105.7777778","78.37037037","117.5555556","43.40740741","65.11111111","18.20414115","27.30621172","121.7777778","182.6666667"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-03797","","","","3","3","1.51","9","1.99","0.56","5","3.0317345","23.1901855","1.4727802","0.9033179","136.2730713","91.3848877","52.0382614","9.0183554","13.1745291","9.3613415","0.6474743","50.6","12.7","25.09881423","2.55","4.06","0.221111111","3","3","0.85","0.85","0.503333333","0.503333333","62.80788177","100","0.640019763","29.48148148","29.48148148","37.77777778","37.77777778","22.37037037","22.37037037","9.481774264","9.481774264","60.14814815","60.14814815"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-03798","","","","3","3","1.54","13","2.01","0.21","5","5.6716461","22.1466217","2.0387154","1.2100573","132.4221191","95.4983826","49.8360481","7.8025465","11.7498131","9.8884058","0.5284233","50.1","12.7","25.3493014","2.22","3.76","0.154615385","4.333333333","4.333333333","0.74","0.74","0.513333333","0.513333333","59.04255319","100","0.562754491","29.77777778","29.77777778","32.88888889","32.88888889","22.81481481","22.81481481","8.337103571","8.337103571","55.7037037","55.7037037"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-03799","","","","3","3","2.65","17","5.17","0.3","5","4.0390224","25.0194702","1.8694334","1.0707192","121.7508545","95.9429474","45.7865715","9.8125715","14.3598242","9.900712","0.2508936","50.1","11.3","22.55489022","5.47","8.12","0.304117647","5.666666667","5.666666667","1.823333333","1.823333333","0.883333333","0.883333333","67.36453202","100","1.233752495","76.59259259","76.59259259","81.03703704","81.03703704","39.25925926","39.25925926","18.27781474","18.27781474","120.2962963","120.2962963"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-03800","","","","3","3","1.61","5","3.02","0.2","5","4.1787853","18.8727875","1.5980315","0.9516535","192.4799805","102.6956787","55.7989311","7.7289667","11.0971842","7.0994234","0.5822325","50.1","13.8","27.54491018","3.22","4.83","0.604","1.666666667","1.666666667","1.073333333","1.073333333","0.536666667","0.536666667","66.66666667","100","0.886946108","44.74074074","44.74074074","47.7037037","47.7037037","23.85185185","23.85185185","13.13994234","13.13994234","71.55555556","71.55555556"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-03801","","","","3","3","2.48","9","2.44","0.29","5","6.4609365","22.5574188","2.1598392","1.2795553","152.2706299","101.4865875","52.1607742","7.1970644","11.12253","8.1083527","0.4506435","50.2","12.8","25.49800797","2.73","5.21","0.271111111","3","3","0.91","0.91","0.826666667","0.826666667","52.39923225","100","0.696095618","36.14814815","36.14814815","40.44444444","40.44444444","36.74074074","36.74074074","10.31252767","10.31252767","77.18518519","77.18518519"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-03802","","","","3","3","1.96","9","2.16","0.72","5","6.4772835","17.0919647","2.0102572","1.4144139","129.1621094","118.6018829","58.9206238","3.1431103","5.7939811","12.3941669","0.1080322","50.3","13.2","26.24254473","2.88","4.84","0.24","3","3","0.96","0.96","0.653333333","0.653333333","59.50413223","100","0.755785288","32","32","42.66666667","42.66666667","29.03703704","29.03703704","11.19681909","11.19681909","71.7037037","71.7037037"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-03803","","","","3","3","0.4","6","0.72","0.32","5","6.1892395","21.7852325","2.0258942","1.3275824","79.1060791","102.5117493","60.5250206","3.710845","6.3113747","8.6340446","0.0637054","50.7","12.9","25.44378698","1.04","1.44","0.12","2","2","0.346666667","0.346666667","0.133333333","0.133333333","72.22222222","100","0.264615385","10.66666667","10.66666667","15.40740741","15.40740741","5.925925926","5.925925926","3.92022792","3.92022792","21.33333333","21.33333333"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-03804","","","","3","3","0.75","13","1.66","0.31","5","4.922245","12.1218872","1.9458084","1.212419","96.1665039","94.0027313","60.7231331","3.5152416","5.713264","9.3242321","0.1345234","50.3","13.5","26.8389662","1.97","2.72","0.127692308","4.333333333","4.333333333","0.656666667","0.656666667","0.25","0.25","72.42647059","100","0.528727634","24.59259259","24.59259259","29.18518519","29.18518519","11.11111111","11.11111111","7.833001988","7.833001988","40.2962963","40.2962963"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-03805","","","","3","3","0.9","12","2.28","0.42","5","6.5702085","38.388176","2.2576668","1.397862","102.1201172","103.2680969","59.53759","3.0269308","5.5072389","9.4219046","0.1330481","50.3","13.7","27.23658052","2.7","3.6","0.19","4","4","0.9","0.9","0.3","0.3","75","100","0.735387674","33.77777778","33.77777778","40","40","13.33333333","13.33333333","10.89463221","10.89463221","53.33333333","53.33333333"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-03806","","","","3","3","1.11","17","2.7","0.49","5","7.2420397","25.4133301","2.2653985","1.4836893","135.1420898","104.9533234","60.6445618","3.4509945","5.9495463","7.6085272","0.1352377","50.7","13.7","27.02169625","3.19","4.3","0.158823529","5.666666667","5.666666667","1.063333333","1.063333333","0.37","0.37","74.18604651","100","0.86199211","40","40","47.25925926","47.25925926","16.44444444","16.44444444","12.77025349","12.77025349","63.7037037","63.7037037"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-03807","","","","3","3","2.61","18","3.9","1.04","5","4.6149406","26.7248077","1.8687515","1.1941257","95.2242432","104.4641266","58.9784966","3.6479588","5.9681973","11.2772369","0.280817","50.7","13.1","25.8382643","4.94","7.55","0.216666667","6","6","1.646666667","1.646666667","0.87","0.87","65.43046358","100","1.276410256","57.77777778","57.77777778","73.18518519","73.18518519","38.66666667","38.66666667","18.90978158","18.90978158","111.8518519","111.8518519"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-03808","","","","3","3","1.63","12","2.68","0.65","5","6.2869587","27.3635712","2.1024399","1.3009214","115.3217773","103.8244476","61.0241966","4.0362234","6.5853829","6.6733608","0.2157478","50.4","13.4","26.58730159","3.33","4.96","0.223333333","4","4","1.11","1.11","0.543333333","0.543333333","67.13709677","100","0.885357143","39.7037037","39.7037037","49.33333333","49.33333333","24.14814815","24.14814815","13.11640212","13.11640212","73.48148148","73.48148148"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-03809","","","","3","3","0.77","13","2.14","0.31","5","6.130209","21.0063324","2.1684823","1.4093451","143.4416504","119.5477905","60.6345558","3.4628601","6.150188","7.9708328","0.0952387","50.5","13.6","26.93069307","2.45","3.22","0.164615385","4.333333333","4.333333333","0.816666667","0.816666667","0.256666667","0.256666667","76.08695652","100","0.65980198","31.7037037","31.7037037","36.2962963","36.2962963","11.40740741","11.40740741","9.774844151","9.774844151","47.7037037","47.7037037"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-03810","","","","3","1","3.23","0","0","0.09","7","","","","","","","","","","","","","","","0.09","3.32","","0","0","0.09","0.03","3.23","1.076666667","2.710843373","33.33333333","","0","0","1.333333333","4","47.85185185","143.5555556","","","49.18518519","147.5555556"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-03811","","","","3","3","1.52","4","0.61","0.17","5","4.5647297","1.4837646","2.0405712","1.3149939","142.5291748","103.5978088","50.5257759","6.2770967","9.899683","14.826046","0.7824707","45.7","10","21.88183807","0.78","2.3","0.1525","1.333333333","1.333333333","0.26","0.26","0.506666667","0.506666667","33.91304348","100","0.170678337","9.037037037","9.037037037","11.55555556","11.55555556","22.51851852","22.51851852","2.528567955","2.528567955","34.07407407","34.07407407"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-03812","","","","3","2","3.3","6","1.47","0.21","5","7.2627964","2.3442078","2.6587477","1.595047","145.6398926","124.8385468","44.3377533","5.3200359","9.185957","18.771452","0.7427788","50.6","10.1","19.96047431","1.68","4.98","0.245","3","2","0.84","0.56","1.65","1.1","33.73493976","66.66666667","0.335335968","21.77777778","32.66666667","24.88888889","37.33333333","48.88888889","73.33333333","4.967940272","7.451910408","73.77777778","110.6666667"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-03813","","","","3","3","1.97","2","0.41","0.05","5","","","","","","","","","","","","","","","0.46","2.43","0.205","0.666666667","0.666666667","0.153333333","0.153333333","0.656666667","0.656666667","18.93004115","100","","6.074074074","6.074074074","6.814814815","6.814814815","29.18518519","29.18518519","","","36","36"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-03814","","","","3","3","2.91","3","0.51","0.7","5","5.8096142","0.967453","1.991765","1.2555585","148.4498291","103.1295776","52.5684319","3.8260469","6.2963805","17.4013042","0.3773708","25.7","6.4","24.90272374","1.21","4.12","0.17","1","1","0.403333333","0.403333333","0.97","0.97","29.36893204","100","0.301322957","7.555555556","7.555555556","17.92592593","17.92592593","43.11111111","43.11111111","4.46404381","4.46404381","61.03703704","61.03703704"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-03815","","","","3","2","4.73","4","0.71","0.68","5","4.1592865","0","1.6906347","1.1821294","141.7310791","90.5826874","54.1657257","4.9294271","7.6364102","14.3593874","0.6686192","50","12","24","1.39","6.12","0.1775","2","1.333333333","0.695","0.463333333","2.365","1.576666667","22.7124183","66.66666667","0.3336","10.51851852","15.77777778","20.59259259","30.88888889","70.07407407","105.1111111","4.942222222","7.413333333","90.66666667","136"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-03816","","","","3","2","2.46","11","2.05","0.47","5","4.8606834","11.1618805","2.0373549","1.2502337","124.9346924","101.7348785","49.3032036","5.2457476","8.2787828","17.6857166","0.710784","50.1","10.6","21.15768463","2.52","4.98","0.186363636","5.5","3.666666667","1.26","0.84","1.23","0.82","50.60240964","66.66666667","0.533173653","30.37037037","45.55555556","37.33333333","56","36.44444444","54.66666667","7.898868929","11.84830339","73.77777778","110.6666667"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-03817","","","","3","3","3.68","6","1.53","0.4","5","5.8536282","8.9937439","2.359271","1.3997965","136.0092773","103.4613495","48.2771683","5.6427269","8.8237","15.2371883","0.8641233","50","10.1","20.2","1.93","5.61","0.255","2","2","0.643333333","0.643333333","1.226666667","1.226666667","34.40285205","100","0.38986","22.66666667","22.66666667","28.59259259","28.59259259","54.51851852","54.51851852","5.775703704","5.775703704","83.11111111","83.11111111"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-03818","","","","3","3","1.06","14","1.48","0","5","4.5645714","32.9065323","1.6676626","1.0689435","94.6968994","77.9889832","57.8072319","4.5658054","7.0622592","12.1625786","0.5785208","50.6","13.9","27.47035573","1.48","2.54","0.105714286","4.666666667","4.666666667","0.493333333","0.493333333","0.353333333","0.353333333","58.26771654","100","0.406561265","21.92592593","21.92592593","21.92592593","21.92592593","15.7037037","15.7037037","6.023129849","6.023129849","37.62962963","37.62962963"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-03819","","","","3","3","4.49","9","3.62","0.18","3","5.2831326","30.9167328","1.6967697","1.0449185","104.9730225","78.1499481","53.4607086","5.4075108","8.2721729","14.0328903","0.5534306","50.2","12.6","25.09960159","3.8","8.29","0.402222222","3","3","1.266666667","1.266666667","1.496666667","1.496666667","45.83835947","100","0.953784861","53.62962963","53.62962963","56.2962963","56.2962963","66.51851852","66.51851852","14.13014608","14.13014608","122.8148148","122.8148148"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-03820","","","","3","1","1.78","5","1.57","0.17","5","4.0982876","32.3569183","1.4791737","1.0026283","91.3240967","73.5349731","61.117466","4.5726385","7.0643477","10.0776958","0.6674051","50.3","14.1","28.03180915","1.74","3.52","0.314","5","1.666666667","1.74","0.58","1.78","0.593333333","49.43181818","33.33333333","0.487753479","23.25925926","69.77777778","25.77777778","77.33333333","26.37037037","79.11111111","7.225977469","21.67793241","52.14814815","156.4444444"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-03821","","","","3","3","1.1","6","1.15","0.23","5","3.0795002","33.3610611","1.2770853","0.8974624","147.7495117","64.0341797","61.4121666","4.4205036","6.417233","10.689682","0.5610704","50","15","30","1.38","2.48","0.191666667","2","2","0.46","0.46","0.366666667","0.366666667","55.64516129","100","0.414","17.03703704","17.03703704","20.44444444","20.44444444","16.2962963","16.2962963","6.133333333","6.133333333","36.74074074","36.74074074"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-03822","","","","3","3","1.44","5","2.73","0.51","5","","","","","","","","","","","","","","","3.24","4.68","0.546","1.666666667","1.666666667","1.08","1.08","0.48","0.48","69.23076923","100","","40.44444444","40.44444444","48","48","21.33333333","21.33333333","","","69.33333333","69.33333333"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-03823","","","","3","2","1.01","5","1.27","0.1","5","4.6115265","33.9100418","1.5355744","0.9624243","111.010498","73.127243","60.3391838","4.6763783","7.0656171","10.2719841","0.3651457","50.4","13.8","27.38095238","1.37","2.38","0.254","2.5","1.666666667","0.685","0.456666667","0.505","0.336666667","57.56302521","66.66666667","0.375119048","18.81481481","28.22222222","20.2962963","30.44444444","14.96296296","22.44444444","5.557319224","8.335978836","35.25925926","52.88888889"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-03824","","","","3","2","3.24","7","1.91","0.29","5","4.7007046","37.4194641","1.6765637","1.0247688","132.6519775","77.2446747","59.4765816","4.4070454","6.7732196","10.0977135","0.556325","50.6","14.2","28.06324111","2.2","5.44","0.272857143","3.5","2.333333333","1.1","0.733333333","1.62","1.08","40.44117647","66.66666667","0.617391304","28.2962963","42.44444444","32.59259259","48.88888889","48","72","9.146537842","13.71980676","80.59259259","120.8888889"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-03825","","","","3","2","1.35","8","2.07","0.08","5","5.6833477","36.719017","1.7550492","1.1078124","108.8256836","75.2170563","57.7757645","4.7843933","6.9434705","11.90767","0.6315145","50.8","13.7","26.96850394","2.15","3.5","0.25875","4","2.666666667","1.075","0.716666667","0.675","0.45","61.42857143","66.66666667","0.579822835","30.66666667","46","31.85185185","47.77777778","20","30","8.589967921","12.88495188","51.85185185","77.77777778"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-03826","","","","3","2","1.76","9","2.05","0.23","5","4.3141727","48.7945786","1.6482229","1.1601486","156.439209","83.3643951","54.3345337","2.9777002","4.9763408","20.1121044","0.4962845","50.1","13.4","26.74650699","2.28","4.04","0.227777778","4.5","3","1.14","0.76","0.88","0.586666667","56.43564356","66.66666667","0.609820359","30.37037037","45.55555556","33.77777778","50.66666667","26.07407407","39.11111111","9.034375693","13.55156354","59.85185185","89.77777778"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-03827","","","","3","3","1.63","5","2.6","0.33","5","4.2704582","43.8617325","1.478241","1.1557374","150.0229492","78.1131287","61.2773285","2.204072","3.7852654","14.3096476","0.4666147","50.4","15.8","31.34920635","2.93","4.56","0.52","1.666666667","1.666666667","0.976666667","0.976666667","0.543333333","0.543333333","64.25438596","100","0.918531746","38.51851852","38.51851852","43.40740741","43.40740741","24.14814815","24.14814815","13.60787772","13.60787772","67.55555556","67.55555556"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-03828","","","","3","2","3.16","19","3.71","0.28","5","4.6601543","42.0251389","1.8636174","1.2489452","104.7089844","84.202774","53.1451721","2.8663874","4.5757971","19.0113602","0.5379934","50.2","12.4","24.70119522","3.99","7.15","0.195263158","9.5","6.333333333","1.995","1.33","1.58","1.053333333","55.8041958","66.66666667","0.985577689","54.96296296","82.44444444","59.11111111","88.66666667","46.81481481","70.22222222","14.60115095","21.90172643","105.9259259","158.8888889"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-03829","","","","3","3","3.02","14","4.97","0","5","5.0806713","40.1836166","1.6494908","1.1279073","105.9278564","86.70047","56.7186737","2.6372232","4.3454747","17.4007015","0.4664192","42.5","13","30.58823529","4.97","7.99","0.355","4.666666667","4.666666667","1.656666667","1.656666667","1.006666667","1.006666667","62.20275344","100","1.520235294","73.62962963","73.62962963","73.62962963","73.62962963","44.74074074","44.74074074","22.52200436","22.52200436","118.3703704","118.3703704"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-03830","","","","3","3","1.39","10","3.59","0.48","5","3.5160198","46.8950882","1.4226732","1.0834165","156.9536133","70.7248077","60.7101974","2.3202419","3.7517705","15.800065","0.5987015","50.2","15.4","30.67729084","4.07","5.46","0.359","3.333333333","3.333333333","1.356666667","1.356666667","0.463333333","0.463333333","74.54212454","100","1.248565737","53.18518519","53.18518519","60.2962963","60.2962963","20.59259259","20.59259259","18.49727018","18.49727018","80.88888889","80.88888889"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-03831","","","","3","2","1.94","7","3.47","0.15","5","5.2945137","36.969223","1.7924695","1.2195187","126.6395264","87.5975342","58.6393242","2.3163452","4.045527","15.4108601","0.4321184","50.6","14.5","28.65612648","3.62","5.56","0.495714286","3.5","2.333333333","1.81","1.206666667","0.97","0.646666667","65.10791367","66.66666667","1.037351779","51.40740741","77.11111111","53.62962963","80.44444444","28.74074074","43.11111111","15.3681745","23.05226175","82.37037037","123.5555556"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-03832","","","","3","0","0","0","0","0","","","","","","","","","","","","","","","","0","0","","","0","","0","","0","","0","","0","","0","","0","","","","0",""
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-03833","","","","3","3","1.5","8","3.42","0.1","5","5.7521","35.626358","1.743175","1.139657","160.3570557","93.9913483","59.0996819","2.611228","4.4107594","14.6288681","0.4568071","50.4","16","31.74603175","3.52","5.02","0.4275","2.666666667","2.666666667","1.173333333","1.173333333","0.5","0.5","70.11952191","100","1.117460317","50.66666667","50.66666667","52.14814815","52.14814815","22.22222222","22.22222222","16.55496767","16.55496767","74.37037037","74.37037037"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-03834","","","","3","3","0.38","6","1.41","0.14","5","6.367528","35.4871521","1.9191551","1.2508011","52.1925049","86.1616364","57.3725662","2.5432348","4.5662565","14.434926","0.3736544","50.4","13.4","26.58730159","1.55","1.93","0.235","2","2","0.516666667","0.516666667","0.126666667","0.126666667","80.31088083","100","0.412103175","20.88888889","20.88888889","22.96296296","22.96296296","5.62962963","5.62962963","6.105232216","6.105232216","28.59259259","28.59259259"
"","","PEP2017SAT-OT01","","","","","","","","","PEP2017SAT-OT01-03835","","","","3","3","0.45","7","1.42","0.2","5","6.0618687","28.2488403","1.9945598","1.2785754","88.130127","91.5751801","56.9495926","2.8702078","4.8982568","14.8969965","0.6841154","50.7","14.5","28.59960552","1.62","2.07","0.202857143","2.333333333","2.333333333","0.54","0.54","0.15","0.15","78.26086957","100","0.463313609","21.03703704","21.03703704","24","24","6.666666667","6.666666667","6.863905325","6.863905325","30.66666667","30.66666667"
