"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of fructose in dry weight basis in boiled storage roots measuring g per 100g|CO_331:0001046","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in boiled storage roots measuring g per 100g|CO_331:0001048","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of maltose in dry weight basis in boiled storage roots measuring g per 100g|CO_331:0001052","Millipede damage estimating 1-9|CO_331:0000805","Number of plants planted per NET plot|CO_331:0000678","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Content of starch in dry weight basis in boiled storage roots measuring percentage|CO_331:2000027","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Storage root dry matter content computing percent|CO_331:0000297","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of sucrose in dry weight basis in boiled storage roots measuring g per 100g|CO_331:0001050","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2018EJR-ST01","","","","","","","","","GHP2018EJR-ST01-00046","","","","3","0","1.7354929","0.977421","0.166431","0.321581","1.631363","1.772727","7.4978981","1","30","14","14","16","9","4","8","3.1025851","1","62.7793808","68.3427277","34.8864994","3","3","15.6040268","16.6281185","7","3.7","0.4","7.7","4.1","11.8","25","0.23125","0.044444444","0.164","1.785714286","0.833333333","1.142857143","0.533333333","0.292857143","0.136666667","0.55","0.256666667","64","34.74576271","46.66666667","1.430346475","4.111111111","8.80952381","4.555555556","9.761904762","8.555555556","18.33333333","1.589273862","3.405586846","13.11111111","28.0952381"
"","","GHP2018EJR-ST01","","","","","","","","","GHP2018EJR-ST01-00047","","","","1","0","1.703156","0.815588","0.470119","2.2410491","1.670471","4.132473","6.2472272","1","30","25","25","46","25","4","6","2.2403049","1","65.0819397","73.471611","43.37539432","4","3","16.5030746","12.5133352","7","12.5","1.1","16.5","13.6","30.1","71","0.27173913","0.044","0.191549296","2.84","2.366666667","1.84","1.533333333","0.544","0.453333333","0.66","0.55","64.78873239","45.18272425","83.33333333","5.899053628","13.88888889","16.66666667","15.11111111","18.13333333","18.33333333","22","6.554504031","7.865404837","33.44444444","40.13333333"
"","","GHP2018EJR-ST01","","","","","","","","","GHP2018EJR-ST01-00048","","","","3","","","","","","","","","1","30","14","10","14","8","","","","1","","","","4","5","","","8","1.5","0.3","5.5","1.8","7.3","22","0.107142857","0.0375","0.081818182","1.571428571","0.733333333","1","0.466666667","0.128571429","0.06","0.392857143","0.183333333","63.63636364","24.65753425","46.66666667","","1.666666667","3.571428571","2","4.285714286","6.111111111","13.0952381","","","8.111111111","17.38095238"
"","","GHP2018EJR-ST01","","","","","","","","","GHP2018EJR-ST01-00049","","","","3","","","","","","","","","1","30","18","18","25","30","","","","1","","","","5","3","","","6","3.7","1.1","8.7","4.8","13.5","55","0.148","0.036666667","0.087272727","3.055555556","1.833333333","1.388888889","0.833333333","0.266666667","0.16","0.483333333","0.29","45.45454545","35.55555556","60","","4.111111111","6.851851852","5.333333333","8.888888889","9.666666667","16.11111111","","","15","25"
"","","GHP2018EJR-ST01","","","","","","","","","GHP2018EJR-ST01-00005","","","","5","","","","","","","","","1","30","3","3","2","2","","","","1","","","","4","7","","","3","0.1","0.1","7.1","0.2","7.3","4","0.05","0.05","0.05","1.333333333","0.133333333","0.666666667","0.066666667","0.066666667","0.006666667","2.366666667","0.236666667","50","2.739726027","10","","0.111111111","1.111111111","0.222222222","2.222222222","7.888888889","78.88888889","","","8.111111111","81.11111111"
"","","GHP2018EJR-ST01","","","","","","","","","GHP2018EJR-ST01-00050","","","","1","0","1.857021","1.041749","0.35737","0.935339","2.3879189","2.5697091","19.5579758","1","30","19","19","71","40","3","8","2.236361","1","56.9850578","72.9407043","35.96681809","3","3","19.8284531","14.6735258","8","13.7","2.4","16.7","16.1","32.8","111","0.192957746","0.06","0.145045045","5.842105263","3.7","3.736842105","2.366666667","0.847368421","0.536666667","0.878947368","0.556666667","63.96396396","49.08536585","63.33333333","5.790657712","15.22222222","24.03508772","17.88888889","28.24561404","18.55555556","29.29824561","6.434064125","10.15904862","36.44444444","57.54385965"
"","","GHP2018EJR-ST01","","","","","","","","","GHP2018EJR-ST01-00051","","","","1","6.6808414","1.696303","0.890399","0.785563","3.8391681","2.5403881","6.1018448","22.8264961","1","30","9","9","12","8","5","8","2.243767","1","54.8126183","66.4462814","34.70926771","3","3","19.3217392","10.343133","6","3.1","0.8","7.1","3.9","11","20","0.258333333","0.1","0.195","2.222222222","0.666666667","1.333333333","0.4","0.433333333","0.13","0.788888889","0.236666667","60","35.45454545","30","1.353661441","3.444444444","11.48148148","4.333333333","14.44444444","7.888888889","26.2962963","1.504068267","5.013560891","12.22222222","40.74074074"
"","","GHP2018EJR-ST01","","","","","","","","","GHP2018EJR-ST01-00052","","","","1","0","1.379814","0.849155","","1.103941","","2.893986","","1","30","30","30","67","16","3","8","2.14452","1","","75.4877472","36.16432945","2","1","","11.6993752","6","18.2","1","22.2","19.2","41.4","83","0.271641791","0.0625","0.231325301","2.766666667","2.766666667","2.233333333","2.233333333","0.64","0.64","0.74","0.74","80.72289157","46.37681159","100","6.943551254","20.22222222","20.22222222","21.33333333","21.33333333","24.66666667","24.66666667","7.715056949","7.715056949","46","46"
"","","GHP2018EJR-ST01","","","","","","","","","GHP2018EJR-ST01-00053","","","","3","0","1.54224","0.73555","0.795454","1.178961","2.1116221","2.434618","11.6217957","1","30","22","22","29","28","4","2","2.0826969","1","61.8155556","77.7444077","45.28971226","3","3","17.6120224","12.0500975","7","5.2","1.7","9.2","6.9","16.1","57","0.179310345","0.060714286","0.121052632","2.590909091","1.9","1.318181818","0.966666667","0.313636364","0.23","0.418181818","0.306666667","50.87719298","42.85714286","73.33333333","3.124990146","5.777777778","7.878787879","7.666666667","10.45454545","10.22222222","13.93939394","3.472211273","4.734833554","17.88888889","24.39393939"
"","","GHP2018EJR-ST01","","","","","","","","","GHP2018EJR-ST01-00054","","","","3","4.7877731","1.52705","0.76686","0.395123","0.482594","2.7586801","1.830979","13.1050243","1","30","27","27","50","24","6","2","2.313076","1","56.6811447","75.3818436","40.2117459","3","3","18.4263611","13.69415","7","8.7","1.2","12.7","9.9","22.6","74","0.174","0.05","0.133783784","2.740740741","2.466666667","1.851851852","1.666666667","0.366666667","0.33","0.47037037","0.423333333","67.56756757","43.80530973","90","3.980962844","9.666666667","10.74074074","11","12.22222222","14.11111111","15.67901235","4.423292049","4.914768943","25.11111111","27.90123457"
"","","GHP2018EJR-ST01","","","","","","","","","GHP2018EJR-ST01-00055","","","","3","0","1.679355","0.866715","1.107971","1.051999","2.2306931","2.5807979","9.8347912","1","30","20","20","16","9","5","2","2.7926979","1","62.0772057","71.3747864","40.96793467","3","3","17.3348846","14.884614","6","4.1","0.4","9.1","4.5","13.6","25","0.25625","0.044444444","0.18","1.25","0.833333333","0.8","0.533333333","0.225","0.15","0.455","0.303333333","64","33.08823529","66.66666667","1.84355706","4.555555556","6.833333333","5","7.5","10.11111111","15.16666667","2.048396734","3.0725951","15.11111111","22.66666667"
"","","GHP2018EJR-ST01","","","","","","","","","GHP2018EJR-ST01-00056","","","","1","29.5721626","2.0700729","1.031679","1.120752","5.1660209","4.2573009","8.2655697","13.7611122","1","30","22","22","39","39","7","6","2.1448231","1","50.1968346","54.8531532","25.85249802","5","3","22.2461853","17.1296368","6","6","1.6","11","7.6","18.6","78","0.153846154","0.041025641","0.097435897","3.545454545","2.6","1.772727273","1.3","0.345454545","0.253333333","0.5","0.366666667","50","40.86021505","73.33333333","1.96478985","6.666666667","9.090909091","8.444444444","11.51515152","12.22222222","16.66666667","2.183099833","2.976954317","20.66666667","28.18181818"
"","","GHP2018EJR-ST01","","","","","","","","","GHP2018EJR-ST01-00057","","","","3","","","","","","","","","1","30","16","8","10","1","","","","1","","","","5","5","","","6","1.3","0.1","6.3","1.4","7.7","11","0.13","0.1","0.127272727","0.6875","0.366666667","0.625","0.333333333","0.0875","0.046666667","0.39375","0.21","90.90909091","18.18181818","53.33333333","","1.444444444","2.708333333","1.555555556","2.916666667","7","13.125","","","8.555555556","16.04166667"
"","","GHP2018EJR-ST01","","","","","","","","","GHP2018EJR-ST01-00058","","","","3","","","","","","","","","1","30","6","5","1","5","","","","1","","","","5","7","","","4","0.2","0.5","6.2","0.7","6.9","6","0.2","0.1","0.116666667","1","0.2","0.166666667","0.033333333","0.116666667","0.023333333","1.033333333","0.206666667","16.66666667","10.14492754","20","","0.222222222","1.111111111","0.777777778","3.888888889","6.888888889","34.44444444","","","7.666666667","38.33333333"
"","","GHP2018EJR-ST01","","","","","","","","","GHP2018EJR-ST01-00059","","","","3","0","1.738997","0.759551","0","0.217185","1.365173","1.85517","5.9234052","1","30","27","27","45","18","3","7","2.0152631","1","67.5781631","76.3298035","49.22619048","2","1","15.5721512","14.3868341","8","10.1","1.3","14.1","11.4","25.5","63","0.224444444","0.072222222","0.180952381","2.333333333","2.1","1.666666667","1.5","0.422222222","0.38","0.522222222","0.47","71.42857143","44.70588235","90","5.611785715","11.22222222","12.4691358","12.66666667","14.07407407","15.66666667","17.40740741","6.235317461","6.928130512","28.33333333","31.48148148"
"","","GHP2018EJR-ST01","","","","","","","","","GHP2018EJR-ST01-00006","","","","1","","","","","","","","","1","30","16","15","12","17","","","","1","","","","4","5","","","4","0.9","0.4","6.9","1.3","8.2","29","0.075","0.023529412","0.044827586","1.8125","0.966666667","0.75","0.4","0.08125","0.043333333","0.43125","0.23","41.37931034","15.85365854","53.33333333","","1","1.875","1.444444444","2.708333333","7.666666667","14.375","","","9.111111111","17.08333333"
"","","GHP2018EJR-ST01","","","","","","","","","GHP2018EJR-ST01-00060","","","","3","4.9279766","1.978554","1.112357","0.458084","1.434707","2.142292","3.3539679","11.3421574","1","30","21","21","44","26","6","6","2.7099881","1","57.6322594","70.3525238","37.22035241","3","3","20.2383957","14.9524164","7","9.1","1.4","14.1","10.5","24.6","70","0.206818182","0.053846154","0.15","3.333333333","2.333333333","2.095238095","1.466666667","0.5","0.35","0.671428571","0.47","62.85714286","42.68292683","70","3.908137003","10.11111111","14.44444444","11.66666667","16.66666667","15.66666667","22.38095238","4.342374448","6.203392068","27.33333333","39.04761905"
"","","GHP2018EJR-ST01","","","","","","","","","GHP2018EJR-ST01-00061","","","","3","0","1.604959","0.847147","0.15008","0.938393","2.2090521","2.526854","23.9039097","1","30","22","22","25","30","3","8","3.0491409","1","55.828434","76.2941208","39.33386201","3","3","19.0854416","11.0065517","6","6.6","1.6","11.6","8.2","19.8","55","0.264","0.053333333","0.149090909","2.5","1.833333333","1.136363636","0.833333333","0.372727273","0.273333333","0.527272727","0.386666667","45.45454545","41.41414141","73.33333333","3.225376685","7.333333333","10","9.111111111","12.42424242","12.88888889","17.57575758","3.583751872","4.886934371","22","30"
"","","GHP2018EJR-ST01","","","","","","","","","GHP2018EJR-ST01-00062","","","","5","0","1.685336","0.895999","0.078478","1.2449009","1.422716","2.6932609","15.5159435","3","30","11","11","9","5","5","6","3.2770159","1","63.3731194","72.3064423","34.38498403","5","5","16.2773514","13.1090965","5","2","0.2","8","2.2","10.2","14","0.222222222","0.04","0.157142857","1.272727273","0.466666667","0.818181818","0.3","0.2","0.073333333","0.727272727","0.266666667","64.28571429","21.56862745","36.66666667","0.756469649","2.222222222","6.060606061","2.444444444","6.666666667","8.888888889","24.24242424","0.840521832","2.292332269","11.33333333","30.90909091"
"","","GHP2018EJR-ST01","","","","","","","","","GHP2018EJR-ST01-00063","","","","3","26.2919769","1.837276","0.85448","0.894781","1.251277","4.4733958","2.7894471","11.5196037","1","30","20","20","34","50","7","8","1.923269","1","49.9004173","63.9053497","29.31343284","2","1","22.5812912","21.5434132","5","7.1","1.6","12.1","8.7","20.8","84","0.208823529","0.032","0.103571429","4.2","2.8","1.7","1.133333333","0.435","0.29","0.605","0.403333333","40.47619048","41.82692308","66.66666667","2.550268657","7.888888889","11.83333333","9.666666667","14.5","13.44444444","20.16666667","2.833631841","4.250447762","23.11111111","34.66666667"
"","","GHP2018EJR-ST01","","","","","","","","","GHP2018EJR-ST01-00064","","","","1","0","1.8477581","0.927695","0.518116","0.603461","1.924346","1.915736","7.9491768","1","30","20","20","52","18","3","8","2.4089761","1","61.4590988","70.7114334","37.26966515","3","1","16.9507599","17.4813576","6","15.2","0.4","19.2","15.6","34.8","70","0.292307692","0.022222222","0.222857143","3.5","2.333333333","2.6","1.733333333","0.78","0.52","0.96","0.64","74.28571429","44.82758621","66.66666667","5.814067763","16.88888889","25.33333333","17.33333333","26","21.33333333","32","6.460075293","9.690112939","38.66666667","58"
"","","GHP2018EJR-ST01","","","","","","","","","GHP2018EJR-ST01-00065","","","","1","0","1.910108","1.041012","0.608791","0.726989","2.3353851","2.3396051","8.7624931","1","30","24","24","96","25","5","2","3.6927969","1","57.9961395","66.1201935","32.67287498","3","1","18.8602524","17.5248966","7","20.8","1.3","23.8","22.1","45.9","121","0.216666667","0.052","0.182644628","5.041666667","4.033333333","4","3.2","0.920833333","0.736666667","0.991666667","0.793333333","79.33884298","48.14814815","80","7.220705371","23.11111111","28.88888889","24.55555556","30.69444444","26.44444444","33.05555556","8.023005967","10.02875746","51","63.75"
"","","GHP2018EJR-ST01","","","","","","","","","GHP2018EJR-ST01-00066","","","","3","0","1.698094","0.865363","0.677109","0.680258","2.501384","2.135958","0.533699","1","30","28","25","51","34","5","2","2.8747039","1","63.9800377","69.4111099","38.04975124","4","3","13.5303116","17.0942535","8","6.6","1.4","9.6","8","17.6","85","0.129411765","0.041176471","0.094117647","3.035714286","2.833333333","1.821428571","1.7","0.285714286","0.266666667","0.342857143","0.32","60","45.45454545","93.33333333","3.043980099","7.333333333","7.857142857","8.888888889","9.523809524","10.66666667","11.42857143","3.38220011","3.623785832","19.55555556","20.95238095"
"","","GHP2018EJR-ST01","","","","","","","","","GHP2018EJR-ST01-00067","","","","3","","","","","","","","","1","30","2","2","1","5","","","","1","","","","5","7","","","8","0.1","0.1","7.1","0.2","7.3","6","0.1","0.02","0.033333333","3","0.2","0.5","0.033333333","0.1","0.006666667","3.55","0.236666667","16.66666667","2.739726027","6.666666667","","0.111111111","1.666666667","0.222222222","3.333333333","7.888888889","118.3333333","","","8.111111111","121.6666667"
"","","GHP2018EJR-ST01","","","","","","","","","GHP2018EJR-ST01-00068","","","","1","29.0283852","1.96192","0.912552","1.79422","4.9824338","4.0855479","7.8698149","0","1","30","30","30","83","57","7","6","1.445787","1","56.8345299","59.1599312","27.06766917","3","3","18.7770309","15.9846725","6","10.4","1.7","15.4","12.1","27.5","140","0.125301205","0.029824561","0.086428571","4.666666667","4.666666667","2.766666667","2.766666667","0.403333333","0.403333333","0.513333333","0.513333333","59.28571429","44","100","3.27518797","11.55555556","11.55555556","13.44444444","13.44444444","17.11111111","17.11111111","3.639097744","3.639097744","30.55555556","30.55555556"
"","","GHP2018EJR-ST01","","","","","","","","","GHP2018EJR-ST01-00069","","","","3","0","1.66615","1.002192","0.914515","0.616106","2.488111","2.3542981","10.154974","1","30","22","20","31","22","3","8","3.401783","1","61.9661064","75.5834808","42.66055046","4","3","16.6744614","11.8340492","7","5.7","0.9","9.7","6.6","16.3","53","0.183870968","0.040909091","0.124528302","2.409090909","1.766666667","1.409090909","1.033333333","0.3","0.22","0.440909091","0.323333333","58.49056604","40.49079755","73.33333333","2.81559633","6.333333333","8.636363636","7.333333333","10","10.77777778","14.6969697","3.128440367","4.266055046","18.11111111","24.6969697"
"","","GHP2018EJR-ST01","","","","","","","","","GHP2018EJR-ST01-00007","","","","3","1.2412815","1.653944","0.833709","0.430126","1.263392","2.2549441","2.9305699","21.7250748","1","30","20","20","44","43","4","2","1.9233609","1","57.1677628","70.1435089","34.07114625","3","3","19.3110504","14.6660719","4","8.6","2.1","12.6","10.7","23.3","87","0.195454545","0.048837209","0.122988506","4.35","2.9","2.2","1.466666667","0.535","0.356666667","0.63","0.42","50.57471264","45.92274678","66.66666667","3.645612649","9.555555556","14.33333333","11.88888889","17.83333333","14","21","4.050680721","6.076021081","25.88888889","38.83333333"
"","","GHP2018EJR-ST01","","","","","","","","","GHP2018EJR-ST01-00070","","","","1","","","","","","","","","1","30","18","5","3","4","","","","1","","","","5","3","","","6","1","0.2","6","1.2","7.2","7","0.333333333","0.05","0.171428571","0.388888889","0.233333333","0.166666667","0.1","0.066666667","0.04","0.333333333","0.2","42.85714286","16.66666667","60","","1.111111111","1.851851852","1.333333333","2.222222222","6.666666667","11.11111111","","","8","13.33333333"
"","","GHP2018EJR-ST01","","","","","","","","","GHP2018EJR-ST01-00071","","","","3","0","1.773922","2.174129","1.070282","0","2.8359499","","12.8401718","1","30","27","27","59","23","5","2","4.0796199","1","54.9320717","60.6076279","37.95490506","4","3","19.8342361","31.9466667","7","11.1","1.1","14.3","12.2","26.5","82","0.188135593","0.047826087","0.148780488","3.037037037","2.733333333","2.185185185","1.966666667","0.451851852","0.406666667","0.52962963","0.476666667","71.95121951","46.03773585","90","4.630498417","12.33333333","13.7037037","13.55555556","15.0617284","15.88888889","17.65432099","5.144998241","5.716664713","29.44444444","32.71604938"
"","","GHP2018EJR-ST01","","","","","","","","","GHP2018EJR-ST01-00072","","","","3","2.1057587","1.5961061","0.9411","1.264791","1.715843","2.7209139","3.4850039","0","1","30","27","27","55","45","4","6","1.645388","1","62.4304543","69.8177795","31.2992126","2","3","18.4064941","15.1692524","6","11.2","1.7","16.2","12.9","29.1","100","0.203636364","0.037777778","0.129","3.703703704","3.333333333","2.037037037","1.833333333","0.477777778","0.43","0.6","0.54","55","44.32989691","90","4.037598425","12.44444444","13.82716049","14.33333333","15.92592593","18","20","4.486220473","4.984689414","32.33333333","35.92592593"
"","","GHP2018EJR-ST01","","","","","","","","","GHP2018EJR-ST01-00073","","","","3","","","","1.072281","","4.4874301","","12.8509521","1","30","9","8","17","16","7","4","","1","49.6737747","","28.37218569","3","3","22.0445709","","","3.4","0.7","","4.1","","33","0.2","0.04375","0.124242424","3.666666667","1.1","1.888888889","0.566666667","0.455555556","0.136666667","","","51.51515152","","30","1.163259613","3.777777778","12.59259259","4.555555556","15.18518519","","","1.292510681","4.308368938","",""
"","","GHP2018EJR-ST01","","","","","","","","","GHP2018EJR-ST01-00074","","","","3","35.7969131","2.901927","1.727839","0.641146","1.937407","4.7357059","5.105125","14.1191654","3","30","26","26","101","42","7","6","3.975405","1","47.7004318","54.7420273","21.95898865","5","1","24.7537231","22.8792439","7","3.8","2.1","7.8","5.9","13.7","143","0.037623762","0.05","0.041258741","5.5","4.766666667","3.884615385","3.366666667","0.226923077","0.196666667","0.3","0.26","70.62937063","43.06569343","86.66666667","1.29558033","4.222222222","4.871794872","6.555555556","7.564102564","8.666666667","10","1.4395337","1.661000424","15.22222222","17.56410256"
"","","GHP2018EJR-ST01","","","","","","","","","GHP2018EJR-ST01-00075","","","","1","","","","1.019253","","2.533026","","12.5070572","1","30","28","28","49","14","3","8","","1","60.2592506","","34.88095238","4","3","17.3199234","","7","15.7","0.6","20.7","16.3","37","63","0.320408163","0.042857143","0.258730159","2.25","2.1","1.75","1.633333333","0.582142857","0.543333333","0.739285714","0.69","77.77777778","44.05405405","93.33333333","5.685595238","17.44444444","18.69047619","18.11111111","19.4047619","23","24.64285714","6.317328042","6.768565759","41.11111111","44.04761905"
"","","GHP2018EJR-ST01","","","","","","","","","GHP2018EJR-ST01-00076","","","","3","28.823204","1.591118","0.739495","0.88023","4.258532","4.1159272","6.5628438","14.7833633","1","30","27","27","69","46","6","6","1.305016","1","50.0903893","58.1388321","26.06795152","4","1","23.4936142","20.03228","7","18.4","2.3","22.4","20.7","43.1","115","0.266666667","0.05","0.18","4.259259259","3.833333333","2.555555556","2.3","0.766666667","0.69","0.82962963","0.746666667","60","48.02784223","90","5.396065965","20.44444444","22.71604938","23","25.55555556","24.88888889","27.65432099","5.99562885","6.661809833","47.88888889","53.20987654"
"","","GHP2018EJR-ST01","","","","","","","","","GHP2018EJR-ST01-00077","","","","3","0","1.949119","1.07269","0.554848","0.24833","2.5571489","1.945406","20.3080177","3","30","26","25","34","22","4","8","3.367069","1","55.862175","71.9576874","38.65695156","4","3","18.9783554","15.0954657","7","8.3","1.2","12.3","9.5","21.8","56","0.244117647","0.054545455","0.169642857","2.153846154","1.866666667","1.307692308","1.133333333","0.365384615","0.316666667","0.473076923","0.41","60.71428571","43.57798165","86.66666667","3.672410398","9.222222222","10.64102564","10.55555556","12.17948718","13.66666667","15.76923077","4.080455998","4.708218459","24.22222222","27.94871795"
"","","GHP2018EJR-ST01","","","","","","","","","GHP2018EJR-ST01-00078","","","","1","0","1.7715009","0.917203","1.135973","1.586061","2.6382401","3.5579879","13.2193222","1","30","30","30","120","38","4","8","2.740149","1","58.4186821","67.7237396","34.09538825","3","1","17.7953186","14.4501123","7","3.6","2.1","6.6","5.7","12.3","158","0.03","0.055263158","0.036075949","5.266666667","5.266666667","4","4","0.19","0.19","0.22","0.22","75.94936709","46.34146341","100","1.94343713","4","4","6.333333333","6.333333333","7.333333333","7.333333333","2.159374589","2.159374589","13.66666667","13.66666667"
"","","GHP2018EJR-ST01","","","","","","","","","GHP2018EJR-ST01-00079","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018EJR-ST01","","","","","","","","","GHP2018EJR-ST01-00008","","","","1","0","1.742831","0.97718","1.054081","0.679363","2.7004061","2.0129869","18.3101788","1","30","21","13","16","23","5","7","2.690752","1","56.5971527","69.8061676","35.91214879","5","7","18.4045334","13.5246401","8","3.2","1.4","6.2","4.6","10.8","39","0.2","0.060869565","0.117948718","1.857142857","1.3","0.761904762","0.533333333","0.219047619","0.153333333","0.295238095","0.206666667","41.02564103","42.59259259","70","1.651958844","3.555555556","5.079365079","5.111111111","7.301587302","6.888888889","9.841269841","1.835509827","2.622156896","12","17.14285714"
"","","GHP2018EJR-ST01","","","","","","","","","GHP2018EJR-ST01-00080","","","","1","","","","","","","","","1","30","5","5","10","","","8","","1","","","","4","5","","","6","0.2","0.4","","0.6","","","0.02","","","","","2","0.333333333","0.12","0.02","","","","","16.66666667","","0.222222222","1.333333333","0.666666667","4","","","","","",""
"","","GHP2018EJR-ST01","","","","","","","","","GHP2018EJR-ST01-00081","","","","1","0.0272789","1.988237","0.979726","0.662256","0.882696","2.2962079","2.5543079","11.4432755","1","30","23","23","62","12","4","8","3.4703009","1","60.0368652","70.5003662","39.07637655","4","3","17.2677155","13.8272209","8","12.2","0.6","17.2","12.8","30","74","0.196774194","0.05","0.172972973","3.217391304","2.466666667","2.695652174","2.066666667","0.556521739","0.426666667","0.747826087","0.573333333","83.78378378","42.66666667","76.66666667","5.001776198","13.55555556","17.68115942","14.22222222","18.55072464","19.11111111","24.92753623","5.557529109","7.248951012","33.33333333","43.47826087"
"","","GHP2018EJR-ST01","","","","","","","","","GHP2018EJR-ST01-00082","","","","1","0.2281151","1.9015861","1.120115","0.827087","0.805548","3.0180359","2.1257739","19.6575279","1","30","23","23","42","12","5","7","3.6957951","1","53.1116562","66.9795761","32.9111419","5","3","21.2177505","15.627676","8","9","0.6","12","9.6","21.6","54","0.214285714","0.05","0.177777778","2.347826087","1.8","1.826086957","1.4","0.417391304","0.32","0.52173913","0.4","77.77777778","44.44444444","76.66666667","3.159469622","10","13.04347826","10.66666667","13.91304348","13.33333333","17.39130435","3.510521803","4.578941482","24","31.30434783"
"","","GHP2018EJR-ST01","","","","","","","","","GHP2018EJR-ST01-00083","","","","3","43.0825882","1.921643","1.031137","1.375084","5.97399","6.2484422","8.8019037","16.4688625","1","30","18","18","16","19","8","4","4.0115299","1","45.5241203","57.7068939","29.2915261","4","5","24.3637543","12.0896034","4","2.1","0.7","8.1","2.8","10.9","35","0.13125","0.036842105","0.08","1.944444444","1.166666667","0.888888889","0.533333333","0.155555556","0.093333333","0.45","0.27","45.71428571","25.68807339","60","0.820162731","2.333333333","3.888888889","3.111111111","5.185185185","9","15","0.911291923","1.518819872","12.11111111","20.18518519"
"","","GHP2018EJR-ST01","","","","","","","","","GHP2018EJR-ST01-00084","","","","","","","","","","","","","","30","0","0","0","0","","","","","","","","","","","","3","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","0","","0","","0","","","","0",""
"","","GHP2018EJR-ST01","","","","","","","","","GHP2018EJR-ST01-00085","","","","1","2.8326454","1.8018579","0.948621","0.980886","2.703697","2.6247389","5.0685258","5.90065","1","30","23","22","60","25","5","2","2.389513","1","61.6076126","68.1462631","33.53080569","3","3","16.2482605","14.1878386","8","9.2","1.1","13.2","10.3","23.5","85","0.153333333","0.044","0.121176471","3.695652174","2.833333333","2.608695652","2","0.447826087","0.343333333","0.573913043","0.44","70.58823529","43.82978723","76.66666667","3.453672986","10.22222222","13.33333333","11.44444444","14.92753623","14.66666667","19.13043478","3.837414429","5.005323168","26.11111111","34.05797101"
