"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of commercial storage roots per plant harvested|CO_331:2000036","Storage roots yield in kg per plant harvested|CO_331:0000681","Vine weight in kg per plant harvested|CO_331:0000990","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant planted|CO_331:0000991","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003 "
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01624","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01625","","","","3","3","1","0","1","0","0.14","1","4","0.14","1.14","1","","0.14","0.14","0.333333333","0","0.046666667","0.333333333","0","12.28070175","0","1.555555556","11.11111111","12.66666667","0.333333333","0","0.046666667","0.333333333","100","0","1.555555556","11.11111111","12.66666667"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01626","","","","3","3","3","2","6","0.4","0.2","4","3","0.6","4.6","8","0.2","0.033333333","0.075","2.666666667","0.666666667","0.2","1.333333333","25","13.04347826","4.444444444","6.666666667","44.44444444","51.11111111","2.666666667","0.666666667","0.2","1.333333333","100","4.444444444","6.666666667","44.44444444","51.11111111"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01627","","","","3","3","3","0","5","0","0.18","1","5","0.18","1.18","5","","0.036","0.036","1.666666667","0","0.06","0.333333333","0","15.25423729","0","2","11.11111111","13.11111111","1.666666667","0","0.06","0.333333333","100","0","2","11.11111111","13.11111111"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01628","","","","3","1","1","2","0","0.58","0","1","6","0.58","1.58","2","0.29","","0.29","2","2","0.58","1","100","36.70886076","19.33333333","19.33333333","33.33333333","52.66666667","0.666666667","0.666666667","0.193333333","0.333333333","33.33333333","6.444444444","6.444444444","11.11111111","17.55555556"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01629","","","","3","3","3","4","3","1.8","0.16","1","4","1.96","2.96","7","0.45","0.053333333","0.28","2.333333333","1.333333333","0.653333333","0.333333333","57.14285714","66.21621622","20","21.77777778","11.11111111","32.88888889","2.333333333","1.333333333","0.653333333","0.333333333","100","20","21.77777778","11.11111111","32.88888889"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01630","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01631","","","","3","3","2","0","3","0","0.16","3","4","0.16","3.16","3","","0.053333333","0.053333333","1","0","0.053333333","1","0","5.063291139","0","1.777777778","33.33333333","35.11111111","1","0","0.053333333","1","100","0","1.777777778","33.33333333","35.11111111"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01632","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01633","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01634","","","","3","2","1","1","0","0.12","0","3","4","0.12","3.12","1","0.12","","0.12","0.5","0.5","0.06","1.5","100","3.846153846","2","2","50","52","0.333333333","0.333333333","0.04","1","66.66666667","1.333333333","1.333333333","33.33333333","34.66666667"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01701","","","","3","1","1","1","0","0.16","0","1","5","0.16","1.16","1","0.16","","0.16","1","1","0.16","1","100","13.79310345","5.333333333","5.333333333","33.33333333","38.66666667","0.333333333","0.333333333","0.053333333","0.333333333","33.33333333","1.777777778","1.777777778","11.11111111","12.88888889"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01702","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01703","","","","3","2","2","3","0","0.68","0","3","4","0.68","3.68","3","0.226666667","","0.226666667","1.5","1.5","0.34","1.5","100","18.47826087","11.33333333","11.33333333","50","61.33333333","1","1","0.226666667","1","66.66666667","7.555555556","7.555555556","33.33333333","40.88888889"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01704","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01705","","","","3","3","3","4","4","0.54","0.22","3","3","0.76","3.76","8","0.135","0.055","0.095","2.666666667","1.333333333","0.253333333","1","50","20.21276596","6","8.444444444","33.33333333","41.77777778","2.666666667","1.333333333","0.253333333","1","100","6","8.444444444","33.33333333","41.77777778"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01706","","","","3","1","0","0","0","0","0","2","4","0","2","0","","","","0","0","0","2","","0","0","0","66.66666667","66.66666667","0","0","0","0.666666667","33.33333333","0","0","22.22222222","22.22222222"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01707","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01708","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01709","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01710","","","","3","1","1","2","2","1.34","0.24","4","3","1.58","5.58","4","0.67","0.12","0.395","4","2","1.58","4","50","28.31541219","44.66666667","52.66666667","133.3333333","186","1.333333333","0.666666667","0.526666667","1.333333333","33.33333333","14.88888889","17.55555556","44.44444444","62"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01711","","","","3","1","1","0","","0","","0.5","5","","","","","","","","0","","0.5","","","0","","16.66666667","","","0","","0.166666667","33.33333333","0","","5.555555556",""
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01712","","","","3","1","0","0","0","0","0","0.5","6","0","0.5","0","","","","0","0","0","0.5","","0","0","0","16.66666667","16.66666667","0","0","0","0.166666667","33.33333333","0","0","5.555555556","5.555555556"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01713","","","","3","2","0","0","0","0","0","0.5","6","0","0.5","0","","","","0","0","0","0.25","","0","0","0","8.333333333","8.333333333","0","0","0","0.166666667","66.66666667","0","0","5.555555556","5.555555556"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01714","","","","3","3","3","5","2","0.86","0.08","","5","0.94","","7","0.172","0.04","0.134285714","2.333333333","1.666666667","0.313333333","","71.42857143","","9.555555556","10.44444444","","","2.333333333","1.666666667","0.313333333","","100","9.555555556","10.44444444","",""
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01715","","","","3","2","2","3","0","0.26","0","1","5","0.26","1.26","3","0.086666667","","0.086666667","1.5","1.5","0.13","0.5","100","20.63492063","4.333333333","4.333333333","16.66666667","21","1","1","0.086666667","0.333333333","66.66666667","2.888888889","2.888888889","11.11111111","14"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01716","","","","3","2","2","3","0","0.56","0","3","5","0.56","3.56","3","0.186666667","","0.186666667","1.5","1.5","0.28","1.5","100","15.73033708","9.333333333","9.333333333","50","59.33333333","1","1","0.186666667","1","66.66666667","6.222222222","6.222222222","33.33333333","39.55555556"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01717","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01718","","","","3","","","3","3","1.06","0.12","2","","1.18","3.18","6","0.353333333","0.04","0.196666667","","","","","50","37.10691824","","","","","2","1","0.393333333","0.666666667","","11.77777778","13.11111111","22.22222222","35.33333333"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01719","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01720","","","","3","2","2","3","0","0.78","0","3","5","0.78","3.78","3","0.26","","0.26","1.5","1.5","0.39","1.5","100","20.63492063","13","13","50","63","1","1","0.26","1","66.66666667","8.666666667","8.666666667","33.33333333","42"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01721","","","","3","1","0","0","0","0","0","5","5","0","5","0","","","","0","0","0","5","","0","0","0","166.6666667","166.6666667","0","0","0","1.666666667","33.33333333","0","0","55.55555556","55.55555556"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01722","","","","3","3","3","8","7","3.39","0.33","10","3","3.72","13.72","15","0.42375","0.047142857","0.248","5","2.666666667","1.24","3.333333333","53.33333333","27.11370262","37.66666667","41.33333333","111.1111111","152.4444444","5","2.666666667","1.24","3.333333333","100","37.66666667","41.33333333","111.1111111","152.4444444"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01723","","","","3","1","1","1","0","0.14","0","0.5","4","0.14","0.64","1","0.14","","0.14","1","1","0.14","0.5","100","21.875","4.666666667","4.666666667","16.66666667","21.33333333","0.333333333","0.333333333","0.046666667","0.166666667","33.33333333","1.555555556","1.555555556","5.555555556","7.111111111"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01724","","","","3","3","3","3","1","1.26","0.1","4","4","1.36","5.36","4","0.42","0.1","0.34","1.333333333","1","0.453333333","1.333333333","75","25.37313433","14","15.11111111","44.44444444","59.55555556","1.333333333","1","0.453333333","1.333333333","100","14","15.11111111","44.44444444","59.55555556"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01725","","","","3","3","2","2","0","0.42","0","2","4","0.42","2.42","2","0.21","","0.21","0.666666667","0.666666667","0.14","0.666666667","100","17.3553719","4.666666667","4.666666667","22.22222222","26.88888889","0.666666667","0.666666667","0.14","0.666666667","100","4.666666667","4.666666667","22.22222222","26.88888889"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01726","","","","3","3","3","6","3","1.52","0.26","3","","1.78","4.78","9","0.253333333","0.086666667","0.197777778","3","2","0.593333333","1","66.66666667","37.23849372","16.88888889","19.77777778","33.33333333","53.11111111","3","2","0.593333333","1","100","16.88888889","19.77777778","33.33333333","53.11111111"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01727","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01728","","","","3","2","1","0","1","0","0.1","","6","0.1","","1","","0.1","0.1","0.5","0","0.05","","0","","0","1.666666667","","","0.333333333","0","0.033333333","","66.66666667","0","1.111111111","",""
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01729","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01730","","","","3","2","2","4","0","1.52","0","3","4","1.52","4.52","4","0.38","","0.38","2","2","0.76","1.5","100","33.62831858","25.33333333","25.33333333","50","75.33333333","1.333333333","1.333333333","0.506666667","1","66.66666667","16.88888889","16.88888889","33.33333333","50.22222222"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01731","","","","3","2","0","0","0","0","0","0.5","1","0","0.5","0","","","","0","0","0","0.25","","0","0","0","8.333333333","8.333333333","0","0","0","0.166666667","66.66666667","0","0","5.555555556","5.555555556"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01732","","","","3","1","1","1","0","0.6","0","1","6","0.6","1.6","1","0.6","","0.6","1","1","0.6","1","100","37.5","20","20","33.33333333","53.33333333","0.333333333","0.333333333","0.2","0.333333333","33.33333333","6.666666667","6.666666667","11.11111111","17.77777778"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01733","","","","3","1","1","3","0","0.26","0","1","5","0.26","1.26","3","0.086666667","","0.086666667","3","3","0.26","1","100","20.63492063","8.666666667","8.666666667","33.33333333","42","1","1","0.086666667","0.333333333","33.33333333","2.888888889","2.888888889","11.11111111","14"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01734","","","","3","1","1","4","0","1.6","0","3","5","1.6","4.6","4","0.4","","0.4","4","4","1.6","3","100","34.7826087","53.33333333","53.33333333","100","153.3333333","1.333333333","1.333333333","0.533333333","1","33.33333333","17.77777778","17.77777778","33.33333333","51.11111111"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01801","","","","3","1","1","1","0","1.24","0","3","4","1.24","4.24","1","1.24","","1.24","1","1","1.24","3","100","29.24528302","41.33333333","41.33333333","100","141.3333333","0.333333333","0.333333333","0.413333333","1","33.33333333","13.77777778","13.77777778","33.33333333","47.11111111"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01802","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01803","","","","3","2","2","1","0","0.86","0","3","3","0.86","3.86","1","0.86","","0.86","0.5","0.5","0.43","1.5","100","22.27979275","14.33333333","14.33333333","50","64.33333333","0.333333333","0.333333333","0.286666667","1","66.66666667","9.555555556","9.555555556","33.33333333","42.88888889"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01804","","","","3","1","1","3","0","0.92","0","1","5","0.92","1.92","3","0.306666667","","0.306666667","3","3","0.92","1","100","47.91666667","30.66666667","30.66666667","33.33333333","64","1","1","0.306666667","0.333333333","33.33333333","10.22222222","10.22222222","11.11111111","21.33333333"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01805","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01806","","","","3","1","0","0","0","0","0","0.5","4","0","0.5","0","","","","0","0","0","0.5","","0","0","0","16.66666667","16.66666667","0","0","0","0.166666667","33.33333333","0","0","5.555555556","5.555555556"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01807","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01808","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01809","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01810","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01811","","","","3","2","2","2","0","0.68","0","2","6","0.68","2.68","2","0.34","","0.34","1","1","0.34","1","100","25.37313433","11.33333333","11.33333333","33.33333333","44.66666667","0.666666667","0.666666667","0.226666667","0.666666667","66.66666667","7.555555556","7.555555556","22.22222222","29.77777778"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01812","","","","3","1","1","1","0","0.64","0","0.5","5","0.64","1.14","1","0.64","","0.64","1","1","0.64","0.5","100","56.14035088","21.33333333","21.33333333","16.66666667","38","0.333333333","0.333333333","0.213333333","0.166666667","33.33333333","7.111111111","7.111111111","5.555555556","12.66666667"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01813","","","","3","2","2","3","0","0.94","0","2","5","0.94","2.94","3","0.313333333","","0.313333333","1.5","1.5","0.47","1","100","31.97278912","15.66666667","15.66666667","33.33333333","49","1","1","0.313333333","0.666666667","66.66666667","10.44444444","10.44444444","22.22222222","32.66666667"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01814","","","","3","2","2","2","0","0.46","0","4","3","0.46","4.46","2","0.23","","0.23","1","1","0.23","2","100","10.31390135","7.666666667","7.666666667","66.66666667","74.33333333","0.666666667","0.666666667","0.153333333","1.333333333","66.66666667","5.111111111","5.111111111","44.44444444","49.55555556"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01815","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01816","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01817","","","","3","2","2","4","0","1.92","0","3","3","1.92","4.92","4","0.48","","0.48","2","2","0.96","1.5","100","39.02439024","32","32","50","82","1.333333333","1.333333333","0.64","1","66.66666667","21.33333333","21.33333333","33.33333333","54.66666667"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01818","","","","3","3","3","14","0","2.52","0","2","4","2.52","4.52","14","0.18","","0.18","4.666666667","4.666666667","0.84","0.666666667","100","55.75221239","28","28","22.22222222","50.22222222","4.666666667","4.666666667","0.84","0.666666667","100","28","28","22.22222222","50.22222222"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01819","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01820","","","","3","2","1","4","0","0.68","0","2","3","0.68","2.68","4","0.17","","0.17","2","2","0.34","1","100","25.37313433","11.33333333","11.33333333","33.33333333","44.66666667","1.333333333","1.333333333","0.226666667","0.666666667","66.66666667","7.555555556","7.555555556","22.22222222","29.77777778"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01821","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01822","","","","3","3","3","5","0","1.38","0","0.5","4","1.38","1.88","5","0.276","","0.276","1.666666667","1.666666667","0.46","0.166666667","100","73.40425532","15.33333333","15.33333333","5.555555556","20.88888889","1.666666667","1.666666667","0.46","0.166666667","100","15.33333333","15.33333333","5.555555556","20.88888889"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01823","","","","3","2","2","2","1","1.96","0.12","3","2","2.08","5.08","3","0.98","0.12","0.693333333","1.5","1","1.04","1.5","66.66666667","40.94488189","32.66666667","34.66666667","50","84.66666667","1","0.666666667","0.693333333","1","66.66666667","21.77777778","23.11111111","33.33333333","56.44444444"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01824","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01825","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01826","","","","3","2","1","1","0","0.32","0","1","5","0.32","1.32","1","0.32","","0.32","0.5","0.5","0.16","0.5","100","24.24242424","5.333333333","5.333333333","16.66666667","22","0.333333333","0.333333333","0.106666667","0.333333333","66.66666667","3.555555556","3.555555556","11.11111111","14.66666667"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01827","","","","3","1","1","1","0","0.26","0","0.5","5","0.26","0.76","1","0.26","","0.26","1","1","0.26","0.5","100","34.21052632","8.666666667","8.666666667","16.66666667","25.33333333","0.333333333","0.333333333","0.086666667","0.166666667","33.33333333","2.888888889","2.888888889","5.555555556","8.444444444"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01828","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01829","","","","3","3","3","10","0","1.06","0","5","4","1.06","6.06","10","0.106","","0.106","3.333333333","3.333333333","0.353333333","1.666666667","100","17.49174917","11.77777778","11.77777778","55.55555556","67.33333333","3.333333333","3.333333333","0.353333333","1.666666667","100","11.77777778","11.77777778","55.55555556","67.33333333"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01830","","","","3","3","3","5","6","1.02","0.22","3","5","1.24","4.24","11","0.204","0.036666667","0.112727273","3.666666667","1.666666667","0.413333333","1","45.45454545","29.24528302","11.33333333","13.77777778","33.33333333","47.11111111","3.666666667","1.666666667","0.413333333","1","100","11.33333333","13.77777778","33.33333333","47.11111111"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01831","","","","3","1","1","0","5","0","0.24","0.5","6","0.24","0.74","5","","0.048","0.048","5","0","0.24","0.5","0","32.43243243","0","8","16.66666667","24.66666667","1.666666667","0","0.08","0.166666667","33.33333333","0","2.666666667","5.555555556","8.222222222"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01832","","","","3","2","2","1","6","0.28","0.16","3","5","0.44","3.44","7","0.28","0.026666667","0.062857143","3.5","0.5","0.22","1.5","14.28571429","12.79069767","4.666666667","7.333333333","50","57.33333333","2.333333333","0.333333333","0.146666667","1","66.66666667","3.111111111","4.888888889","33.33333333","38.22222222"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01833","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01834","","","","3","1","1","0","1","0","0.12","0.5","5","0.12","0.62","1","","0.12","0.12","1","0","0.12","0.5","0","19.35483871","0","4","16.66666667","20.66666667","0.333333333","0","0.04","0.166666667","33.33333333","0","1.333333333","5.555555556","6.888888889"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01901","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01902","","","","3","2","2","4","1","0.84","0.12","2","4","0.96","2.96","5","0.21","0.12","0.192","2.5","2","0.48","1","80","32.43243243","14","16","33.33333333","49.33333333","1.666666667","1.333333333","0.32","0.666666667","66.66666667","9.333333333","10.66666667","22.22222222","32.88888889"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01903","","","","3","2","2","0","3","0","0.12","0.5","6","0.12","0.62","3","","0.04","0.04","1.5","0","0.06","0.25","0","19.35483871","0","2","8.333333333","10.33333333","1","0","0.04","0.166666667","66.66666667","0","1.333333333","5.555555556","6.888888889"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01904","","","","3","2","1","0","2","0","0.26","2","5","0.26","2.26","2","","0.13","0.13","1","0","0.13","1","0","11.50442478","0","4.333333333","33.33333333","37.66666667","0.666666667","0","0.086666667","0.666666667","66.66666667","0","2.888888889","22.22222222","25.11111111"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01905","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01906","","","","3","1","0","0","0","0","0","2","3","0","2","0","","","","0","0","0","2","","0","0","0","66.66666667","66.66666667","0","0","0","0.666666667","33.33333333","0","0","22.22222222","22.22222222"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01907","","","","3","1","1","0","2","0","0.12","0.5","6","0.12","0.62","2","","0.06","0.06","2","0","0.12","0.5","0","19.35483871","0","4","16.66666667","20.66666667","0.666666667","0","0.04","0.166666667","33.33333333","0","1.333333333","5.555555556","6.888888889"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01908","","","","3","3","1","1","0","0.3","0","1.5","3","0.3","1.8","1","0.3","","0.3","0.333333333","0.333333333","0.1","0.5","100","16.66666667","3.333333333","3.333333333","16.66666667","20","0.333333333","0.333333333","0.1","0.5","100","3.333333333","3.333333333","16.66666667","20"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01909","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01910","","","","3","2","2","3","0","0.84","0","1","4","0.84","1.84","3","0.28","","0.28","1.5","1.5","0.42","0.5","100","45.65217391","14","14","16.66666667","30.66666667","1","1","0.28","0.333333333","66.66666667","9.333333333","9.333333333","11.11111111","20.44444444"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01911","","","","3","1","1","0","1","0","0.12","0.5","6","0.12","0.62","1","","0.12","0.12","1","0","0.12","0.5","0","19.35483871","0","4","16.66666667","20.66666667","0.333333333","0","0.04","0.166666667","33.33333333","0","1.333333333","5.555555556","6.888888889"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01912","","","","3","2","2","2","0","0.38","0","2","4","0.38","2.38","2","0.19","","0.19","1","1","0.19","1","100","15.96638655","6.333333333","6.333333333","33.33333333","39.66666667","0.666666667","0.666666667","0.126666667","0.666666667","66.66666667","4.222222222","4.222222222","22.22222222","26.44444444"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01913","","","","3","3","3","1","2","0.2","0.12","2","4","0.32","2.32","3","0.2","0.06","0.106666667","1","0.333333333","0.106666667","0.666666667","33.33333333","13.79310345","2.222222222","3.555555556","22.22222222","25.77777778","1","0.333333333","0.106666667","0.666666667","100","2.222222222","3.555555556","22.22222222","25.77777778"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01914","","","","3","3","3","5","0","1.38","0","2","4","1.38","3.38","5","0.276","","0.276","1.666666667","1.666666667","0.46","0.666666667","100","40.82840237","15.33333333","15.33333333","22.22222222","37.55555556","1.666666667","1.666666667","0.46","0.666666667","100","15.33333333","15.33333333","22.22222222","37.55555556"
