"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Dry weight of storage root samples measuring g|CO_331:0000247","Fresh weight of storage root samples measuring g|CO_331:0000243","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Storage root shape estimating 1-9 CIP|CO_331:0000181","Storage root dry matter content computing percent|CO_331:0000297","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Millipede damage estimating 1-9|CO_331:0000805","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Virus symptoms estimating 1-9|CO_331:0000193","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004 "
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00263","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00264","","","","1.84","69.08","2.8460102","1.66","0.75","17.02","48.55","2.11","3.31","9.86","3","35.05664264","12","5","5","2","3","5","1","1","1","2","3","2","0.54","0.26","2.15","0.8","2.95","8","0.18","0.052","0.1","1.6","0.666666667","0.6","0.25","0.16","0.066666667","0.43","0.179166667","37.5","27.11864407","41.66666667","0.280453141","1.5","3.6","2.222222222","5.333333333","5.972222222","14.33333333","0.779036503","1.869687607","8.194444444","19.66666667"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00265","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00266","","","","5.06","63.61","14.288826","2.11","1.02","15.98","48.39","2.39","3.77","12.07","5","33.02335193","12","12","5","2","3","1","1","1","1","4","3","4","0.56","0.01","1.75","0.57","2.32","4","0.186666667","0.01","0.1425","0.8","0.333333333","0.6","0.25","0.114","0.0475","0.35","0.145833333","75","24.56896552","41.66666667","0.188233106","1.555555556","3.733333333","1.583333333","3.8","4.861111111","11.66666667","0.522869739","1.254887373","6.444444444","15.46666667"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00267","","","","","","","","","","","","","","","","12","12","4","0","0","0","","","","","","5","0","0","0.6","0","0.6","0","","","","0","0","0","0","0","0","0.15","0.05","","0","33.33333333","","0","0","0","0","1.666666667","5","","","1.666666667","5"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00268","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00269","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00270","","","","","","","","","","","","","","","","12","11","5","2","2","2","1","1","1","5","1","5","0.4","0.02","2.8","0.42","3.22","4","0.2","0.01","0.105","0.8","0.333333333","0.4","0.166666667","0.084","0.035","0.56","0.233333333","50","13.04347826","41.66666667","","1.111111111","2.666666667","1.166666667","2.8","7.777777778","18.66666667","","","8.944444444","21.46666667"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00271","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00272","","","","4.39","60.6","0.5019455","2.1","1.16","12.33","48.53","5.05","7.28","10.85","3","25.40696476","12","12","5","5","3","4","1","1","1","4","3","5","0.65","0.15","3.66","0.8","4.46","7","0.216666667","0.0375","0.114285714","1.4","0.583333333","0.6","0.25","0.16","0.066666667","0.732","0.305","42.85714286","17.93721973","41.66666667","0.203255718","1.805555556","4.333333333","2.222222222","5.333333333","10.16666667","24.4","0.564599217","1.355038121","12.38888889","29.73333333"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00273","","","","","","","","","","","","","","","","12","7","2","0","0","0","","","","","","4","0","0","2.45","0","2.45","0","","","","0","0","0","0","0","0","1.225","0.204166667","","0","16.66666667","","0","0","0","0","6.805555556","40.83333333","","","6.805555556","40.83333333"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00274","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","0","","","","","","","","","","","","","","0","","","","","","","","","0","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00275","","","","","","","","","","","","","","","","12","12","6","0","0","0","","","","","","2","0","0","1.26","0","1.26","0","","","","0","0","0","0","0","0","0.21","0.105","","0","50","","0","0","0","0","3.5","7","","","3.5","7"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00276","","","","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00277","","","","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00278","","","","","","","","","","","","","","","","12","9","","","","","","","","","","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00279","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00280","","","","","","","","","","","","","","","","12","4","4","0","0","0","","","","","","2","0","0","2.45","0","2.45","0","","","","0","0","0","0","0","0","0.6125","0.204166667","","0","33.33333333","","0","0","0","0","6.805555556","20.41666667","","","6.805555556","20.41666667"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00281","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00282","","","","","","","","","","","","","","","","12","12","10","1","0","4","1","1","1","3","7","3","0","0.18","5.55","0.18","5.73","4","","0.045","0.045","0.4","0.333333333","0","0","0.018","0.015","0.555","0.4625","0","3.141361257","83.33333333","","0","0","0.5","0.6","15.41666667","18.5","","","15.91666667","19.1"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00283","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00284","","","","","","","","","","","","","","","","12","12","4","0","0","0","","","","","","3","0","0","0.32","0","0.32","0","","","","0","0","0","0","0","0","0.08","0.026666667","","0","33.33333333","","0","0","0","0","0.888888889","2.666666667","","","0.888888889","2.666666667"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00285","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00286","","","","","","","","","","","","","","","","12","9","5","0","0","0","","","","","","3","0","0","1.5","0","1.5","0","","","","0","0","0","0","0","0","0.3","0.125","","0","41.66666667","","0","0","0","0","4.166666667","10","","","4.166666667","10"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00287","","","","2.84","62.25","18.2538528","1.85","0.86","15.03","48.56","4.04","5.75","9.95","3","30.95140033","12","12","9","6","9","14","2","1","1","2","4","3","0.88","0.44","7.25","1.32","8.57","23","0.097777778","0.031428571","0.057391304","2.555555556","1.916666667","1","0.75","0.146666667","0.11","0.805555556","0.604166667","39.13043478","15.40256709","75","0.408558484","2.444444444","3.259259259","3.666666667","4.888888889","20.13888889","26.85185185","1.134884679","1.513179572","23.80555556","31.74074074"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00288","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00289","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00290","","","","4.4","64.21","5.6528435","2.2","1.27","15.09","49.04","1.84","3.43","10.19","2","30.77079935","12","12","5","3","0","3","2","1","1","4","5","3","0","0.06","2.15","0.06","2.21","3","","0.02","0.02","0.6","0.25","0","0","0.012","0.005","0.43","0.179166667","0","2.714932127","41.66666667","0.01846248","0","0","0.166666667","0.4","5.972222222","14.33333333","0.051284666","0.123083197","6.138888889","14.73333333"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00291","","","","","","","","","","","","","","","","12","10","5","4","0","6","4","1","1","5","7","3","0","0.25","1.18","0.25","1.43","6","","0.041666667","0.041666667","1.2","0.5","0","0","0.05","0.020833333","0.236","0.098333333","0","17.48251748","41.66666667","","0","0","0.694444444","1.666666667","3.277777778","7.866666667","","","3.972222222","9.533333333"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00292","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00293","","","","4.12","66.35","0","2.04","1","17.11","48.99","2.88","4.36","7.2","3","34.925495","12","12","7","3","4","1","1","1","1","2","4","3","0.5","0.1","2.72","0.6","3.32","5","0.125","0.1","0.12","0.714285714","0.416666667","0.571428571","0.333333333","0.085714286","0.05","0.388571429","0.226666667","80","18.07228916","58.33333333","0.20955297","1.388888889","2.380952381","1.666666667","2.857142857","7.555555556","12.95238095","0.582091583","0.997871286","9.222222222","15.80952381"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00294","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00295","","","","5.62","58.39","19.639637","2.33","1.4","12.75","48.76","3.67","5.57","12.04","5","26.14848236","12","12","6","2","2","2","2","1","1","4","6","5","0.18","0.1","2.78","0.28","3.06","4","0.09","0.05","0.07","0.666666667","0.333333333","0.333333333","0.166666667","0.046666667","0.023333333","0.463333333","0.231666667","50","9.150326797","50","0.073215751","0.5","1","0.777777778","1.555555556","7.722222222","15.44444444","0.203377085","0.40675417","8.5","17"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00296","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00297","","","","","","","","","","","","","","","","12","12","4","0","0","0","","","","","","4","0","0","2.8","0","2.8","0","","","","0","0","0","0","0","0","0.7","0.233333333","","0","33.33333333","","0","0","0","0","7.777777778","23.33333333","","","7.777777778","23.33333333"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00298","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00299","","","","6.11","60.33","0","2.28","1.46","14.29","48.9","1.68","3.39","16.96","3","29.22290389","12","12","12","3","3","6","1","1","1","4","2","3","1.05","0.25","11.92","1.3","13.22","9","0.35","0.041666667","0.144444444","0.75","0.75","0.25","0.25","0.108333333","0.108333333","0.993333333","0.993333333","33.33333333","9.833585477","100","0.379897751","2.916666667","2.916666667","3.611111111","3.611111111","33.11111111","33.11111111","1.055271529","1.055271529","36.72222222","36.72222222"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00300","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00301","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00302","","","","","","","","","","","","","","","","12","11","4","0","0","0","","","","","","4","0","0","0.54","0","0.54","0","","","","0","0","0","0","0","0","0.135","0.045","","0","33.33333333","","0","0","0","0","1.5","4.5","","","1.5","4.5"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00303","","","","","","","","","","","","","","","","12","10","","","","","","","","","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00304","","","","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00305","","","","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00306","","","","","","","","","","","","","","","","12","6","6","","","","","","","","","4","","","1.26","","","","","","","","","","","","","0.21","0.105","","","50","","","","","","3.5","7","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00307","","","","6.22","64.85","18.3888435","2.35","1.31","15.98","48.34","1.23","2.63","14.81","2","33.05750931","12","12","12","8","8","7","2","1","1","1","3","2","1.2","0.35","12.2","1.55","13.75","15","0.15","0.05","0.103333333","1.25","1.25","0.666666667","0.666666667","0.129166667","0.129166667","1.016666667","1.016666667","53.33333333","11.27272727","100","0.512391394","3.333333333","3.333333333","4.305555556","4.305555556","33.88888889","33.88888889","1.423309429","1.423309429","38.19444444","38.19444444"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00308","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00309","","","","","","","","","","","","","","","","12","12","4","3","0","3","1","1","1","3","8","4","0","0.1","3.12","0.1","3.22","3","","0.033333333","0.033333333","0.75","0.25","0","0","0.025","0.008333333","0.78","0.26","0","3.105590062","33.33333333","","0","0","0.277777778","0.833333333","8.666666667","26","","","8.944444444","26.83333333"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00310","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00311","","","","","","","","","","","","","","","","12","12","10","1","1","0","2","1","1","5","6","3","0.1","0","4.28","0.1","4.38","1","0.1","","0.1","0.1","0.083333333","0.1","0.083333333","0.01","0.008333333","0.428","0.356666667","100","2.283105023","83.33333333","","0.277777778","0.333333333","0.277777778","0.333333333","11.88888889","14.26666667","","","12.16666667","14.6"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00312","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00313","","","","6.48","62.76","3.7146015","2.4","1.33","15.05","49.09","2.79","4.01","8.69","3","30.65797515","12","12","8","1","1","1","2","1","1","4","6","1","0.15","0.08","3.92","0.23","4.15","2","0.15","0.08","0.115","0.25","0.166666667","0.125","0.083333333","0.02875","0.019166667","0.49","0.326666667","50","5.542168675","66.66666667","0.070513343","0.416666667","0.625","0.638888889","0.958333333","10.88888889","16.33333333","0.195870397","0.293805595","11.52777778","17.29166667"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00314","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00315","","","","","","","","","","","","","","","","12","12","4","1","","","","","","","","5","","","1.18","","","","","","","","","","","","","0.295","0.098333333","","","33.33333333","","","","","","3.277777778","9.833333333","","","",""
