"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00506","","","","5","3","3","10","4","3.12","0.14","5","3.26","8.26","14","0.312","0.035","0.232857143","4.666666667","2.8","3.333333333","2","1.086666667","0.652","1.666666667","1","71.42857143","39.46731235","60","20.8","34.66666667","21.73333333","36.22222222","33.33333333","55.55555556","55.06666667","91.77777778"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00507","","","","5","4","4","10","12","1.12","0.36","0.5","1.48","1.98","22","0.112","0.03","0.067272727","5.5","4.4","2.5","2","0.37","0.296","0.125","0.1","45.45454545","74.74747475","80","7.466666667","9.333333333","9.866666667","12.33333333","3.333333333","4.166666667","13.2","16.5"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00508","","","","5","5","5","14","7","1.8","0.2","0.4","2","2.4","21","0.128571429","0.028571429","0.095238095","4.2","4.2","2.8","2.8","0.4","0.4","0.08","0.08","66.66666667","83.33333333","100","12","12","13.33333333","13.33333333","2.666666667","2.666666667","16","16"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00509","","","","5","5","5","4","1","1.24","0.1","0.3","1.34","1.64","5","0.31","0.1","0.268","1","1","0.8","0.8","0.268","0.268","0.06","0.06","80","81.70731707","100","8.266666667","8.266666667","8.933333333","8.933333333","2","2","10.93333333","10.93333333"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00510","","","","5","4","4","5","3","0.36","0.06","0.5","0.42","0.92","8","0.072","0.02","0.0525","2","1.6","1.25","1","0.105","0.084","0.125","0.1","62.5","45.65217391","80","2.4","3","2.8","3.5","3.333333333","4.166666667","6.133333333","7.666666667"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00511","","","","5","5","5","0","4","0","0.5","4","0.5","4.5","4","","0.125","0.125","0.8","0.8","0","0","0.1","0.1","0.8","0.8","0","11.11111111","100","0","0","3.333333333","3.333333333","26.66666667","26.66666667","30","30"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00512","","","","5","5","3","0","3","0","0.12","0.6","0.12","0.72","3","","0.04","0.04","0.6","0.6","0","0","0.024","0.024","0.12","0.12","0","16.66666667","100","0","0","0.8","0.8","4","4","4.8","4.8"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00513","","","","5","3","3","8","2","1.09","0.06","0.1","1.15","1.25","10","0.13625","0.03","0.115","3.333333333","2","2.666666667","1.6","0.383333333","0.23","0.033333333","0.02","80","92","60","7.266666667","12.11111111","7.666666667","12.77777778","0.666666667","1.111111111","8.333333333","13.88888889"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00514","","","","5","4","4","5","5","2.24","0.6","1.2","2.84","4.04","10","0.448","0.12","0.284","2.5","2","1.25","1","0.71","0.568","0.3","0.24","50","70.2970297","80","14.93333333","18.66666667","18.93333333","23.66666667","8","10","26.93333333","33.66666667"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00515","","","","5","4","4","9","5","2.4","0.5","9","2.9","11.9","14","0.266666667","0.1","0.207142857","3.5","2.8","2.25","1.8","0.725","0.58","2.25","1.8","64.28571429","24.3697479","80","16","20","19.33333333","24.16666667","60","75","79.33333333","99.16666667"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00516","","","","5","3","3","7","1","0.5","0.1","0.3","0.6","0.9","8","0.071428571","0.1","0.075","2.666666667","1.6","2.333333333","1.4","0.2","0.12","0.1","0.06","87.5","66.66666667","60","3.333333333","5.555555556","4","6.666666667","2","3.333333333","6","10"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00517","","","","5","4","4","7","7","1.22","0.6","0.4","1.82","2.22","14","0.174285714","0.085714286","0.13","3.5","2.8","1.75","1.4","0.455","0.364","0.1","0.08","50","81.98198198","80","8.133333333","10.16666667","12.13333333","15.16666667","2.666666667","3.333333333","14.8","18.5"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00518","","","","5","4","4","9","5","1.2","0.4","1","1.6","2.6","14","0.133333333","0.08","0.114285714","3.5","2.8","2.25","1.8","0.4","0.32","0.25","0.2","64.28571429","61.53846154","80","8","10","10.66666667","13.33333333","6.666666667","8.333333333","17.33333333","21.66666667"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00519","","","","5","4","4","8","0","4","0","1","4","5","8","0.5","","0.5","2","1.6","2","1.6","1","0.8","0.25","0.2","100","80","80","26.66666667","33.33333333","26.66666667","33.33333333","6.666666667","8.333333333","33.33333333","41.66666667"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00520","","","","5","4","4","14","8","2.14","0.1","0.7","2.24","2.94","22","0.152857143","0.0125","0.101818182","5.5","4.4","3.5","2.8","0.56","0.448","0.175","0.14","63.63636364","76.19047619","80","14.26666667","17.83333333","14.93333333","18.66666667","4.666666667","5.833333333","19.6","24.5"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00521","","","","5","5","5","10","20","2.1","0.44","1","2.54","3.54","30","0.21","0.022","0.084666667","6","6","2","2","0.508","0.508","0.2","0.2","33.33333333","71.75141243","100","14","14","16.93333333","16.93333333","6.666666667","6.666666667","23.6","23.6"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00522","","","","5","4","4","9","4","3","0.8","5","3.8","8.8","13","0.333333333","0.2","0.292307692","3.25","2.6","2.25","1.8","0.95","0.76","1.25","1","69.23076923","43.18181818","80","20","25","25.33333333","31.66666667","33.33333333","41.66666667","58.66666667","73.33333333"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00523","","","","5","5","5","3","3","2.4","0.8","1","3.2","4.2","6","0.8","0.266666667","0.533333333","1.2","1.2","0.6","0.6","0.64","0.64","0.2","0.2","50","76.19047619","100","16","16","21.33333333","21.33333333","6.666666667","6.666666667","28","28"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00524","","","","5","4","4","16","8","4.2","0.6","0.4","4.8","5.2","24","0.2625","0.075","0.2","6","4.8","4","3.2","1.2","0.96","0.1","0.08","66.66666667","92.30769231","80","28","35","32","40","2.666666667","3.333333333","34.66666667","43.33333333"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00525","","","","5","5","5","0","","0","","2","","","","","","","","","0","0","","","0.4","0.4","","","100","0","0","","","13.33333333","13.33333333","",""
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00526","","","","5","2","2","4","3","2","0.14","0.6","2.14","2.74","7","0.5","0.046666667","0.305714286","3.5","1.4","2","0.8","1.07","0.428","0.3","0.12","57.14285714","78.10218978","40","13.33333333","33.33333333","14.26666667","35.66666667","4","10","18.26666667","45.66666667"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00527","","","","5","5","4","4","3","4","0.2","2","4.2","6.2","7","1","0.066666667","0.6","1.4","1.4","0.8","0.8","0.84","0.84","0.4","0.4","57.14285714","67.74193548","100","26.66666667","26.66666667","28","28","13.33333333","13.33333333","41.33333333","41.33333333"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00528","","","","5","5","4","12","7","2.24","0.8","0.5","3.04","3.54","19","0.186666667","0.114285714","0.16","3.8","3.8","2.4","2.4","0.608","0.608","0.1","0.1","63.15789474","85.87570621","100","14.93333333","14.93333333","20.26666667","20.26666667","3.333333333","3.333333333","23.6","23.6"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00529","","","","5","5","5","12","3","3.1","1.2","1","4.3","5.3","15","0.258333333","0.4","0.286666667","3","3","2.4","2.4","0.86","0.86","0.2","0.2","80","81.13207547","100","20.66666667","20.66666667","28.66666667","28.66666667","6.666666667","6.666666667","35.33333333","35.33333333"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00530","","","","5","5","5","9","3","2.2","1.2","1","3.4","4.4","12","0.244444444","0.4","0.283333333","2.4","2.4","1.8","1.8","0.68","0.68","0.2","0.2","75","77.27272727","100","14.66666667","14.66666667","22.66666667","22.66666667","6.666666667","6.666666667","29.33333333","29.33333333"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00531","","","","5","5","5","9","6","3","1.6","0.6","4.6","5.2","15","0.333333333","0.266666667","0.306666667","3","3","1.8","1.8","0.92","0.92","0.12","0.12","60","88.46153846","100","20","20","30.66666667","30.66666667","4","4","34.66666667","34.66666667"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00532","","","","5","4","3","17","7","3.24","2.2","1.7","5.44","7.14","24","0.190588235","0.314285714","0.226666667","6","4.8","4.25","3.4","1.36","1.088","0.425","0.34","70.83333333","76.19047619","80","21.6","27","36.26666667","45.33333333","11.33333333","14.16666667","47.6","59.5"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00533","","","","5","3","3","12","8","2.24","0.22","0.4","2.46","2.86","20","0.186666667","0.0275","0.123","6.666666667","4","4","2.4","0.82","0.492","0.133333333","0.08","60","86.01398601","60","14.93333333","24.88888889","16.4","27.33333333","2.666666667","4.444444444","19.06666667","31.77777778"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00534","","","","5","5","5","11","6","2.4","1.06","2","3.46","5.46","17","0.218181818","0.176666667","0.203529412","3.4","3.4","2.2","2.2","0.692","0.692","0.4","0.4","64.70588235","63.36996337","100","16","16","23.06666667","23.06666667","13.33333333","13.33333333","36.4","36.4"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00535","","","","5","5","5","8","6","3.1","0.09","1","3.19","4.19","14","0.3875","0.015","0.227857143","2.8","2.8","1.6","1.6","0.638","0.638","0.2","0.2","57.14285714","76.13365155","100","20.66666667","20.66666667","21.26666667","21.26666667","6.666666667","6.666666667","27.93333333","27.93333333"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00536","","","","5","4","4","9","5","2.26","1.13","0.5","3.39","3.89","14","0.251111111","0.226","0.242142857","3.5","2.8","2.25","1.8","0.8475","0.678","0.125","0.1","64.28571429","87.14652956","80","15.06666667","18.83333333","22.6","28.25","3.333333333","4.166666667","25.93333333","32.41666667"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00537","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00601","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00602","","","","5","4","3","6","3","2.16","0.2","5","2.36","7.36","9","0.36","0.066666667","0.262222222","2.25","1.8","1.5","1.2","0.59","0.472","1.25","1","66.66666667","32.06521739","80","14.4","18","15.73333333","19.66666667","33.33333333","41.66666667","49.06666667","61.33333333"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00603","","","","5","5","5","5","5","2.24","2","1","4.24","5.24","10","0.448","0.4","0.424","2","2","1","1","0.848","0.848","0.2","0.2","50","80.91603053","100","14.93333333","14.93333333","28.26666667","28.26666667","6.666666667","6.666666667","34.93333333","34.93333333"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00604","","","","5","5","5","6","3","3.1","1","5","4.1","9.1","9","0.516666667","0.333333333","0.455555556","1.8","1.8","1.2","1.2","0.82","0.82","1","1","66.66666667","45.05494505","100","20.66666667","20.66666667","27.33333333","27.33333333","33.33333333","33.33333333","60.66666667","60.66666667"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00605","","","","5","4","3","7","4","3.2","0.3","0.4","3.5","3.9","11","0.457142857","0.075","0.318181818","2.75","2.2","1.75","1.4","0.875","0.7","0.1","0.08","63.63636364","89.74358974","80","21.33333333","26.66666667","23.33333333","29.16666667","2.666666667","3.333333333","26","32.5"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00606","","","","5","5","5","8","3","3.1","0.3","0.4","3.4","3.8","11","0.3875","0.1","0.309090909","2.2","2.2","1.6","1.6","0.68","0.68","0.08","0.08","72.72727273","89.47368421","100","20.66666667","20.66666667","22.66666667","22.66666667","2.666666667","2.666666667","25.33333333","25.33333333"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00607","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00608","","","","5","4","3","8","2","2.41","0.22","1","2.63","3.63","10","0.30125","0.11","0.263","2.5","2","2","1.6","0.6575","0.526","0.25","0.2","80","72.45179063","80","16.06666667","20.08333333","17.53333333","21.91666667","6.666666667","8.333333333","24.2","30.25"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00609","","","","5","5","5","6","3","2.2","0.09","0","2.29","2.29","9","0.366666667","0.03","0.254444444","1.8","1.8","1.2","1.2","0.458","0.458","0","0","66.66666667","100","100","14.66666667","14.66666667","15.26666667","15.26666667","0","0","15.26666667","15.26666667"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00610","","","","5","4","4","8","5","3.1","0.32","0.6","3.42","4.02","13","0.3875","0.064","0.263076923","3.25","2.6","2","1.6","0.855","0.684","0.15","0.12","61.53846154","85.07462687","80","20.66666667","25.83333333","22.8","28.5","4","5","26.8","33.5"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00611","","","","5","4","4","8","5","2.1","0.03","0.3","2.13","2.43","13","0.2625","0.006","0.163846154","3.25","2.6","2","1.6","0.5325","0.426","0.075","0.06","61.53846154","87.65432099","80","14","17.5","14.2","17.75","2","2.5","16.2","20.25"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00612","","","","5","4","4","9","2","4","0.3","0.6","4.3","4.9","11","0.444444444","0.15","0.390909091","2.75","2.2","2.25","1.8","1.075","0.86","0.15","0.12","81.81818182","87.75510204","80","26.66666667","33.33333333","28.66666667","35.83333333","4","5","32.66666667","40.83333333"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00613","","","","5","5","5","8","4","5","0.06","1","5.06","6.06","12","0.625","0.015","0.421666667","2.4","2.4","1.6","1.6","1.012","1.012","0.2","0.2","66.66666667","83.49834983","100","33.33333333","33.33333333","33.73333333","33.73333333","6.666666667","6.666666667","40.4","40.4"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00614","","","","5","5","5","6","3","4","0.2","0.5","4.2","4.7","9","0.666666667","0.066666667","0.466666667","1.8","1.8","1.2","1.2","0.84","0.84","0.1","0.1","66.66666667","89.36170213","100","26.66666667","26.66666667","28","28","3.333333333","3.333333333","31.33333333","31.33333333"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00615","","","","5","3","3","6","3","2.24","0.08","0.5","2.32","2.82","9","0.373333333","0.026666667","0.257777778","3","1.8","2","1.2","0.773333333","0.464","0.166666667","0.1","66.66666667","82.26950355","60","14.93333333","24.88888889","15.46666667","25.77777778","3.333333333","5.555555556","18.8","31.33333333"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00616","","","","5","5","5","9","5","3.41","0.2","5","3.61","8.61","14","0.378888889","0.04","0.257857143","2.8","2.8","1.8","1.8","0.722","0.722","1","1","64.28571429","41.92799071","100","22.73333333","22.73333333","24.06666667","24.06666667","33.33333333","33.33333333","57.4","57.4"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00617","","","","5","4","4","11","4","3.1","0.06","1","3.16","4.16","15","0.281818182","0.015","0.210666667","3.75","3","2.75","2.2","0.79","0.632","0.25","0.2","73.33333333","75.96153846","80","20.66666667","25.83333333","21.06666667","26.33333333","6.666666667","8.333333333","27.73333333","34.66666667"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00618","","","","5","4","4","8","5","2.46","0.2","0.3","2.66","2.96","13","0.3075","0.04","0.204615385","3.25","2.6","2","1.6","0.665","0.532","0.075","0.06","61.53846154","89.86486486","80","16.4","20.5","17.73333333","22.16666667","2","2.5","19.73333333","24.66666667"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00619","","","","5","5","5","11","6","4.11","1.1","2","5.21","7.21","17","0.373636364","0.183333333","0.306470588","3.4","3.4","2.2","2.2","1.042","1.042","0.4","0.4","64.70588235","72.26074896","100","27.4","27.4","34.73333333","34.73333333","13.33333333","13.33333333","48.06666667","48.06666667"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00620","","","","5","4","4","10","4","2.24","0.09","3","2.33","5.33","14","0.224","0.0225","0.166428571","3.5","2.8","2.5","2","0.5825","0.466","0.75","0.6","71.42857143","43.71482176","80","14.93333333","18.66666667","15.53333333","19.41666667","20","25","35.53333333","44.41666667"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00621","","","","5","5","3","12","12","3.24","1.1","2","4.34","6.34","24","0.27","0.091666667","0.180833333","4.8","4.8","2.4","2.4","0.868","0.868","0.4","0.4","50","68.45425868","100","21.6","21.6","28.93333333","28.93333333","13.33333333","13.33333333","42.26666667","42.26666667"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00622","","","","5","3","3","6","5","2.22","0.26","0.6","2.48","3.08","11","0.37","0.052","0.225454545","3.666666667","2.2","2","1.2","0.826666667","0.496","0.2","0.12","54.54545455","80.51948052","60","14.8","24.66666667","16.53333333","27.55555556","4","6.666666667","20.53333333","34.22222222"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00623","","","","5","4","3","5","2","3.31","1.09","2","4.4","6.4","7","0.662","0.545","0.628571429","1.75","1.4","1.25","1","1.1","0.88","0.5","0.4","71.42857143","68.75","80","22.06666667","27.58333333","29.33333333","36.66666667","13.33333333","16.66666667","42.66666667","53.33333333"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00624","","","","5","5","5","9","4","2.23","0.09","0.5","2.32","2.82","13","0.247777778","0.0225","0.178461538","2.6","2.6","1.8","1.8","0.464","0.464","0.1","0.1","69.23076923","82.26950355","100","14.86666667","14.86666667","15.46666667","15.46666667","3.333333333","3.333333333","18.8","18.8"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00625","","","","5","5","5","9","4","2.26","1.2","1.6","3.46","5.06","13","0.251111111","0.3","0.266153846","2.6","2.6","1.8","1.8","0.692","0.692","0.32","0.32","69.23076923","68.37944664","100","15.06666667","15.06666667","23.06666667","23.06666667","10.66666667","10.66666667","33.73333333","33.73333333"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00626","","","","5","3","1","6","6","2.22","0.06","1.2","2.28","3.48","12","0.37","0.01","0.19","4","2.4","2","1.2","0.76","0.456","0.4","0.24","50","65.51724138","60","14.8","24.66666667","15.2","25.33333333","8","13.33333333","23.2","38.66666667"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00627","","","","5","3","1","6","6","2.21","0.06","1.1","2.27","3.37","12","0.368333333","0.01","0.189166667","4","2.4","2","1.2","0.756666667","0.454","0.366666667","0.22","50","67.35905045","60","14.73333333","24.55555556","15.13333333","25.22222222","7.333333333","12.22222222","22.46666667","37.44444444"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00628","","","","5","3","0","0","0","0","0","0.1","0","0.1","0","","","","0","0","0","0","0","0","0.033333333","0.02","","0","60","0","0","0","0","0.666666667","1.111111111","0.666666667","1.111111111"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00629","","","","5","5","0","0","0","0","0","0.4","0","0.4","0","","","","0","0","0","0","0","0","0.08","0.08","","0","100","0","0","0","0","2.666666667","2.666666667","2.666666667","2.666666667"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00630","","","","5","4","0","0","0","0","0","0.2","0","0.2","0","","","","0","0","0","0","0","0","0.05","0.04","","0","80","0","0","0","0","1.333333333","1.666666667","1.333333333","1.666666667"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00631","","","","5","4","0","0","0","0","0","0.3","0","0.3","0","","","","0","0","0","0","0","0","0.075","0.06","","0","80","0","0","0","0","2","2.5","2","2.5"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00632","","","","5","5","0","0","0","0","0","1","0","1","0","","","","0","0","0","0","0","0","0.2","0.2","","0","100","0","0","0","0","6.666666667","6.666666667","6.666666667","6.666666667"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00633","","","","5","5","0","0","0","0","0","1.1","0","1.1","0","","","","0","0","0","0","0","0","0.22","0.22","","0","100","0","0","0","0","7.333333333","7.333333333","7.333333333","7.333333333"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00634","","","","5","4","0","0","0","0","0","0.8","0","0.8","0","","","","0","0","0","0","0","0","0.2","0.16","","0","80","0","0","0","0","5.333333333","6.666666667","5.333333333","6.666666667"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00635","","","","5","5","0","0","0","0","0","0.3","0","0.3","0","","","","0","0","0","0","0","0","0.06","0.06","","0","100","0","0","0","0","2","2","2","2"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00636","","","","5","4","2","6","2","2.1","0.1","2","2.2","4.2","8","0.35","0.05","0.275","2","1.6","1.5","1.2","0.55","0.44","0.5","0.4","75","52.38095238","80","14","17.5","14.66666667","18.33333333","13.33333333","16.66666667","28","35"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00637","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00701","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00702","","","","5","5","4","6","7","0.6","0.2","2.8","0.8","3.6","13","0.1","0.028571429","0.061538462","2.6","2.6","1.2","1.2","0.16","0.16","0.56","0.56","46.15384615","22.22222222","100","4","4","5.333333333","5.333333333","18.66666667","18.66666667","24","24"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00703","","","","5","5","2","2","2","0.2","0.1","3","0.3","3.3","4","0.1","0.05","0.075","0.8","0.8","0.4","0.4","0.06","0.06","0.6","0.6","50","9.090909091","100","1.333333333","1.333333333","2","2","20","20","22","22"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00704","","","","5","5","5","21","14","3","0.4","1.1","3.4","4.5","35","0.142857143","0.028571429","0.097142857","7","7","4.2","4.2","0.68","0.68","0.22","0.22","60","75.55555556","100","20","20","22.66666667","22.66666667","7.333333333","7.333333333","30","30"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00705","","","","5","4","4","15","5","2.2","0.2","0.6","2.4","3","20","0.146666667","0.04","0.12","5","4","3.75","3","0.6","0.48","0.15","0.12","75","80","80","14.66666667","18.33333333","16","20","4","5","20","25"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00706","","","","5","5","5","7","1","2","0.1","4","2.1","6.1","8","0.285714286","0.1","0.2625","1.6","1.6","1.4","1.4","0.42","0.42","0.8","0.8","87.5","34.42622951","100","13.33333333","13.33333333","14","14","26.66666667","26.66666667","40.66666667","40.66666667"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00707","","","","5","4","4","8","3","1","0.1","0.5","1.1","1.6","11","0.125","0.033333333","0.1","2.75","2.2","2","1.6","0.275","0.22","0.125","0.1","72.72727273","68.75","80","6.666666667","8.333333333","7.333333333","9.166666667","3.333333333","4.166666667","10.66666667","13.33333333"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00708","","","","5","5","4","7","6","1","0.2","4","1.2","5.2","13","0.142857143","0.033333333","0.092307692","2.6","2.6","1.4","1.4","0.24","0.24","0.8","0.8","53.84615385","23.07692308","100","6.666666667","6.666666667","8","8","26.66666667","26.66666667","34.66666667","34.66666667"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00709","","","","5","4","4","8","5","1.1","0.1","1.2","1.2","2.4","13","0.1375","0.02","0.092307692","3.25","2.6","2","1.6","0.3","0.24","0.3","0.24","61.53846154","50","80","7.333333333","9.166666667","8","10","8","10","16","20"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00710","","","","5","3","3","7","0","1.2","0","1","1.2","2.2","7","0.171428571","","0.171428571","2.333333333","1.4","2.333333333","1.4","0.4","0.24","0.333333333","0.2","100","54.54545455","60","8","13.33333333","8","13.33333333","6.666666667","11.11111111","14.66666667","24.44444444"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00711","","","","5","4","3","5","2","2.3","0.1","1.5","2.4","3.9","7","0.46","0.05","0.342857143","1.75","1.4","1.25","1","0.6","0.48","0.375","0.3","71.42857143","61.53846154","80","15.33333333","19.16666667","16","20","10","12.5","26","32.5"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00712","","","","5","4","4","7","1","1.9","0.1","1.6","2","3.6","8","0.271428571","0.1","0.25","2","1.6","1.75","1.4","0.5","0.4","0.4","0.32","87.5","55.55555556","80","12.66666667","15.83333333","13.33333333","16.66666667","10.66666667","13.33333333","24","30"
