"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00022","","","","5","0","2","1","3","1","1","3","7","1","1","1.03","0","1.07","1.03","2.1","5","0.206","","0.206","5","1.666666667","5","1.666666667","1.03","0.343333333","1.07","0.356666667","100","49.04761905","33.33333333","11.44444444","34.33333333","11.44444444","34.33333333","11.88888889","35.66666667","23.33333333","70"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00220","","","","7","7","3","3","3","3","1","5","7","1","1","0.56","0.26","0.68","0.82","1.5","14","0.08","0.037142857","0.058571429","4.666666667","4.666666667","2.333333333","2.333333333","0.273333333","0.273333333","0.226666667","0.226666667","50","54.66666667","100","6.222222222","6.222222222","9.111111111","9.111111111","7.555555556","7.555555556","16.66666667","16.66666667"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00221","","","","5","7","3","3","3","3","3","5","7","1","1","0.86","0.4","1.7","1.26","2.96","12","0.172","0.057142857","0.105","4","4","1.666666667","1.666666667","0.42","0.42","0.566666667","0.566666667","41.66666667","42.56756757","100","9.555555556","9.555555556","14","14","18.88888889","18.88888889","32.88888889","32.88888889"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00222","","","","0","0","1","1","3","0","","","7","1","1","0","0","0.86","0","0.86","0","","","","0","0","0","0","0","0","0.86","0.286666667","","0","33.33333333","0","0","0","0","9.555555556","28.66666667","9.555555556","28.66666667"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00223","","","","2","0","1","1","3","1","3","3","7","1","1","0.26","0","0.46","0.26","0.72","2","0.13","","0.13","2","0.666666667","2","0.666666667","0.26","0.086666667","0.46","0.153333333","100","36.11111111","33.33333333","2.888888889","8.666666667","2.888888889","8.666666667","5.111111111","15.33333333","8","24"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00224","","","","0","","3","3","3","3","","","7","1","1","0","","1.24","","","","","","","","","0","0","","","0.413333333","0.413333333","","","100","0","0","","","13.77777778","13.77777778","",""
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00225","","","","2","1","3","3","3","3","3","2","7","1","1","0.18","0.08","1.22","0.26","1.48","3","0.09","0.08","0.086666667","1","1","0.666666667","0.666666667","0.086666667","0.086666667","0.406666667","0.406666667","66.66666667","17.56756757","100","2","2","2.888888889","2.888888889","13.55555556","13.55555556","16.44444444","16.44444444"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00226","","","","1","0","2","2","3","1","7","7","7","1","1","0.36","0","0.5","0.36","0.86","1","0.36","","0.36","0.5","0.333333333","0.5","0.333333333","0.18","0.12","0.25","0.166666667","100","41.86046512","66.66666667","4","6","4","6","5.555555556","8.333333333","9.555555556","14.33333333"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00227","","","","1","0","2","2","3","1","1","5","7","1","1","0.1","0","0.52","0.1","0.62","1","0.1","","0.1","0.5","0.333333333","0.5","0.333333333","0.05","0.033333333","0.26","0.173333333","100","16.12903226","66.66666667","1.111111111","1.666666667","1.111111111","1.666666667","5.777777778","8.666666667","6.888888889","10.33333333"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00228","","","","1","3","2","2","3","2","1","1","7","1","1","0.2","0.08","0.94","0.28","1.22","4","0.2","0.026666667","0.07","2","1.333333333","0.5","0.333333333","0.14","0.093333333","0.47","0.313333333","25","22.95081967","66.66666667","2.222222222","3.333333333","3.111111111","4.666666667","10.44444444","15.66666667","13.55555556","20.33333333"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00229","","","","9","2","3","3","3","3","5","1","7","1","1","0.66","0.08","1.72","0.74","2.46","11","0.073333333","0.04","0.067272727","3.666666667","3.666666667","3","3","0.246666667","0.246666667","0.573333333","0.573333333","81.81818182","30.08130081","100","7.333333333","7.333333333","8.222222222","8.222222222","19.11111111","19.11111111","27.33333333","27.33333333"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00023","","","","5","2","3","2","3","2","1","5","7","1","1","1.45","0.11","2.72","1.56","4.28","7","0.29","0.055","0.222857143","3.5","2.333333333","2.5","1.666666667","0.78","0.52","1.36","0.906666667","71.42857143","36.44859813","66.66666667","16.11111111","24.16666667","17.33333333","26","30.22222222","45.33333333","47.55555556","71.33333333"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00230","","","","6","4","3","3","3","3","1","3","6","1","1","1.24","0.1","0.2","1.34","1.54","10","0.206666667","0.025","0.134","3.333333333","3.333333333","2","2","0.446666667","0.446666667","0.066666667","0.066666667","60","87.01298701","100","13.77777778","13.77777778","14.88888889","14.88888889","2.222222222","2.222222222","17.11111111","17.11111111"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00231","","","","2","3","3","3","3","3","1","5","7","1","1","0.14","0.1","0.76","0.24","1","5","0.07","0.033333333","0.048","1.666666667","1.666666667","0.666666667","0.666666667","0.08","0.08","0.253333333","0.253333333","40","24","100","1.555555556","1.555555556","2.666666667","2.666666667","8.444444444","8.444444444","11.11111111","11.11111111"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00232","","","","2","1","2","2","3","2","1","3","7","1","1","0.68","0.06","0.98","0.74","1.72","3","0.34","0.06","0.246666667","1.5","1","1","0.666666667","0.37","0.246666667","0.49","0.326666667","66.66666667","43.02325581","66.66666667","7.555555556","11.33333333","8.222222222","12.33333333","10.88888889","16.33333333","19.11111111","28.66666667"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00233","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00234","","","","3","1","2","2","3","2","1","5","7","1","1","0.94","0.12","0.33","1.06","1.39","4","0.313333333","0.12","0.265","2","1.333333333","1.5","1","0.53","0.353333333","0.165","0.11","75","76.25899281","66.66666667","10.44444444","15.66666667","11.77777778","17.66666667","3.666666667","5.5","15.44444444","23.16666667"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00235","","","","1","3","2","2","3","2","3","7","7","1","1","0.18","0.16","0.22","0.34","0.56","4","0.18","0.053333333","0.085","2","1.333333333","0.5","0.333333333","0.17","0.113333333","0.11","0.073333333","25","60.71428571","66.66666667","2","3","3.777777778","5.666666667","2.444444444","3.666666667","6.222222222","9.333333333"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00236","","","","9","6","3","3","3","3","1","7","7","1","1","0.88","0.18","1.9","1.06","2.96","15","0.097777778","0.03","0.070666667","5","5","3","3","0.353333333","0.353333333","0.633333333","0.633333333","60","35.81081081","100","9.777777778","9.777777778","11.77777778","11.77777778","21.11111111","21.11111111","32.88888889","32.88888889"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00237","","","","3","0","2","2","3","2","1","9","7","1","1","0.28","0","0.46","0.28","0.74","3","0.093333333","","0.093333333","1.5","1","1.5","1","0.14","0.093333333","0.23","0.153333333","100","37.83783784","66.66666667","3.111111111","4.666666667","3.111111111","4.666666667","5.111111111","7.666666667","8.222222222","12.33333333"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00238","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00239","","","","0","0","1","1","3","0","","","7","1","1","0","0","0.22","0","0.22","0","","","","0","0","0","0","0","0","0.22","0.073333333","","0","33.33333333","0","0","0","0","2.444444444","7.333333333","2.444444444","7.333333333"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00024","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00240","","","","0","","3","3","3","3","","","7","1","1","0","","2.32","","","","","","","","","0","0","","","0.773333333","0.773333333","","","100","0","0","","","25.77777778","25.77777778","",""
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00241","","","","3","0","1","1","3","1","1","1","5","1","1","0.18","0","0.1","0.18","0.28","3","0.06","","0.06","3","1","3","1","0.18","0.06","0.1","0.033333333","100","64.28571429","33.33333333","2","6","2","6","1.111111111","3.333333333","3.111111111","9.333333333"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00242","","","","6","3","3","3","3","3","1","1","6","1","1","0.68","0.1","0.3","0.78","1.08","9","0.113333333","0.033333333","0.086666667","3","3","2","2","0.26","0.26","0.1","0.1","66.66666667","72.22222222","100","7.555555556","7.555555556","8.666666667","8.666666667","3.333333333","3.333333333","12","12"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00243","","","","0","0","1","1","3","0","","","4","1","1","0","0","0.08","0","0.08","0","","","","0","0","0","0","0","0","0.08","0.026666667","","0","33.33333333","0","0","0","0","0.888888889","2.666666667","0.888888889","2.666666667"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00244","","","","0","3","2","2","3","2","1","5","6","1","1","0","0.12","0.16","0.12","0.28","3","","0.04","0.04","1.5","1","0","0","0.06","0.04","0.08","0.053333333","0","42.85714286","66.66666667","0","0","1.333333333","2","1.777777778","2.666666667","3.111111111","4.666666667"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00245","","","","0","1","2","2","3","2","1","1","6","1","1","0","0.12","0.12","0.12","0.24","1","","0.12","0.12","0.5","0.333333333","0","0","0.06","0.04","0.06","0.04","0","50","66.66666667","0","0","1.333333333","2","1.333333333","2","2.666666667","4"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00246","","","","2","4","3","3","3","3","1","5","7","1","1","0.5","0.1","0.68","0.6","1.28","6","0.25","0.025","0.1","2","2","0.666666667","0.666666667","0.2","0.2","0.226666667","0.226666667","33.33333333","46.875","100","5.555555556","5.555555556","6.666666667","6.666666667","7.555555556","7.555555556","14.22222222","14.22222222"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00247","","","","2","0","1","1","3","1","3","3","7","1","1","0.52","0","0.52","0.52","1.04","2","0.26","","0.26","2","0.666666667","2","0.666666667","0.52","0.173333333","0.52","0.173333333","100","50","33.33333333","5.777777778","17.33333333","5.777777778","17.33333333","5.777777778","17.33333333","11.55555556","34.66666667"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00248","","","","6","0","2","2","3","2","1","7","7","1","1","0.56","0","0.5","0.56","1.06","6","0.093333333","","0.093333333","3","2","3","2","0.28","0.186666667","0.25","0.166666667","100","52.83018868","66.66666667","6.222222222","9.333333333","6.222222222","9.333333333","5.555555556","8.333333333","11.77777778","17.66666667"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00249","","","","4","0","2","2","3","2","1","5","7","1","1","0.48","0","1.28","0.48","1.76","4","0.12","","0.12","2","1.333333333","2","1.333333333","0.24","0.16","0.64","0.426666667","100","27.27272727","66.66666667","5.333333333","8","5.333333333","8","14.22222222","21.33333333","19.55555556","29.33333333"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00025","","","","0","4","2","1","3","1","1","7","7","1","1","0","0.51","0.99","0.51","1.5","4","","0.1275","0.1275","4","1.333333333","0","0","0.51","0.17","0.99","0.33","0","34","33.33333333","0","0","5.666666667","17","11","33","16.66666667","50"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00250","","","","0","1","1","1","3","1","1","3","6","1","1","0","0.06","0.1","0.06","0.16","1","","0.06","0.06","1","0.333333333","0","0","0.06","0.02","0.1","0.033333333","0","37.5","33.33333333","0","0","0.666666667","2","1.111111111","3.333333333","1.777777778","5.333333333"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00251","","","","3","4","2","2","3","2","1","1","7","1","1","0.32","0.12","0.82","0.44","1.26","7","0.106666667","0.03","0.062857143","3.5","2.333333333","1.5","1","0.22","0.146666667","0.41","0.273333333","42.85714286","34.92063492","66.66666667","3.555555556","5.333333333","4.888888889","7.333333333","9.111111111","13.66666667","14","21"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00252","","","","3","0","2","2","3","2","1","1","7","1","1","0.3","0","1.38","0.3","1.68","3","0.1","","0.1","1.5","1","1.5","1","0.15","0.1","0.69","0.46","100","17.85714286","66.66666667","3.333333333","5","3.333333333","5","15.33333333","23","18.66666667","28"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00253","","","","0","","1","1","3","1","","","6","1","1","0","","0.1","","","","","","","","","0","0","","","0.1","0.033333333","","","33.33333333","0","0","","","1.111111111","3.333333333","",""
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00254","","","","1","1","1","1","3","1","1","5","7","1","1","0.22","0.12","0.52","0.34","0.86","2","0.22","0.12","0.17","2","0.666666667","1","0.333333333","0.34","0.113333333","0.52","0.173333333","50","39.53488372","33.33333333","2.444444444","7.333333333","3.777777778","11.33333333","5.777777778","17.33333333","9.555555556","28.66666667"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00255","","","","1","3","2","2","3","2","1","5","7","2","2","0.12","0.1","0.92","0.22","1.14","4","0.12","0.033333333","0.055","2","1.333333333","0.5","0.333333333","0.11","0.073333333","0.46","0.306666667","25","19.29824561","66.66666667","1.333333333","2","2.444444444","3.666666667","10.22222222","15.33333333","12.66666667","19"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00256","","","","1","4","2","2","3","2","1","5","7","2","2","0.22","0.1","0.6","0.32","0.92","5","0.22","0.025","0.064","2.5","1.666666667","0.5","0.333333333","0.16","0.106666667","0.3","0.2","20","34.7826087","66.66666667","2.444444444","3.666666667","3.555555556","5.333333333","6.666666667","10","10.22222222","15.33333333"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00257","","","","2","2","2","2","3","2","1","5","6","1","1","0.28","0.1","0.46","0.38","0.84","4","0.14","0.05","0.095","2","1.333333333","1","0.666666667","0.19","0.126666667","0.23","0.153333333","50","45.23809524","66.66666667","3.111111111","4.666666667","4.222222222","6.333333333","5.111111111","7.666666667","9.333333333","14"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00258","","","","7","4","3","3","3","3","1","5","7","1","1","1.14","0.2","1.78","1.34","3.12","11","0.162857143","0.05","0.121818182","3.666666667","3.666666667","2.333333333","2.333333333","0.446666667","0.446666667","0.593333333","0.593333333","63.63636364","42.94871795","100","12.66666667","12.66666667","14.88888889","14.88888889","19.77777778","19.77777778","34.66666667","34.66666667"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00259","","","","7","1","3","3","3","3","1","5","7","1","1","1.5","0.1","1.68","1.6","3.28","8","0.214285714","0.1","0.2","2.666666667","2.666666667","2.333333333","2.333333333","0.533333333","0.533333333","0.56","0.56","87.5","48.7804878","100","16.66666667","16.66666667","17.77777778","17.77777778","18.66666667","18.66666667","36.44444444","36.44444444"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00026","","","","8","3","3","3","3","3","1","5","7","1","1","1.11","0.23","2.36","1.34","3.7","11","0.13875","0.076666667","0.121818182","3.666666667","3.666666667","2.666666667","2.666666667","0.446666667","0.446666667","0.786666667","0.786666667","72.72727273","36.21621622","100","12.33333333","12.33333333","14.88888889","14.88888889","26.22222222","26.22222222","41.11111111","41.11111111"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00260","","","","3","1","2","2","3","2","1","5","7","2","2","1.22","0.08","2.86","1.3","4.16","4","0.406666667","0.08","0.325","2","1.333333333","1.5","1","0.65","0.433333333","1.43","0.953333333","75","31.25","66.66666667","13.55555556","20.33333333","14.44444444","21.66666667","31.77777778","47.66666667","46.22222222","69.33333333"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00261","","","","0","0","2","1","3","0","","","7","1","1","0","0","0.36","0","0.36","0","","","","0","0","0","0","0","0","0.36","0.12","","0","33.33333333","0","0","0","0","4","12","4","12"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00262","","","","0","","1","1","3","1","","","6","1","1","0","","0.6","","","","","","","","","0","0","","","0.6","0.2","","","33.33333333","0","0","","","6.666666667","20","",""
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00263","","","","4","3","3","3","3","3","1","5","7","1","1","1.18","0.02","1.56","1.2","2.76","7","0.295","0.006666667","0.171428571","2.333333333","2.333333333","1.333333333","1.333333333","0.4","0.4","0.52","0.52","57.14285714","43.47826087","100","13.11111111","13.11111111","13.33333333","13.33333333","17.33333333","17.33333333","30.66666667","30.66666667"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00264","","","","1","1","3","3","3","3","1","7","7","1","1","0.22","0.08","1.38","0.3","1.68","2","0.22","0.08","0.15","0.666666667","0.666666667","0.333333333","0.333333333","0.1","0.1","0.46","0.46","50","17.85714286","100","2.444444444","2.444444444","3.333333333","3.333333333","15.33333333","15.33333333","18.66666667","18.66666667"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00265","","","","0","3","2","2","3","2","1","3","5","1","1","0","0.08","0.24","0.08","0.32","3","","0.026666667","0.026666667","1.5","1","0","0","0.04","0.026666667","0.12","0.08","0","25","66.66666667","0","0","0.888888889","1.333333333","2.666666667","4","3.555555556","5.333333333"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00266","","","","5","6","3","3","3","3","1","3","7","2","2","0.74","0.16","2.88","0.9","3.78","11","0.148","0.026666667","0.081818182","3.666666667","3.666666667","1.666666667","1.666666667","0.3","0.3","0.96","0.96","45.45454545","23.80952381","100","8.222222222","8.222222222","10","10","32","32","42","42"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00267","","","","0","","3","3","3","3","","","7","1","1","0","","1.1","","","","","","","","","0","0","","","0.366666667","0.366666667","","","100","0","0","","","12.22222222","12.22222222","",""
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00268","","","","3","1","3","3","3","2","1","7","7","1","1","0.72","0.1","3.5","0.82","4.32","4","0.24","0.1","0.205","1.333333333","1.333333333","1","1","0.273333333","0.273333333","1.166666667","1.166666667","75","18.98148148","100","8","8","9.111111111","9.111111111","38.88888889","38.88888889","48","48"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00269","","","","6","1","3","2","3","3","1","3","8","1","1","1.1","0.06","3.98","1.16","5.14","7","0.183333333","0.06","0.165714286","3.5","2.333333333","3","2","0.58","0.386666667","1.99","1.326666667","85.71428571","22.56809339","66.66666667","12.22222222","18.33333333","12.88888889","19.33333333","44.22222222","66.33333333","57.11111111","85.66666667"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00027","","","","4","12","3","3","3","3","1","7","7","1","1","0.64","0.38","1.28","1.02","2.3","16","0.16","0.031666667","0.06375","5.333333333","5.333333333","1.333333333","1.333333333","0.34","0.34","0.426666667","0.426666667","25","44.34782609","100","7.111111111","7.111111111","11.33333333","11.33333333","14.22222222","14.22222222","25.55555556","25.55555556"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00270","","","","1","5","3","3","3","3","1","1","9","2","2","0.44","0.12","2","0.56","2.56","6","0.44","0.024","0.093333333","2","2","0.333333333","0.333333333","0.186666667","0.186666667","0.666666667","0.666666667","16.66666667","21.875","100","4.888888889","4.888888889","6.222222222","6.222222222","22.22222222","22.22222222","28.44444444","28.44444444"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00271","","","","2","0","3","3","3","3","1","5","7","1","1","0.54","0","1.92","0.54","2.46","2","0.27","","0.27","0.666666667","0.666666667","0.666666667","0.666666667","0.18","0.18","0.64","0.64","100","21.95121951","100","6","6","6","6","21.33333333","21.33333333","27.33333333","27.33333333"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00272","","","","0","","2","2","3","2","","","7","1","1","0","","0.52","","","","","","","","","0","0","","","0.26","0.173333333","","","66.66666667","0","0","","","5.777777778","8.666666667","",""
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00273","","","","0","1","1","1","3","1","1","5","6","1","1","0","0.04","0.34","0.04","0.38","1","","0.04","0.04","1","0.333333333","0","0","0.04","0.013333333","0.34","0.113333333","0","10.52631579","33.33333333","0","0","0.444444444","1.333333333","3.777777778","11.33333333","4.222222222","12.66666667"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00274","","","","0","1","3","3","3","3","1","3","7","1","1","0","0.12","1.36","0.12","1.48","1","","0.12","0.12","0.333333333","0.333333333","0","0","0.04","0.04","0.453333333","0.453333333","0","8.108108108","100","0","0","1.333333333","1.333333333","15.11111111","15.11111111","16.44444444","16.44444444"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00275","","","","0","0","3","2","3","0","","","7","1","1","0","0","1.78","0","1.78","0","","","","0","0","0","0","0","0","0.89","0.593333333","","0","66.66666667","0","0","0","0","19.77777778","29.66666667","19.77777778","29.66666667"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00276","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00028","","","","7","3","3","3","3","3","1","5","8","1","1","1.2","0.21","4.76","1.41","6.17","10","0.171428571","0.07","0.141","3.333333333","3.333333333","2.333333333","2.333333333","0.47","0.47","1.586666667","1.586666667","70","22.85251216","100","13.33333333","13.33333333","15.66666667","15.66666667","52.88888889","52.88888889","68.55555556","68.55555556"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00029","","","","0","0","2","1","3","0","","","7","1","1","0","0","0.17","0","0.17","0","","","","0","0","0","0","0","0","0.17","0.056666667","","0","33.33333333","0","0","0","0","1.888888889","5.666666667","1.888888889","5.666666667"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00003","","","","1","0","3","1","3","1","1","5","6","2","2","0.49","0","1.4","0.49","1.89","1","0.49","","0.49","1","0.333333333","1","0.333333333","0.49","0.163333333","1.4","0.466666667","100","25.92592593","33.33333333","5.444444444","16.33333333","5.444444444","16.33333333","15.55555556","46.66666667","21","63"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00030","","","","3","2","3","2","3","1","1","5","7","1","1","1.72","0.21","1.57","1.93","3.5","5","0.573333333","0.105","0.386","2.5","1.666666667","1.5","1","0.965","0.643333333","0.785","0.523333333","60","55.14285714","66.66666667","19.11111111","28.66666667","21.44444444","32.16666667","17.44444444","26.16666667","38.88888889","58.33333333"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00031","","","","5","4","3","3","3","3","1","9","8","1","1","0.87","0.2","4.31","1.07","5.38","9","0.174","0.05","0.118888889","3","3","1.666666667","1.666666667","0.356666667","0.356666667","1.436666667","1.436666667","55.55555556","19.88847584","100","9.666666667","9.666666667","11.88888889","11.88888889","47.88888889","47.88888889","59.77777778","59.77777778"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00032","","","","2","5","3","3","3","3","1","7","7","1","1","0.56","0.23","2.63","0.79","3.42","7","0.28","0.046","0.112857143","2.333333333","2.333333333","0.666666667","0.666666667","0.263333333","0.263333333","0.876666667","0.876666667","28.57142857","23.0994152","100","6.222222222","6.222222222","8.777777778","8.777777778","29.22222222","29.22222222","38","38"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00033","","","","5","2","3","3","3","3","1","7","7","1","1","1.42","0.2","2.54","1.62","4.16","7","0.284","0.1","0.231428571","2.333333333","2.333333333","1.666666667","1.666666667","0.54","0.54","0.846666667","0.846666667","71.42857143","38.94230769","100","15.77777778","15.77777778","18","18","28.22222222","28.22222222","46.22222222","46.22222222"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00034","","","","5","0","3","3","3","3","1","5","8","1","1","2.56","0","5.74","2.56","8.3","5","0.512","","0.512","1.666666667","1.666666667","1.666666667","1.666666667","0.853333333","0.853333333","1.913333333","1.913333333","100","30.84337349","100","28.44444444","28.44444444","28.44444444","28.44444444","63.77777778","63.77777778","92.22222222","92.22222222"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00035","","","","2","1","2","1","3","1","1","3","6","1","1","0.25","0.01","0.57","0.26","0.83","3","0.125","0.01","0.086666667","3","1","2","0.666666667","0.26","0.086666667","0.57","0.19","66.66666667","31.3253012","33.33333333","2.777777778","8.333333333","2.888888889","8.666666667","6.333333333","19","9.222222222","27.66666667"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00036","","","","7","8","3","3","3","3","1","3","7","1","1","1.1","0.39","2.48","1.49","3.97","15","0.157142857","0.04875","0.099333333","5","5","2.333333333","2.333333333","0.496666667","0.496666667","0.826666667","0.826666667","46.66666667","37.53148615","100","12.22222222","12.22222222","16.55555556","16.55555556","27.55555556","27.55555556","44.11111111","44.11111111"
