"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fresh weight of storage root samples measuring g|CO_331:0000243","Dry weight of storage root samples measuring g|CO_331:0000247","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004 "
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00200","","","","26","14","1","1","5","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.84615385","","","","","","","","","","","",""
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00201","","","","26","20","1","1","3","20","10","0","26","0","3","2","6","5","5","9","","","","","","","","","","","3","5","26","","0.115384615","0.115384615","1.3","1","0","0","0.15","0.115384615","0.1","0.076923077","0","60","76.92307692","","","0","0","4.273504274","5.555555556","2.849002849","3.703703704","","","7.122507123","9.259259259"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00202","","","","26","15","1","1","3","15","2","0","3","0","0.4","3","8","7","5","9","","","","","","","","","","","0.4","3.4","3","","0.133333333","0.133333333","0.2","0.115384615","0","0","0.026666667","0.015384615","0.2","0.115384615","0","11.76470588","57.69230769","","","0","0","0.56980057","0.987654321","4.273504274","7.407407407","","","4.843304843","8.395061728"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00203","","","","26","12","1","1","3","12","12","0","20","0","2","2","6","5","5","7","50.6","17.9","4.23","1.63","0.96","127.246","64.93","1.96","3.24","6.69","2","4","20","","0.1","0.1","1.666666667","0.769230769","0","0","0.166666667","0.076923077","0.166666667","0.076923077","0","50","46.15384615","35.37549407","0.707509881","0","0","2.849002849","6.172839506","2.849002849","6.172839506","1.007848834","2.183672474","5.698005698","12.34567901"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00204","","","","26","3","1","1","3","3","0","0","0","0","0","2","","","","","","","","","","","","","","","0","2","0","","","","0","0","0","0","0","0","0.666666667","0.076923077","","0","11.53846154","","","0","0","0","0","2.849002849","24.69135802","","","2.849002849","24.69135802"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00205","","","","26","21","1","3","5","21","4","0","5","0","0.8","3","7","5","5","7","22","5.9","5.4","2.28","1.29","42.368","59.27","1.46","2.65","13.35","0.8","3.8","5","","0.16","0.16","0.238095238","0.192307692","0","0","0.038095238","0.030769231","0.142857143","0.115384615","0","21.05263158","80.76923077","26.81818182","0.214545455","0","0","1.13960114","1.410934744","4.273504274","5.291005291","0.305620306","0.378387045","5.413105413","6.701940035"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00206","","","","26","24","1","1","5","24","24","0","37","0","7","6","4","5","3","7","50.4","11.7","4.24","2.03","1.19","20.222","51.61","4.07","5.73","13.79","7","13","37","","0.189189189","0.189189189","1.541666667","1.423076923","0","0","0.291666667","0.269230769","0.25","0.230769231","0","53.84615385","92.30769231","23.21428571","1.625","0","0","9.971509972","10.80246914","8.547008547","9.259259259","2.314814815","2.507716049","18.51851852","20.0617284"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00207","","","","26","21","1","1","5","21","21","0","27","0","5","5","8","5","5","7","","","","","","","","","","","5","10","27","","0.185185185","0.185185185","1.285714286","1.038461538","0","0","0.238095238","0.192307692","0.238095238","0.192307692","0","50","80.76923077","","","0","0","7.122507123","8.818342152","7.122507123","8.818342152","","","14.24501425","17.6366843"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00208","","","","26","22","1","1","5","22","22","10","54","7.6","3.5","3","4","5","5","9","49.3","12.4","5.26","2.09","1.42","29.703","54.65","3.8","5.59","9.85","11.1","14.1","64","0.76","0.064814815","0.1734375","2.909090909","2.461538462","0.454545455","0.384615385","0.504545455","0.426923077","0.136363636","0.115384615","15.625","78.72340426","84.61538462","25.15212982","2.79188641","10.82621083","12.79461279","15.81196581","18.68686869","4.273504274","5.050505051","3.977046168","4.700145471","20.08547009","23.73737374"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00209","","","","26","23","1","1","5","23","23","0","57","0","5","3.5","6","5","5","9","50.3","18.6","4.49","1.68","1.09","63.304","66.18","1.37","2.63","6.59","5","8.5","57","","0.087719298","0.087719298","2.47826087","2.192307692","0","0","0.217391304","0.192307692","0.152173913","0.134615385","0","58.82352941","88.46153846","36.97813121","1.848906561","0","0","7.122507123","8.051529791","4.985754986","5.636070853","2.633770029","2.977305251","12.10826211","13.68760064"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00210","","","","26","14","1","1","3","14","14","0","21","0","1.5","3","8","5","5","5","31.4","12.1","7.01","2.31","1.45","31.938","63.23","1.14","2.57","7.67","1.5","4.5","21","","0.071428571","0.071428571","1.5","0.807692308","0","0","0.107142857","0.057692308","0.214285714","0.115384615","0","33.33333333","53.84615385","38.53503185","0.578025478","0","0","2.136752137","3.968253968","4.273504274","7.936507937","0.823398116","1.52916793","6.41025641","11.9047619"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00211","","","","26","15","1","1","7","15","2","0","3","0","0.2","3","4","7","7","5","","","","","","","","","","","0.2","3.2","3","","0.066666667","0.066666667","0.2","0.115384615","0","0","0.013333333","0.007692308","0.2","0.115384615","0","6.25","57.69230769","","","0","0","0.284900285","0.49382716","4.273504274","7.407407407","","","4.558404558","7.901234568"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00212","","","","26","10","1","1","5","10","10","0","14","0","1.7","3","8","5","5","5","37.7","14.4","4.29","1.38","0.95","127.381","69.24","1.89","3.11","3.16","1.7","4.7","14","","0.121428571","0.121428571","1.4","0.538461538","0","0","0.17","0.065384615","0.3","0.115384615","0","36.17021277","38.46153846","38.19628647","0.64933687","0","0","2.421652422","6.296296296","4.273504274","11.11111111","0.924981296","2.40495137","6.695156695","17.40740741"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00213","","","","26","10","1","1","5","10","5","0","6","0","0.5","4","8","7","7","5","13.6","5","3.9","1.73","1.12","101.1","66.32","1.71","2.94","7.58","0.5","4.5","6","","0.083333333","0.083333333","0.6","0.230769231","0","0","0.05","0.019230769","0.4","0.153846154","0","11.11111111","38.46153846","36.76470588","0.183823529","0","0","0.712250712","1.851851852","5.698005698","14.81481481","0.26185688","0.680827887","6.41025641","16.66666667"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00214","","","","26","13","1","1","7","13","10","0","13","0","1.7","4","8","5","5","5","50.3","18.8","5.82","1.83","1.27","116.171","67.2","1.5","3.4","3.02","1.7","5.7","13","","0.130769231","0.130769231","1","0.5","0","0","0.130769231","0.065384615","0.307692308","0.153846154","0","29.8245614","50","37.37574553","0.635387674","0","0","2.421652422","4.843304843","5.698005698","11.3960114","0.905110647","1.810221293","8.11965812","16.23931624"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00215","","","","26","12","1","1","5","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.15384615","","","","","","","","","","","",""
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00216","","","","26","14","1","1","5","14","14","4","45","1","5.5","4","7","5","3","7","50.8","17.1","3.68","1.51","1.04","41.926","67.24","1.96","3.27","7.48","6.5","10.5","49","0.25","0.122222222","0.132653061","3.5","1.884615385","0.285714286","0.153846154","0.464285714","0.25","0.285714286","0.153846154","8.163265306","61.9047619","53.84615385","33.66141732","2.187992126","1.424501425","2.645502646","9.259259259","17.1957672","5.698005698","10.58201058","3.1167979","5.788338958","14.95726496","27.77777778"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00217","","","","26","15","1","1","3","15","10","0","15","0","1","3","6","5","5","1","31.3","12.3","4.57","1.74","1.21","166.358","70.41","0.79","2.52","3.56","1","4","15","","0.066666667","0.066666667","1","0.576923077","0","0","0.066666667","0.038461538","0.2","0.115384615","0","25","57.69230769","39.2971246","0.392971246","0","0","1.424501425","2.469135802","4.273504274","7.407407407","0.5597881","0.970299373","5.698005698","9.87654321"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00218","","","","26","23","1","1","5","23","23","0","62","0","6.5","3","6","5","3","3","","","","","","","","","","","6.5","9.5","62","","0.10483871","0.10483871","2.695652174","2.384615385","0","0","0.282608696","0.25","0.130434783","0.115384615","0","68.42105263","88.46153846","","","0","0","9.259259259","10.46698873","4.273504274","4.830917874","","","13.53276353","15.2979066"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00219","","","","26","17","1","1","5","17","3","0","4","0","1","4","8","5","5","1","35.2","13.7","3.86","1.55","1.12","92.458","66.63","1.42","2.39","9.19","1","5","4","","0.25","0.25","0.235294118","0.153846154","0","0","0.058823529","0.038461538","0.235294118","0.153846154","0","20","65.38461538","38.92045455","0.389204545","0","0","1.424501425","2.178649237","5.698005698","8.71459695","0.554422429","0.847940186","7.122507123","10.89324619"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00220","","","","26","19","1","1","7","19","10","0","16","0","2","3","8","5","5","9","22.7","7.2","6.32","2.57","1.46","45.944","48.84","2.15","3.21","18.42","2","5","16","","0.125","0.125","0.842105263","0.615384615","0","0","0.105263158","0.076923077","0.157894737","0.115384615","0","40","73.07692308","31.71806167","0.634361233","0","0","2.849002849","3.898635478","4.273504274","5.847953216","0.903648481","1.236571605","7.122507123","9.746588694"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00221","","","","26","16","1","1","5","16","16","3","43","0.5","4.5","3.5","6","3","3","9","35.1","13.9","4.6","1.54","1.18","47.85","69.37","1.47","2.91","2.43","5","8.5","46","0.166666667","0.104651163","0.108695652","2.875","1.769230769","0.1875","0.115384615","0.3125","0.192307692","0.21875","0.134615385","6.52173913","58.82352941","61.53846154","39.6011396","1.98005698","0.712250712","1.157407407","7.122507123","11.57407407","4.985754986","8.101851852","2.820593989","4.583465232","12.10826211","19.67592593"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00222","","","","26","8","1","1","3","8","2","0","3","0","0.4","2","8","5","7","7","","","","","","","","","","","0.4","2.4","3","","0.133333333","0.133333333","0.375","0.115384615","0","0","0.05","0.015384615","0.25","0.076923077","0","16.66666667","30.76923077","","","0","0","0.56980057","1.851851852","2.849002849","9.259259259","","","3.418803419","11.11111111"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00223","","","","26","7","1","1","3","7","7","3","26","0.4","2","2","4","5","5","7","50.2","12.1","4.97","2.25","1.47","36.641","48.54","3.25","5.21","19.99","2.4","4.4","29","0.133333333","0.076923077","0.082758621","4.142857143","1.115384615","0.428571429","0.115384615","0.342857143","0.092307692","0.285714286","0.076923077","10.34482759","54.54545455","26.92307692","24.10358566","0.578486056","0.56980057","2.116402116","3.418803419","12.6984127","2.849002849","10.58201058","0.824054211","3.060772782","6.267806268","23.28042328"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00224","","","","26","8","1","1","3","8","2","0","3","0","0.4","1.5","4","5","7","7","50","10","7.49","2.93","1.94","58.521","34.64","2.6","4.61","30.28","0.4","1.9","3","","0.133333333","0.133333333","0.375","0.115384615","0","0","0.05","0.015384615","0.1875","0.057692308","0","21.05263158","30.76923077","20","0.08","0","0","0.56980057","1.851851852","2.136752137","6.944444444","0.113960114","0.37037037","2.706552707","8.796296296"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00225","","","","26","15","1","1","5","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.69230769","","","","","","","","","","","",""
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00226","","","","26","14","3","5","5","14","14","4","20","0.1","2","2","4","5","3","7","50.4","13.4","5.76","2.34","1.48","36.228","52.99","1.71","2.67","16.22","2.1","4.1","24","0.025","0.1","0.0875","1.714285714","0.923076923","0.285714286","0.153846154","0.15","0.080769231","0.142857143","0.076923077","16.66666667","51.2195122","53.84615385","26.58730159","0.558333333","0.142450142","0.264550265","2.991452991","5.555555556","2.849002849","5.291005291","0.795346629","1.47707231","5.84045584","10.84656085"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00227","","","","26","18","3","7","7","18","15","0","23","0","2","5","7","5","3","1","50.9","20.4","3.48","1.37","0.97","76.018","71.88","1.12","2.16","4.84","2","7","23","","0.086956522","0.086956522","1.277777778","0.884615385","0","0","0.111111111","0.076923077","0.277777778","0.192307692","0","28.57142857","69.23076923","40.07858546","0.801571709","0","0","2.849002849","4.115226337","7.122507123","10.28806584","1.141840042","1.649324505","9.971509972","14.40329218"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00228","","","","26","16","1","3","5","16","10","0","13","0","1.5","3","2","5","5","9","","","","","","","","","","","1.5","4.5","13","","0.115384615","0.115384615","0.8125","0.5","0","0","0.09375","0.057692308","0.1875","0.115384615","0","33.33333333","61.53846154","","","0","0","2.136752137","3.472222222","4.273504274","6.944444444","","","6.41025641","10.41666667"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00229","","","","26","9","1","1","5","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.61538462","","","","","","","","","","","",""
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00230","","","","26","13","1","5","5","13","13","7","31","1.4","3","3","2","3","5","9","50.2","14.6","4.56","1.78","1.1","11.644","60.07","2.96","4.15","9.85","4.4","7.4","38","0.2","0.096774194","0.115789474","2.923076923","1.461538462","0.538461538","0.269230769","0.338461538","0.169230769","0.230769231","0.115384615","18.42105263","59.45945946","50","29.08366534","1.279681275","1.994301994","3.988603989","6.267806268","12.53561254","4.273504274","8.547008547","1.822907799","3.645815598","10.54131054","21.08262108"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00231","","","","26","24","1","1","5","24","20","0","28","0","3","3","4","5","3","9","51","16.1","4.48","1.82","1.33","14.563","62.61","2","3.57","9.99","3","6","28","","0.107142857","0.107142857","1.166666667","1.076923077","0","0","0.125","0.115384615","0.125","0.115384615","0","50","92.30769231","31.56862745","0.947058824","0","0","4.273504274","4.62962963","4.273504274","4.62962963","1.349086643","1.46151053","8.547008547","9.259259259"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00232","","","","26","25","1","1","7","25","10","3","11","0.4","2","5","8","5","5","9","50.7","18.8","6.36","2.15","1.36","46.509","66.36","1.73","3.41","4.21","2.4","7.4","14","0.133333333","0.181818182","0.171428571","0.56","0.538461538","0.12","0.115384615","0.096","0.092307692","0.2","0.192307692","21.42857143","32.43243243","96.15384615","37.08086785","0.889940828","0.56980057","0.592592593","3.418803419","3.555555556","7.122507123","7.407407407","1.267721978","1.318430857","10.54131054","10.96296296"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00233","","","","26","4","1","1","3","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.38461538","","","","","","","","","","","",""
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00234","","","","26","20","1","1","3","20","4","0","6","0","1.2","2","4","5","5","7","50.8","15.3","7.13","2.41","1.48","26.09","58.67","1.93","3.41","12.13","1.2","3.2","6","","0.2","0.2","0.3","0.230769231","0","0","0.06","0.046153846","0.1","0.076923077","0","37.5","76.92307692","30.11811024","0.361417323","0","0","1.709401709","2.222222222","2.849002849","3.703703704","0.514839491","0.669291339","4.558404558","5.925925926"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00235","","","","26","13","1","1","5","13","4","0","5","0","1","3","8","5","7","9","20.9","6.6","4.28","1.79","1.16","32.38","75.21","0.38","1.53","2.34","1","4","5","","0.2","0.2","0.384615385","0.192307692","0","0","0.076923077","0.038461538","0.230769231","0.115384615","0","25","50","31.57894737","0.315789474","0","0","1.424501425","2.849002849","4.273504274","8.547008547","0.449842555","0.89968511","5.698005698","11.3960114"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00236","","","","26","13","1","1","5","13","4","0","9","0","1.1","3.5","6","5","5","9","","","","","","","","","","","1.1","4.6","9","","0.122222222","0.122222222","0.692307692","0.346153846","0","0","0.084615385","0.042307692","0.269230769","0.134615385","0","23.91304348","50","","","0","0","1.566951567","3.133903134","4.985754986","9.971509972","","","6.552706553","13.10541311"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00237","","","","26","16","1","1","5","16","16","0","22","0","5","4.5","8","7","5","7","22.1","8.3","5.85","2.1","1.51","86.297","66.8","1.59","3.37","3.15","5","9.5","22","","0.227272727","0.227272727","1.375","0.846153846","0","0","0.3125","0.192307692","0.28125","0.173076923","0","52.63157895","61.53846154","37.55656109","1.877828054","0","0","7.122507123","11.57407407","6.41025641","10.41666667","2.674968738","4.3468242","13.53276353","21.99074074"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00238","","","","26","6","1","1","5","6","6","0","11","0","1.5","2","2","5","5","9","51.8","16.7","8.72","2.64","1.63","8.692","54.29","1.07","1.89","14.34","1.5","3.5","11","","0.136363636","0.136363636","1.833333333","0.423076923","0","0","0.25","0.057692308","0.333333333","0.076923077","0","42.85714286","23.07692308","32.23938224","0.483590734","0","0","2.136752137","9.259259259","2.849002849","12.34567901","0.688875689","2.985127985","4.985754986","21.60493827"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00239","","","","26","23","1","1","5","23","20","0","34","0","5.5","3","7","5","5","9","50.7","12.5","4.46","2.22","1.44","41.622","47.06","3.18","5.06","20.98","5.5","8.5","34","","0.161764706","0.161764706","1.47826087","1.307692308","0","0","0.239130435","0.211538462","0.130434783","0.115384615","0","64.70588235","88.46153846","24.65483235","1.356015779","0","0","7.834757835","8.85668277","4.273504274","4.830917874","1.931646409","2.183600288","12.10826211","13.68760064"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00240","","","","26","17","1","1","7","17","17","0","34","0","7","3","7","5","5","9","50.4","14.1","5.41","2.19","1.35","88.284","54.61","2.14","3.03","13.25","7","10","34","","0.205882353","0.205882353","2","1.307692308","0","0","0.411764706","0.269230769","0.176470588","0.115384615","0","70","65.38461538","27.97619048","1.958333333","0","0","9.971509972","15.25054466","4.273504274","6.535947712","2.789648623","4.266521423","14.24501425","21.78649237"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00241","","","","26","19","1","1","5","19","19","0","26","0","6","3","7","5","5","7","","","","","","","","","","","6","9","26","","0.230769231","0.230769231","1.368421053","1","0","0","0.315789474","0.230769231","0.157894737","0.115384615","0","66.66666667","73.07692308","","","0","0","8.547008547","11.69590643","4.273504274","5.847953216","","","12.82051282","17.54385965"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00242","","","","26","19","1","1","5","19","10","0","18","0","3","4","8","5","5","5","50.5","15.1","5.68","2.06","1.58","42.472","62.54","2.18","3.7","3.75","3","7","18","","0.166666667","0.166666667","0.947368421","0.692307692","0","0","0.157894737","0.115384615","0.210526316","0.153846154","0","42.85714286","73.07692308","29.9009901","0.897029703","0","0","4.273504274","5.847953216","5.698005698","7.797270955","1.27782009","1.748595912","9.971509972","13.64522417"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00243","","","","26","20","1","1","5","20","20","0","49","0","5","2","8","5","3","9","50.6","10.9","7.08","2.81","1.88","73.348","38.48","4.4","6.96","22.69","5","7","49","","0.102040816","0.102040816","2.45","1.884615385","0","0","0.25","0.192307692","0.1","0.076923077","0","71.42857143","76.92307692","21.54150198","1.077075099","0","0","7.122507123","9.259259259","2.849002849","3.703703704","1.534295013","1.994583516","9.971509972","12.96296296"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00244","","","","26","17","1","1","7","17","10","0","11","0","2","3","5","5","5","9","41.9","10.7","8","3.2","2","58.92","39.84","1.56","3.72","24.06","2","5","11","","0.181818182","0.181818182","0.647058824","0.423076923","0","0","0.117647059","0.076923077","0.176470588","0.115384615","0","40","65.38461538","25.53699284","0.510739857","0","0","2.849002849","4.357298475","4.273504274","6.535947712","0.727549654","1.112723","7.122507123","10.89324619"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00245","","","","26","17","1","1","5","17","1","0","2","0","0.2","2.5","8","7","7","1","22.3","9","5.49","1.96","1.09","84.484","68.18","1.61","3.18","5.48","0.2","2.7","2","","0.1","0.1","0.117647059","0.076923077","0","0","0.011764706","0.007692308","0.147058824","0.096153846","0","7.407407407","65.38461538","40.35874439","0.080717489","0","0","0.284900285","0.435729847","3.561253561","5.446623094","0.114982178","0.175855095","3.846153846","5.882352941"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00246","","","","26","20","1","1","7","20","9","0","10","0","1","3.5","8","5","5","5","33.8","8.4","3.25","1.67","1.1","36.356","51.8","4.28","5.78","15.28","1","4.5","10","","0.1","0.1","0.5","0.384615385","0","0","0.05","0.038461538","0.175","0.134615385","0","22.22222222","76.92307692","24.85207101","0.24852071","0","0","1.424501425","1.851851852","4.985754986","6.481481481","0.354018105","0.460223537","6.41025641","8.333333333"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00247","","","","26","8","1","3","5","8","2","0","3","0","0.4","2","2","7","7","1","40.2","13","3.63","1.37","0.94","115.965","70.86","1.79","3.26","3.65","0.4","2.4","3","","0.133333333","0.133333333","0.375","0.115384615","0","0","0.05","0.015384615","0.25","0.076923077","0","16.66666667","30.76923077","32.33830846","0.129353234","0","0","0.56980057","1.851851852","2.849002849","9.259259259","0.184263866","0.598857564","3.418803419","11.11111111"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00248","","","","26","6","1","3","5","6","4","0","6","0","0.8","2","6","7","7","5","22.1","8.7","5.28","1.73","1.34","101.805","66.14","1.2","2.64","4.81","0.8","2.8","6","","0.133333333","0.133333333","1","0.230769231","0","0","0.133333333","0.030769231","0.333333333","0.076923077","0","28.57142857","23.07692308","39.36651584","0.314932127","0","0","1.13960114","4.938271605","2.849002849","12.34567901","0.448621263","1.944025473","3.988603989","17.28395062"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00249","","","","26","22","1","1","7","22","20","5","44","1.2","4","5","9","5","5","5","","","","","","","","","","","5.2","10.2","49","0.24","0.090909091","0.106122449","2.227272727","1.884615385","0.227272727","0.192307692","0.236363636","0.2","0.227272727","0.192307692","10.20408163","50.98039216","84.61538462","","","1.709401709","2.02020202","7.407407407","8.754208754","7.122507123","8.417508418","","","14.52991453","17.17171717"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00250","","","","26","12","1","1","5","12","8","3","9","0.7","1","4","6","5","7","5","50.6","16.1","6.08","2.26","1.45","34.713","56.28","1.99","3.3","11.36","1.7","5.7","12","0.233333333","0.111111111","0.141666667","1","0.461538462","0.25","0.115384615","0.141666667","0.065384615","0.333333333","0.153846154","25","29.8245614","46.15384615","31.81818182","0.540909091","0.997150997","2.160493827","2.421652422","5.24691358","5.698005698","12.34567901","0.770525771","1.669472503","8.11965812","17.59259259"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00251","","","","26","22","1","1","5","22","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.61538462","","","","","","","","","","","",""
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00252","","","","26","22","1","1","5","22","20","0","25","0","4","5","8","5","5","9","50.9","15.4","6.52","2.54","1.6","58.51","48.49","1.7","3","19.08","4","9","25","","0.16","0.16","1.136363636","0.961538462","0","0","0.181818182","0.153846154","0.227272727","0.192307692","0","44.44444444","84.61538462","30.25540275","1.21021611","0","0","5.698005698","6.734006734","7.122507123","8.417508418","1.723954573","2.037400859","12.82051282","15.15151515"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00253","","","","26","23","1","1","5","23","23","11","25","6","3.5","5","8","5","3","9","50.8","18.4","3.52","1.42","0.96","77.176","69.75","1.21","2.5","8.25","9.5","14.5","36","0.545454545","0.14","0.263888889","1.565217391","1.384615385","0.47826087","0.423076923","0.413043478","0.365384615","0.217391304","0.192307692","30.55555556","65.51724138","88.46153846","36.22047244","3.440944882","8.547008547","9.661835749","13.53276353","15.2979066","7.122507123","8.051529791","4.901630886","5.540974045","20.65527066","23.34943639"
