"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fresh weight of storage root samples measuring g|CO_331:0000243","Dry weight of storage root samples measuring g|CO_331:0000247","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2011UMB-AT05","","","","","","","","","MZP2011UMB-AT05-00099","","","","39","26","1","1","8","18","15","15","19","4","2","19","7","6","1","50.4","18","65.71","0.98","8.69","3.45","5.44","6","25","34","0.266666667","0.105263158","0.176470588","1.888888889","0.871794872","0.833333333","0.384615385","0.333333333","0.153846154","1.055555556","0.487179487","44.11764706","24","46.15384615","35.71428571","2.142857143","3.798670465","8.230452675","5.698005698","12.34567901","18.04368471","39.09465021","2.035002035","4.409171076","23.74169041","51.44032922"
"","","MZP2011UMB-AT05","","","","","","","","","MZP2011UMB-AT05-00100","","","","39","35","1","2","7","14","14","20","25","2.8","1.5","25","6","6","1","50.5","12.6","56.63","1.2","17.28","3.22","5.16","4.3","29.3","45","0.14","0.06","0.095555556","3.214285714","1.153846154","1.428571429","0.512820513","0.307142857","0.11025641","1.785714286","0.641025641","44.44444444","14.67576792","35.8974359","24.95049505","1.072871287","2.659069326","7.407407407","4.08357075","11.37566138","23.74169041","66.13756614","1.018871118","2.838283828","27.82526116","77.51322751"
"","","MZP2011UMB-AT05","","","","","","","","","MZP2011UMB-AT05-00101","","","","39","36","4","2","7","24","21","15","30","3","1.5","23","6","7","1","50.2","12.7","53.92","1.1","17.06","4.49","7.06","4.5","27.5","45","0.2","0.05","0.1","1.875","1.153846154","0.625","0.384615385","0.1875","0.115384615","0.958333333","0.58974359","33.33333333","16.36363636","61.53846154","25.29880478","1.138446215","2.849002849","4.62962963","4.273504274","6.944444444","21.84235518","35.49382716","1.081145503","1.756861443","26.11585945","42.4382716"
"","","MZP2011UMB-AT05","","","","","","","","","MZP2011UMB-AT05-00102","","","","39","28","3","4","6","18","18","35","72","9","3.5","13","8","5","2","","","","","","","","12.5","25.5","107","0.257142857","0.048611111","0.11682243","5.944444444","2.743589744","1.944444444","0.897435897","0.694444444","0.320512821","0.722222222","0.333333333","32.71028037","49.01960784","46.15384615","","","8.547008547","18.51851852","11.8708452","25.72016461","12.34567901","26.74897119","","","24.21652422","52.4691358"
"","","MZP2011UMB-AT05","","","","","","","","","MZP2011UMB-AT05-00103","","","","39","30","1","2","6","18","18","25","94","5.8","5","15","7","5","2","50.1","10.2","41.91","0.98","19.45","9.22","13.82","10.8","25.8","119","0.232","0.053191489","0.090756303","6.611111111","3.051282051","1.388888889","0.641025641","0.6","0.276923077","0.833333333","0.384615385","21.00840336","41.86046512","46.15384615","20.35928144","2.198802395","5.508072175","11.93415638","10.25641026","22.22222222","14.24501425","30.86419753","2.088131429","4.524284764","24.5014245","53.08641975"
"","","MZP2011UMB-AT05","","","","","","","","","MZP2011UMB-AT05-00104","","","","39","19","1","1","4","6","6","6","5","0.8","0.5","5.4","5","6","2","50.4","12.7","55.77","1.22","2.6","9.22","13.74","1.3","6.7","11","0.133333333","0.1","0.118181818","1.833333333","0.282051282","1","0.153846154","0.216666667","0.033333333","0.9","0.138461538","54.54545455","19.40298507","15.38461538","25.1984127","0.327579365","0.759734093","4.938271605","1.234567901","8.024691358","5.128205128","33.33333333","0.311091515","2.022094846","6.362773029","41.35802469"
"","","MZP2011UMB-AT05","","","","","","","","","MZP2011UMB-AT05-00105","","","","39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2011UMB-AT05","","","","","","","","","MZP2011UMB-AT05-00106","","","","39","20","1","2","5","10","9","13","20","2.8","1.2","4","7","6","2","50.1","11.1","42.32","1.32","19.31","7.56","11.94","4","8","33","0.215384615","0.06","0.121212121","3.3","0.846153846","1.3","0.333333333","0.4","0.102564103","0.4","0.102564103","39.39393939","50","25.64102564","22.15568862","0.886227545","2.659069326","10.37037037","3.798670465","14.81481481","3.798670465","14.81481481","0.8416216","3.28232424","7.597340931","29.62962963"
"","","MZP2011UMB-AT05","","","","","","","","","MZP2011UMB-AT05-00107","","","","39","24","6","7","6","10","7","7","11","1.6","1.5","13","7","7","4","50.3","11.9","41.57","1.14","14.03","8.99","13.16","3.1","16.1","18","0.228571429","0.136363636","0.172222222","1.8","0.461538462","0.7","0.179487179","0.31","0.079487179","1.3","0.333333333","38.88888889","19.25465839","25.64102564","23.65805169","0.733399602","1.519468186","5.925925926","2.943969611","11.48148148","12.34567901","48.14814815","0.696485852","2.716294824","15.28964862","59.62962963"
"","","MZP2011UMB-AT05","","","","","","","","","MZP2011UMB-AT05-00108","","","","39","25","5","5","6","25","13","14","21","3","1.8","18","6","7","4","50.7","13.6","56.99","1.42","13.96","3.53","6.8","4.8","22.8","35","0.214285714","0.085714286","0.137142857","1.4","0.897435897","0.56","0.358974359","0.192","0.123076923","0.72","0.461538462","40","21.05263158","64.1025641","26.82445759","1.287573964","2.849002849","4.444444444","4.558404558","7.111111111","17.09401709","26.66666667","1.222767298","1.907516984","21.65242165","33.77777778"
"","","MZP2011UMB-AT05","","","","","","","","","MZP2011UMB-AT05-00109","","","","39","30","3","1","6","24","15","32","14","5.5","0.7","22","6","6","5","50.6","18.1","63.88","1.08","6.39","4.05","6.29","6.2","28.2","46","0.171875","0.05","0.134782609","1.916666667","1.179487179","1.333333333","0.820512821","0.258333333","0.158974359","0.916666667","0.564102564","69.56521739","21.9858156","61.53846154","35.77075099","2.217786561","5.22317189","8.487654321","5.887939221","9.567901235","20.89268756","33.95061728","2.106160077","3.422510125","26.78062678","43.51851852"
"","","MZP2011UMB-AT05","","","","","","","","","MZP2011UMB-AT05-00110","","","","39","11","2","1","6","11","8","16","13","6.5","2.8","11","8","7","4","50.4","14.7","67.14","0.99","5.62","3.36","5.58","9.3","20.3","29","0.40625","0.215384615","0.320689655","2.636363636","0.743589744","1.454545455","0.41025641","0.845454545","0.238461538","1","0.282051282","55.17241379","45.81280788","28.20512821","29.16666667","2.7125","6.172839506","21.88552189","8.831908832","31.31313131","10.44634378","37.03703704","2.575973409","9.132996633","19.27825261","68.35016835"
"","","MZP2011UMB-AT05","","","","","","","","","MZP2011UMB-AT05-00111","","","","39","27","1","2","7","21","13","23","4","11","1","21","8","4","5","50.3","18","64.99","1.17","8.47","2.46","4.24","12","33","27","0.47826087","0.25","0.444444444","1.285714286","0.692307692","1.095238095","0.58974359","0.571428571","0.307692308","1","0.538461538","85.18518519","36.36363636","53.84615385","35.78528827","4.294234592","10.44634378","19.40035273","11.3960114","21.16402116","19.94301994","37.03703704","4.078095529","7.573605983","31.33903134","58.2010582"
"","","MZP2011UMB-AT05","","","","","","","","","MZP2011UMB-AT05-00112","","","","39","25","1","1","7","19","13","13","22","2.2","1.8","25","5","6","2","50","16.1","66.75","1.18","7.12","2.47","4.24","4","29","35","0.169230769","0.081818182","0.114285714","1.842105263","0.897435897","0.684210526","0.333333333","0.210526316","0.102564103","1.315789474","0.641025641","37.14285714","13.79310345","48.71794872","32.2","1.288","2.089268756","4.288499025","3.798670465","7.797270955","23.74169041","48.73294347","1.22317189","2.510721248","27.54036087","56.53021442"
"","","MZP2011UMB-AT05","","","","","","","","","MZP2011UMB-AT05-00113","","","","39","25","1","3","6","13","7","17","8","6","0.4","12","7","6","3","50.3","17.4","67.82","0.98","6.72","2.65","4.15","6.4","18.4","25","0.352941176","0.05","0.256","1.923076923","0.641025641","1.307692308","0.435897436","0.492307692","0.164102564","0.923076923","0.307692308","68","34.7826087","33.33333333","34.59244533","2.213916501","5.698005698","17.09401709","6.077872745","18.23361823","11.3960114","34.18803419","2.102484806","6.307454419","17.47388414","52.42165242"
"","","MZP2011UMB-AT05","","","","","","","","","MZP2011UMB-AT05-00114","","","","39","26","1","1","6","19","17","22","53","3.2","2.5","15","6","8","4","50.3","19.3","62.36","1.12","7.63","4.24","7.36","5.7","20.7","75","0.145454545","0.047169811","0.076","3.947368421","1.923076923","1.157894737","0.564102564","0.3","0.146153846","0.789473684","0.384615385","29.33333333","27.53623188","48.71794872","38.36978131","2.187077535","3.038936372","6.237816764","5.413105413","11.11111111","14.24501425","29.23976608","2.076996709","4.263309035","19.65811966","40.35087719"
"","","MZP2011UMB-AT05","","","","","","","","","MZP2011UMB-AT05-00115","","","","39","30","7","4","6","16","16","50","45","11","2","20","7","6","2","50.3","12","46.44","0.98","6.7","11.15","16.32","13","33","95","0.22","0.044444444","0.136842105","5.9375","2.435897436","3.125","1.282051282","0.8125","0.333333333","1.25","0.512820513","52.63157895","39.39393939","41.02564103","23.85685885","3.10139165","10.44634378","25.46296296","12.34567901","30.09259259","18.99335233","46.2962963","2.945291216","7.179147338","31.33903134","76.38888889"
"","","MZP2011UMB-AT05","","","","","","","","","MZP2011UMB-AT05-00116","","","","39","22","1","1","6","21","21","50","70","15","4.8","16","8","6","1","50.2","11.3","49.72","1.44","15.98","5.21","7.93","19.8","35.8","120","0.3","0.068571429","0.165","5.714285714","3.076923077","2.380952381","1.282051282","0.942857143","0.507692308","0.761904762","0.41025641","41.66666667","55.30726257","53.84615385","22.50996016","4.456972112","14.24501425","26.45502646","18.8034188","34.92063492","15.19468186","28.21869489","4.232642081","7.860621008","33.99810066","63.13932981"
"","","MZP2011UMB-AT05","","","","","","","","","MZP2011UMB-AT05-00117","","","","39","23","4","1","5","20","20","34","15","8.5","1","3","7","6","3","50","12.2","54.07","1.04","12.5","6.14","9.46","9.5","12.5","49","0.25","0.066666667","0.193877551","2.45","1.256410256","1.7","0.871794872","0.475","0.243589744","0.15","0.076923077","69.3877551","76","51.28205128","24.4","2.318","8.072174739","15.74074074","9.021842355","17.59259259","2.849002849","5.555555556","2.201329535","4.292592593","11.8708452","23.14814815"
"","","MZP2011UMB-AT05","","","","","","","","","MZP2011UMB-AT05-00118","","","","39","22","1","1","6","13","12","24","26","4","2","3","6","7","2","50.5","12","47.97","1.45","18.53","5.1","8.45","6","9","50","0.166666667","0.076923077","0.12","3.846153846","1.282051282","1.846153846","0.615384615","0.461538462","0.153846154","0.230769231","0.076923077","48","66.66666667","33.33333333","23.76237624","1.425742574","3.798670465","11.3960114","5.698005698","17.09401709","2.849002849","8.547008547","1.353981552","4.061944656","8.547008547","25.64102564"
"","","MZP2011UMB-AT05","","","","","","","","","MZP2011UMB-AT05-00119","","","","39","22","3","3","6","12","4","10","4","1.8","0.2","12","7","6","1","50.1","13.1","53.2","1.51","8.95","6.65","9.98","2","14","14","0.18","0.05","0.142857143","1.166666667","0.358974359","0.833333333","0.256410256","0.166666667","0.051282051","1","0.307692308","71.42857143","14.28571429","30.76923077","26.14770459","0.522954092","1.709401709","5.555555556","1.899335233","6.172839506","11.3960114","37.03703704","0.496632566","1.614055839","13.29534663","43.20987654"
"","","MZP2011UMB-AT05","","","","","","","","","MZP2011UMB-AT05-00120","","","","39","26","2","3","5","10","6","8","43","2","0.8","3.2","6","8","2","50.4","14.1","58.7","1.05","17.52","3.84","6.47","2.8","6","51","0.25","0.018604651","0.054901961","5.1","1.307692308","0.8","0.205128205","0.28","0.071794872","0.32","0.082051282","15.68627451","46.66666667","25.64102564","27.97619048","0.783333333","1.899335233","7.407407407","2.659069326","10.37037037","3.038936372","11.85185185","0.743906299","2.901234568","5.698005698","22.22222222"
"","","MZP2011UMB-AT05","","","","","","","","","MZP2011UMB-AT05-00121","","","","39","17","1","1","4","17","6","5","6","1","1","8","6","7","3","50.1","8.9","35.89","1.26","26.94","7.7","12.3","2","10","11","0.2","0.166666667","0.181818182","0.647058824","0.282051282","0.294117647","0.128205128","0.117647059","0.051282051","0.470588235","0.205128205","45.45454545","20","43.58974359","17.76447106","0.355289421","0.949667616","2.178649237","1.899335233","4.357298475","7.597340931","17.4291939","0.337406858","0.774051026","9.496676163","21.78649237"
"","","MZP2011UMB-AT05","","","","","","","","","MZP2011UMB-AT05-00122","","","","39","24","1","1","5","17","3","6","0","1","0","17","6","5","2","50","17.3","68.89","1.21","8.53","3.23","5.84","1","18","6","0.166666667","","0.166666667","0.352941176","0.153846154","0.352941176","0.153846154","0.058823529","0.025641026","1","0.435897436","100","5.555555556","43.58974359","34.6","0.346","0.949667616","2.178649237","0.949667616","2.178649237","16.14434948","37.03703704","0.328584995","0.753812636","17.09401709","39.21568627"
"","","MZP2011UMB-AT05","","","","","","","","","MZP2011UMB-AT05-00123","","","","39","27","1","1","7","22","12","35","25","5.5","1","34","7","8","2","50.3","16.8","57.32","1.04","12.2","3.68","5.97","6.5","40.5","60","0.157142857","0.04","0.108333333","2.727272727","1.538461538","1.590909091","0.897435897","0.295454545","0.166666667","1.545454545","0.871794872","58.33333333","16.04938272","56.41025641","33.39960239","2.170974155","5.22317189","9.259259259","6.172839506","10.94276094","32.28869896","57.23905724","2.061703851","3.654838645","38.46153846","68.18181818"
"","","MZP2011UMB-AT05","","","","","","","","","MZP2011UMB-AT05-00124","","","","39","26","1","1","6","23","20","36","56","9","3","14","7","7","4","50.3","16.1","68.62","1.24","4.19","2.53","4.6","12","26","92","0.25","0.053571429","0.130434783","4","2.358974359","1.565217391","0.923076923","0.52173913","0.307692308","0.608695652","0.358974359","39.13043478","46.15384615","58.97435897","32.00795229","3.840954274","8.547008547","14.49275362","11.3960114","19.3236715","13.29534663","22.54428341","3.64762989","6.185111553","24.69135802","41.86795491"
"","","MZP2011UMB-AT05","","","","","","","","","MZP2011UMB-AT05-00125","","","","39","17","1","1","5","14","11","30","23","6","1","16","7","6","2","50.3","15.9","65.45","1.05","7.23","2.98","4.8","7","23","53","0.2","0.043478261","0.132075472","3.785714286","1.358974359","2.142857143","0.769230769","0.5","0.179487179","1.142857143","0.41025641","56.60377358","30.43478261","35.8974359","31.61033797","2.212723658","5.698005698","15.87301587","6.647673314","18.51851852","15.19468186","42.32804233","2.101352002","5.853766291","21.84235518","60.84656085"
"","","MZP2011UMB-AT05","","","","","","","","","MZP2011UMB-AT05-00126","","","","39","24","3","2","6","19","19","40","25","8","2","15","8","6","2","50.4","12.1","50.33","1.19","20.23","5.79","9.21","10","25","65","0.2","0.08","0.153846154","3.421052632","1.666666667","2.105263158","1.025641026","0.526315789","0.256410256","0.789473684","0.384615385","61.53846154","40","48.71794872","24.00793651","2.400793651","7.597340931","15.59454191","9.496676163","19.49317739","14.24501425","29.23976608","2.279955984","4.679909651","23.74169041","48.73294347"
"","","MZP2011UMB-AT05","","","","","","","","","MZP2011UMB-AT05-00127","","","","39","17","3","2","6","17","11","16","17","2","0.7","20","5","6","2","50.4","13.8","51.01","0.97","15.49","5.63","8.39","2.7","22.7","33","0.125","0.041176471","0.081818182","1.941176471","0.846153846","0.941176471","0.41025641","0.158823529","0.069230769","1.176470588","0.512820513","48.48484848","11.89427313","43.58974359","27.38095238","0.739285714","1.899335233","4.357298475","2.564102564","5.882352941","18.99335233","43.57298475","0.702075702","1.610644258","21.55745489","49.45533769"
"","","MZP2011UMB-AT05","","","","","","","","","MZP2011UMB-AT05-00128","","","","39","25","1","1","7","25","23","69","93","7","4.2","25","5","7","1","","","","","","","","11.2","36.2","162","0.101449275","0.04516129","0.069135802","6.48","4.153846154","2.76","1.769230769","0.448","0.287179487","1","0.641025641","42.59259259","30.93922652","64.1025641","","","6.647673314","10.37037037","10.6362773","16.59259259","23.74169041","37.03703704","","","34.37796771","53.62962963"
"","","MZP2011UMB-AT05","","","","","","","","","MZP2011UMB-AT05-00129","","","","39","27","1","1","6","27","24","60","33","19","2.8","38","8","7","2","50.4","17.8","74.38","1.24","1.78","1.78","3.76","21.8","59.8","93","0.316666667","0.084848485","0.234408602","3.444444444","2.384615385","2.222222222","1.538461538","0.807407407","0.558974359","1.407407407","0.974358974","64.51612903","36.4548495","69.23076923","35.31746032","7.699206349","18.04368471","26.06310014","20.70275404","29.90397805","36.08736942","52.12620027","7.311686941","10.56132558","56.79012346","82.03017833"
"","","MZP2011UMB-AT05","","","","","","","","","MZP2011UMB-AT05-00130","","","","39","14","1","1","7","7","2","1","4","0.5","0.2","8","7","5","6","50.1","17","66.32","1.13","7.97","2.48","4.69","0.7","8.7","5","0.5","0.05","0.14","0.714285714","0.128205128","0.142857143","0.025641026","0.1","0.017948718","1.142857143","0.205128205","20","8.045977011","17.94871795","33.93213573","0.23752495","0.474833808","2.645502646","0.664767331","3.703703704","7.597340931","42.32804233","0.225569753","1.256745768","8.262108262","46.03174603"
"","","MZP2011UMB-AT05","","","","","","","","","MZP2011UMB-AT05-00131","","","","39","20","1","1","6","14","6","7","9","1.7","1","9","6","6","3","50.1","11.6","48.87","1.15","15.67","6.8","10.3","2.7","11.7","16","0.242857143","0.111111111","0.16875","1.142857143","0.41025641","0.5","0.179487179","0.192857143","0.069230769","0.642857143","0.230769231","43.75","23.07692308","35.8974359","23.15369261","0.625149701","1.614434948","4.497354497","2.564102564","7.142857143","8.547008547","23.80952381","0.593684426","1.653835187","11.11111111","30.95238095"
"","","MZP2011UMB-AT05","","","","","","","","","MZP2011UMB-AT05-00132","","","","39","17","1","2","6","14","7","6","15","1.9","1.5","6","7","6","4","","","","","","","","3.4","9.4","21","0.316666667","0.1","0.161904762","1.5","0.538461538","0.428571429","0.153846154","0.242857143","0.087179487","0.428571429","0.153846154","28.57142857","36.17021277","35.8974359","","","1.804368471","5.026455026","3.228869896","8.994708995","5.698005698","15.87301587","","","8.926875594","24.86772487"
"","","MZP2011UMB-AT05","","","","","","","","","MZP2011UMB-AT05-00133","","","","39","17","4","7","6","12","4","5","3","1","0.5","13","5","7","3","50.5","12.9","40.51","1.28","20.02","6.49","10.33","1.5","14.5","8","0.2","0.166666667","0.1875","0.666666667","0.205128205","0.416666667","0.128205128","0.125","0.038461538","1.083333333","0.333333333","62.5","10.34482759","30.76923077","25.54455446","0.383168317","0.949667616","3.086419753","1.424501425","4.62962963","12.34567901","40.12345679","0.363882542","1.182618262","13.77018044","44.75308642"
"","","MZP2011UMB-AT05","","","","","","","","","MZP2011UMB-AT05-00134","","","","39","21","3","2","7","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.15384615","","","","","","","","","","","",""
"","","MZP2011UMB-AT05","","","","","","","","","MZP2011UMB-AT05-00135","","","","39","28","1","2","7","28","28","43","85","11","6","20","6","8","6","50.5","16.5","66.94","1.17","4.68","2.95","4.99","17","37","128","0.255813953","0.070588235","0.1328125","4.571428571","3.282051282","1.535714286","1.102564103","0.607142857","0.435897436","0.714285714","0.512820513","33.59375","45.94594595","71.79487179","32.67326733","5.554455446","10.44634378","14.55026455","16.14434948","22.48677249","18.99335233","26.45502646","5.274886463","7.347163288","35.1377018","48.94179894"
"","","MZP2011UMB-AT05","","","","","","","","","MZP2011UMB-AT05-00136","","","","39","10","1","1","6","7","3","0","8","0","1","8.5","4","6","8","50.3","15","62.68","0.97","8.22","3.94","6.14","1","9.5","8","","0.125","0.125","1.142857143","0.205128205","0","0","0.142857143","0.025641026","1.214285714","0.217948718","0","10.52631579","17.94871795","29.82107356","0.298210736","0","0","0.949667616","5.291005291","8.072174739","44.97354497","0.283201078","1.57783458","9.021842355","50.26455026"
"","","MZP2011UMB-AT05","","","","","","","","","MZP2011UMB-AT05-00137","","","","39","27","2","1","8","27","26","33","26","13","2.5","20","8","5","3","50.2","17.9","69.53","0.98","5.21","2.92","4.69","15.5","35.5","59","0.393939394","0.096153846","0.262711864","2.185185185","1.512820513","1.222222222","0.846153846","0.574074074","0.397435897","0.740740741","0.512820513","55.93220339","43.66197183","69.23076923","35.65737052","5.52689243","12.34567901","17.83264746","14.71984805","21.26200274","18.99335233","27.43484225","5.24871076","7.581471098","33.71320038","48.69684499"
"","","MZP2011UMB-AT05","","","","","","","","","MZP2011UMB-AT05-00138","","","","39","21","1","1","8","21","21","39","12","26","2","39","9","5","2","50.7","18","66.43","0.87","6.28","3.69","5.82","28","67","51","0.666666667","0.166666667","0.549019608","2.428571429","1.307692308","1.857142857","1","1.333333333","0.717948718","1.857142857","1","76.47058824","41.79104478","53.84615385","35.50295858","9.940828402","24.69135802","45.85537919","26.59069326","49.38271605","37.03703704","68.78306878","9.440482813","17.53232522","63.62773029","118.1657848"
"","","MZP2011UMB-AT05","","","","","","","","","MZP2011UMB-AT05-00139","","","","39","24","1","1","8","24","24","53","26","28","2","35","9","5","6","50.3","17.8","67.31","1.07","6.99","2.27","3.83","30","65","79","0.528301887","0.076923077","0.379746835","3.291666667","2.025641026","2.208333333","1.358974359","1.25","0.769230769","1.458333333","0.897435897","67.08860759","46.15384615","61.53846154","35.38767396","10.61630219","26.59069326","43.20987654","28.49002849","46.2962963","33.23836657","54.01234568","10.08195839","16.38318239","61.72839506","100.308642"
"","","MZP2011UMB-AT05","","","","","","","","","MZP2011UMB-AT05-00140","","","","39","19","3","1","7","19","13","28","28","6.5","1.2","31","8","7","1","50.4","14.7","59.45","1.31","12.85","3","5.36","7.7","38.7","56","0.232142857","0.042857143","0.1375","2.947368421","1.435897436","1.473684211","0.717948718","0.405263158","0.197435897","1.631578947","0.794871795","50","19.89664083","48.71794872","29.16666667","2.245833333","6.172839506","12.6705653","7.312440646","15.00974659","29.43969611","60.4288499","2.132795188","4.377842755","36.75213675","75.43859649"
"","","MZP2011UMB-AT05","","","","","","","","","MZP2011UMB-AT05-00141","","","","39","20","4","2","6","19","18","26","87","7","4.5","7","7","7","7","50.6","13.1","54.19","1.44","12.98","4.42","7.1","11.5","18.5","113","0.269230769","0.051724138","0.101769912","5.947368421","2.897435897","1.368421053","0.666666667","0.605263158","0.294871795","0.368421053","0.179487179","23.00884956","62.16216216","48.71794872","25.88932806","2.977272727","6.647673314","13.64522417","10.92117759","22.417154","6.647673314","13.64522417","2.827419494","5.80365054","17.5688509","36.06237817"
"","","MZP2011UMB-AT05","","","","","","","","","MZP2011UMB-AT05-00142","","","","39","20","4","2","7","20","20","73","100","16","6","20","7","7","7","50.6","11.3","46.93","1.14","8.05","10.74","15.85","22","42","173","0.219178082","0.06","0.12716763","8.65","4.435897436","3.65","1.871794872","1.1","0.564102564","1","0.512820513","42.19653179","52.38095238","51.28205128","22.33201581","4.913043478","15.19468186","29.62962963","20.89268756","40.74074074","18.99335233","37.03703704","4.665758289","9.098228663","39.88603989","77.77777778"
"","","MZP2011UMB-AT05","","","","","","","","","MZP2011UMB-AT05-00143","","","","39","17","1","1","6","15","11","22","17","7.5","1","23","8","7","6","50.5","14.5","58.19","1.25","5.89","5.55","8.5","8.5","31.5","39","0.340909091","0.058823529","0.217948718","2.6","1","1.466666667","0.564102564","0.566666667","0.217948718","1.533333333","0.58974359","56.41025641","26.98412698","38.46153846","28.71287129","2.440594059","7.122507123","18.51851852","8.072174739","20.98765432","21.84235518","56.79012346","2.317753143","6.026158171","29.91452991","77.77777778"
"","","MZP2011UMB-AT05","","","","","","","","","MZP2011UMB-AT05-00144","","","","39","20","2","1","8","20","20","61","35","20","3","12","7","6","7","50.3","12.9","52.29","1.4","6.87","7.68","11.44","23","35","96","0.327868852","0.085714286","0.239583333","4.8","2.461538462","3.05","1.564102564","1.15","0.58974359","0.6","0.307692308","63.54166667","65.71428571","51.28205128","25.64612326","5.89860835","18.99335233","37.03703704","21.84235518","42.59259259","11.3960114","22.22222222","5.601717331","10.9233488","33.23836657","64.81481481"
"","","MZP2011UMB-AT05","","","","","","","","","MZP2011UMB-AT05-00145","","","","39","13","3","1","5","7","4","5","1","1.5","0.7","19","7","5","5","50.1","12","47.75","1.46","10.44","7.52","11.19","2.2","21.2","6","0.3","0.7","0.366666667","0.857142857","0.153846154","0.714285714","0.128205128","0.314285714","0.056410256","2.714285714","0.487179487","83.33333333","10.37735849","17.94871795","23.95209581","0.526946108","1.424501425","7.936507937","2.089268756","11.64021164","18.04368471","100.5291005","0.500423654","2.788074644","20.13295347","112.1693122"
"","","MZP2011UMB-AT05","","","","","","","","","MZP2011UMB-AT05-00146","","","","39","20","5","2","6","9","4","5","18","1.5","1.8","3","6","6","3","50.6","12.5","43.69","1.17","11.36","9.85","14.31","3.3","6.3","23","0.3","0.1","0.143478261","2.555555556","0.58974359","0.555555556","0.128205128","0.366666667","0.084615385","0.333333333","0.076923077","21.73913043","52.38095238","23.07692308","24.70355731","0.815217391","1.424501425","6.172839506","3.133903134","13.58024691","2.849002849","12.34567901","0.774185557","3.354804079","5.982905983","25.92592593"
"","","MZP2011UMB-AT05","","","","","","","","","MZP2011UMB-AT05-00147","","","","39","16","2","1","6","8","4","0","12","0","0.8","6","5","7","4","","","","","","","","0.8","6.8","12","","0.066666667","0.066666667","1.5","0.307692308","0","0","0.1","0.020512821","0.75","0.153846154","0","11.76470588","20.51282051","","","0","0","0.759734093","3.703703704","5.698005698","27.77777778","","","6.457739791","31.48148148"
