"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fresh weight of storage root samples measuring g|CO_331:0000243","Dry weight of storage root samples measuring g|CO_331:0000247","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of calcium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001029","Content of magnesium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001030","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00088","","","","26","21","15","15","33","24","8.5","1","32","7","7","1","50.4","12.1","14.37","5.52","2.24","1.55","142.96","109.71","44.91","50.6","5.77","9.18","12.4","9.5","41.5","57","0.257575758","0.041666667","0.166666667","3.8","2.192307692","2.2","1.269230769","0.633333333","0.365384615","2.133333333","1.230769231","57.89473684","22.89156627","57.69230769","24.00793651","2.280753968","12.10826211","20.98765432","13.53276353","23.45679012","45.58404558","79.01234568","3.248937277","5.63149128","59.11680912","102.4691358"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00089","","","","26","18","13","13","62","42","13.5","2","9.5","7","7","1","50.1","13.5","10.5","2.92","1.58","1.1","20.26","55.64","12.8","56.17","6.9","10.26","7","15.5","25","104","0.217741935","0.047619048","0.149038462","8","4","4.769230769","2.384615385","1.192307692","0.596153846","0.730769231","0.365384615","59.61538462","62","50","26.94610778","4.176646707","19.23076923","38.46153846","22.07977208","44.15954416","13.53276353","27.06552707","5.949639183","11.89927837","35.61253561","71.22507123"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00090","","","","26","20","14","10","21","24","2.8","1.2","40","5","5","1","50.1","12.4","1.74","4.73","2.32","1.71","181.55","126.69","22.93","50.47","4.97","8.07","13.24","4","44","45","0.133333333","0.05","0.088888889","3.214285714","1.730769231","1.5","0.807692308","0.285714286","0.153846154","2.857142857","1.538461538","46.66666667","9.090909091","53.84615385","24.750499","0.99001996","3.988603989","7.407407407","5.698005698","10.58201058","56.98005698","105.8201058","1.410284843","2.619100423","62.67806268","116.4021164"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00091","","","","26","20","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.38461538","","","","","","","","","","","",""
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00092","","","","26","25","20","20","62","64","11","3.5","36.5","7","7","1","50.4","13.2","14.37","2.95","1.74","1.22","72.59","83.11","22.99","53.02","6.08","9.62","11.65","14.5","51","126","0.177419355","0.0546875","0.115079365","6.3","4.846153846","3.1","2.384615385","0.725","0.557692308","1.825","1.403846154","49.20634921","28.43137255","76.92307692","26.19047619","3.797619048","15.66951567","20.37037037","20.65527066","26.85185185","51.99430199","67.59259259","5.409713743","7.032627866","72.64957265","94.44444444"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00093","","","","26","21","16","6","7","2","0.7","0.1","16.8","4","6","1","50.2","15","14.37","6.38","2.41","1.98","233.9","123.93","47.99","57.04","2.83","5.09","8.98","0.8","17.6","9","0.1","0.05","0.088888889","0.5625","0.346153846","0.4375","0.269230769","0.05","0.030769231","1.05","0.646153846","77.77777778","4.545454545","61.53846154","29.88047809","0.239043825","0.997150997","1.62037037","1.13960114","1.851851852","23.93162393","38.88888889","0.340518269","0.553342187","25.07122507","40.74074074"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00094","","","","26","22","18","18","74","13","23","1","28.5","7","7","1","50.2","11.1","14.37","4.46","2.1","1.4","95.94","96.68","39.78","48.11","9.82","14.24","3.67","24","52.5","87","0.310810811","0.076923077","0.275862069","4.833333333","3.346153846","4.111111111","2.846153846","1.333333333","0.923076923","1.583333333","1.096153846","85.05747126","45.71428571","69.23076923","22.11155378","5.306772908","32.76353276","47.32510288","34.18803419","49.38271605","40.5982906","58.64197531","7.559505567","10.91928582","74.78632479","108.0246914"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00095","","","","26","23","18","18","35","10","12.5","0.7","18.5","7","7","1","50.8","19.1","1.38","3.35","1.27","0.98","39.03","50.77","","69.73","2.27","4.09","4.68","13.2","31.7","45","0.357142857","0.07","0.293333333","2.5","1.730769231","1.944444444","1.346153846","0.733333333","0.507692308","1.027777778","0.711538462","77.77777778","41.64037855","69.23076923","37.5984252","4.962992126","17.80626781","25.72016461","18.8034188","27.16049383","26.35327635","38.06584362","7.069789353","10.21191795","45.15669516","65.22633745"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00096","","","","26","24","18","18","76","69","17.5","2","29.8","7","6","1","50.4","11.4","7.23","2.71","1.67","1.23","55.32","72.86","34.7","50.48","5.39","8.38","15.89","19.5","49.3","145","0.230263158","0.028985507","0.134482759","8.055555556","5.576923077","4.222222222","2.923076923","1.083333333","0.75","1.655555556","1.146153846","52.4137931","39.55375254","69.23076923","22.61904762","4.410714286","24.92877493","36.00823045","27.77777778","40.12345679","42.45014245","61.31687243","6.283068783","9.075543798","70.22792023","101.4403292"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00097","","","","26","22","16","16","43","57","10","3.2","18.5","6","6","1","50.6","13.2","14.37","2.72","1.6","1.08","106.13","69.37","30.73","53.59","8.76","13.07","6.53","13.2","31.7","100","0.23255814","0.056140351","0.132","6.25","3.846153846","2.6875","1.653846154","0.825","0.507692308","1.15625","0.711538462","43","41.64037855","61.53846154","26.08695652","3.443478261","14.24501425","23.14814815","18.8034188","30.55555556","26.35327635","42.82407407","4.905239688","7.971014493","45.15669516","73.37962963"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00098","","","","26","21","17","16","35","23","9.7","1","28.5","7","6","1","50.6","15","7.76","2.9","1.52","1.18","82.33","81.67","24.99","56.09","5.79","9.32","10.44","10.7","39.2","58","0.277142857","0.043478261","0.184482759","3.411764706","2.230769231","2.058823529","1.346153846","0.629411765","0.411538462","1.676470588","1.096153846","60.34482759","27.29591837","65.38461538","29.64426877","3.171936759","13.81766382","21.1328976","15.24216524","23.31154684","40.5982906","62.09150327","4.518428431","6.910537601","55.84045584","85.40305011"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00099","","","","26","18","14","9","0","18","0","0.5","14","3","6","1","37.4","9.8","4.61","3.2","1.83","1.26","114.17","87.92","32","54.27","6.25","8.93","7.77","0.5","14.5","18","","0.027777778","0.027777778","1.285714286","0.692307692","0","0","0.035714286","0.019230769","1","0.538461538","0","3.448275862","53.84615385","26.20320856","0.131016043","0","0","0.712250712","1.322751323","19.94301994","37.03703704","0.18663254","0.346603288","20.65527066","38.35978836"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00100","","","","26","15","6","4","14","8","4","0.6","5.8","7","7","1","50.2","10.4","4.61","3.88","1.93","1.34","122.85","107.07","21.4","43.58","10.11","14.84","8.91","4.6","10.4","22","0.285714286","0.075","0.209090909","3.666666667","0.846153846","2.333333333","0.538461538","0.766666667","0.176923077","0.966666667","0.223076923","63.63636364","44.23076923","23.07692308","20.71713147","0.952988048","5.698005698","24.69135802","6.552706553","28.39506173","8.262108262","35.80246914","1.357532832","5.88264227","14.81481481","64.19753086"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00101","","","","26","16","9","4","0","10","0","0.2","20","4","6","1","19.6","6.1","1.76","4.61","1.81","1.38","130.88","103.48","14.58","56.82","3.86","6.51","11.24","0.2","20.2","10","","0.02","0.02","1.111111111","0.384615385","0","0","0.022222222","0.007692308","2.222222222","0.769230769","0","0.99009901","34.61538462","31.12244898","0.062244898","0","0","0.284900285","0.823045267","28.49002849","82.30452675","0.088667946","0.256151843","28.77492877","83.12757202"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00102","","","","26","20","15","15","30","24","13","1.8","22","8","6","1","49.6","8.7","3.03","1.89","1.57","0.93","20.53","53.36","16.6","33.85","16.29","23.34","9.82","14.8","36.8","54","0.433333333","0.075","0.274074074","3.6","2.076923077","2","1.153846154","0.986666667","0.569230769","1.466666667","0.846153846","55.55555556","40.2173913","57.69230769","17.54032258","2.595967742","18.51851852","32.09876543","21.08262108","36.54320988","31.33903134","54.32098765","3.697959746","6.409796894","52.42165242","90.86419753"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00103","","","","26","21","17","17","68","10","19","1","32","7","6","1","50.1","11.4","12.39","3.2","1.91","1.38","141.5","119.69","27.49","53.55","4.37","6.72","14.93","20","52","78","0.279411765","0.1","0.256410256","4.588235294","3","4","2.615384615","1.176470588","0.769230769","1.882352941","1.230769231","87.17948718","38.46153846","65.38461538","22.75449102","4.550898204","27.06552707","41.39433551","28.49002849","43.57298475","45.58404558","69.7167756","6.482760974","9.914810901","74.07407407","113.2897603"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00104","","","","26","20","15","15","18","57","5","3","15.5","6","6","1","","","6.12","","","","","","","","","","","8","23.5","75","0.277777778","0.052631579","0.106666667","5","2.884615385","1.2","0.692307692","0.533333333","0.307692308","1.033333333","0.596153846","24","34.04255319","57.69230769","","","7.122507123","12.34567901","11.3960114","19.75308642","22.07977208","38.27160494","","","33.47578348","58.02469136"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00105","","","","26","22","14","12","26","10","8","0.5","39","7","6","1","50.8","16","3.03","3.12","1.56","1.29","102.07","87.52","77.32","58.86","2.77","4.86","14.46","8.5","47.5","36","0.307692308","0.05","0.236111111","2.571428571","1.384615385","1.857142857","1","0.607142857","0.326923077","2.785714286","1.5","72.22222222","17.89473684","53.84615385","31.49606299","2.677165354","11.3960114","21.16402116","12.10826211","22.48677249","55.55555556","103.1746032","3.813625861","7.082448027","67.66381766","125.6613757"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00106","","","","26","23","19","19","40","22","11","1.5","15","7","6","1","50.4","14.6","7.23","3.21","1.53","1.09","67.02","71.17","22.82","56.91","6.61","10.14","6.86","12.5","27.5","62","0.275","0.068181818","0.201612903","3.263157895","2.384615385","2.105263158","1.538461538","0.657894737","0.480769231","0.789473684","0.576923077","64.51612903","45.45454545","73.07692308","28.96825397","3.621031746","15.66951567","21.44249513","17.80626781","24.36647173","21.36752137","29.23976608","5.15816488","7.058541415","39.17378917","53.60623782"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00107","","","","26","25","18","18","18","96","5","4.8","29","6","7","1","48.6","17.8","","2.38","1.21","1.07","108.73","35.4","37.31","72.85","2.52","4.79","2.75","9.8","38.8","114","0.277777778","0.05","0.085964912","6.333333333","4.384615385","1","0.692307692","0.544444444","0.376923077","1.611111111","1.115384615","15.78947368","25.25773196","69.23076923","36.6255144","3.589300412","7.122507123","10.28806584","13.96011396","20.16460905","41.31054131","59.67078189","5.112963549","7.385391793","55.27065527","79.83539095"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00108","","","","26","25","18","18","57","46","9.5","1.3","38","6","7","1","50.6","14.9","0.03","2.9","1.52","1.28","85.07","94.45","26.31","56.25","4.83","7.76","11.69","10.8","48.8","103","0.166666667","0.02826087","0.104854369","5.722222222","3.961538462","3.166666667","2.192307692","0.6","0.415384615","2.111111111","1.461538462","55.33980583","22.13114754","69.23076923","29.44664032","3.180237154","13.53276353","19.5473251","15.38461538","22.22222222","54.13105413","78.18930041","4.530252356","6.543697848","69.51566952","100.4115226"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00109","","","","26","18","12","12","27","24","5.5","1.5","9","7","7","1","50.2","12.9","14.37","3.75","1.71","1.13","112.22","82.16","37.45","50.01","8.62","13.06","10.19","7","16","51","0.203703704","0.0625","0.137254902","4.25","1.961538462","2.25","1.038461538","0.583333333","0.269230769","0.75","0.346153846","52.94117647","43.75","46.15384615","25.69721116","1.798804781","7.834757835","16.97530864","9.971509972","21.60493827","12.82051282","27.77777778","2.562399973","5.551866608","22.79202279","49.38271605"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00110","","","","26","20","14","14","27","15","13","1.5","19","8","7","1","50.2","15.3","7.23","3.63","1.58","1.02","88.27","61.87","19.97","57.77","8.79","12.99","1.56","14.5","33.5","42","0.481481481","0.1","0.345238095","3","1.615384615","1.928571429","1.038461538","1.035714286","0.557692308","1.357142857","0.730769231","64.28571429","43.28358209","53.84615385","30.47808765","4.419322709","18.51851852","34.39153439","20.65527066","38.35978836","27.06552707","50.26455026","6.295331495","11.69132992","47.72079772","88.62433862"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00111","","","","26","22","17","14","10","13","4","1","48","7","6","1","50.2","13.9","1.74","3.75","1.53","1.3","158.84","101.9","5.01","58.7","5.12","8.1","6.57","5","53","23","0.4","0.076923077","0.217391304","1.352941176","0.884615385","0.588235294","0.384615385","0.294117647","0.192307692","2.823529412","1.846153846","43.47826087","9.433962264","65.38461538","27.68924303","1.384462151","5.698005698","8.71459695","7.122507123","10.89324619","68.37606838","104.5751634","1.972168307","3.01625741","75.4985755","115.4684096"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00112","","","","26","18","15","15","26","40","9","3.3","20","7","6","1","50.5","16.5","3.76","4.13","1.69","1.28","82.8","63.46","13.27","62.67","4.44","7.09","3.47","12.3","32.3","66","0.346153846","0.0825","0.186363636","4.4","2.538461538","1.733333333","1","0.82","0.473076923","1.333333333","0.769230769","39.39393939","38.08049536","57.69230769","32.67326733","4.018811881","12.82051282","22.22222222","17.52136752","30.37037037","28.49002849","49.38271605","5.72480325","9.922992299","46.01139601","79.75308642"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00113","","","","26","19","12","12","16","24","2.8","1.3","9","5","6","1","50.1","17.3","0.12","4.82","1.68","1.22","47.71","87.14","54.24","50.38","7.21","10.99","12.25","4.1","13.1","40","0.175","0.054166667","0.1025","3.333333333","1.538461538","1.333333333","0.615384615","0.341666667","0.157692308","0.75","0.346153846","40","31.29770992","46.15384615","34.53093812","1.415768463","3.988603989","8.641975309","5.84045584","12.65432099","12.82051282","27.77777778","2.016764192","4.36965575","18.66096866","40.43209877"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00114","","","","26","22","16","16","53","30","9","1.6","21.5","6","7","1","50.4","13.4","1.17","4.26","1.74","1.25","85.63","73.46","6.8","56.59","7.48","11.33","2.21","10.6","32.1","83","0.169811321","0.053333333","0.127710843","5.1875","3.192307692","3.3125","2.038461538","0.6625","0.407692308","1.34375","0.826923077","63.85542169","33.02180685","61.53846154","26.58730159","2.818253968","12.82051282","20.83333333","15.0997151","24.53703704","30.62678063","49.76851852","4.014606792","6.523736038","45.72649573","74.30555556"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00115","","","","26","16","12","12","18","4","6.5","0.1","22","7","6","3","50.7","15.4","0.02","3.19","1.11","1.4","130.15","61.58","9.75","64.54","3.97","6.2","3.61","6.6","28.6","22","0.361111111","0.025","0.3","1.833333333","0.846153846","1.5","0.692307692","0.55","0.253846154","1.833333333","0.846153846","81.81818182","23.07692308","46.15384615","30.37475345","2.004733728","9.259259259","20.0617284","9.401709402","20.37037037","31.33903134","67.90123457","2.855746051","6.187449777","40.74074074","88.27160494"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00116","","","","26","18","15","10","0","20","0","2.5","23","6","5","1","50.7","12.2","14.37","4.04","1.81","1.15","88.47","96.33","37.76","45.37","8.33","12.64","15.05","2.5","25.5","20","","0.125","0.125","1.333333333","0.769230769","0","0","0.166666667","0.096153846","1.533333333","0.884615385","0","9.803921569","57.69230769","24.06311637","0.601577909","0","0","3.561253561","6.172839506","32.76353276","56.79012346","0.856948589","1.485377554","36.32478632","62.96296296"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00117","","","","26","22","17","6","6","10","1.2","0.7","19","5","5","1","","","1.76","","","","","","","","","","","1.9","20.9","16","0.2","0.07","0.11875","0.941176471","0.615384615","0.352941176","0.230769231","0.111764706","0.073076923","1.117647059","0.730769231","37.5","9.090909091","65.38461538","","","1.709401709","2.614379085","2.706552707","4.139433551","27.06552707","41.39433551","","","29.77207977","45.53376906"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00118","","","","26","15","8","4","0","18","0","0.5","4","3","6","1","26","7.3","1.76","5.15","1.71","1.06","13.8","94.88","16.67","40.46","12.01","17.53","9.72","0.5","4.5","18","","0.027777778","0.027777778","2.25","0.692307692","0","0","0.0625","0.019230769","0.5","0.153846154","0","11.11111111","30.76923077","28.07692308","0.140384615","0","0","0.712250712","2.314814815","5.698005698","18.51851852","0.199978085","0.649928775","6.41025641","20.83333333"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00119","","","","26","10","5","2","2","3","1","0.5","15","7","6","1","50.3","12.8","3.76","4.47","1.81","1.42","161.36","102.68","21.87","59.58","5.42","8.62","5.9","1.5","16.5","5","0.5","0.166666667","0.3","1","0.192307692","0.4","0.076923077","0.3","0.057692308","3","0.576923077","40","9.090909091","19.23076923","25.4473161","0.381709742","1.424501425","7.407407407","2.136752137","11.11111111","21.36752137","111.1111111","0.543746071","2.827479567","23.5042735","122.2222222"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00120","","","","26","19","12","12","11","61","2.5","2.1","12","6","7","1","50.5","18.5","1.74","3.89","1.26","1.21","172.21","85.91","75.62","65.2","2.48","4.53","8.67","4.6","16.6","72","0.227272727","0.03442623","0.063888889","6","2.769230769","0.916666667","0.423076923","0.383333333","0.176923077","1","0.461538462","15.27777778","27.71084337","46.15384615","36.63366337","1.685148515","3.561253561","7.716049383","6.552706553","14.19753086","17.09401709","37.03703704","2.40049646","5.201075663","23.64672365","51.2345679"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00121","","","","26","15","10","10","27","36","2.8","1.2","8","6","7","1","50.5","15.9","1.65","5.82","1.76","1.58","81.09","103.27","99.15","60.58","2.09","4.23","9.88","4","12","63","0.103703704","0.033333333","0.063492063","6.3","2.423076923","2.7","1.038461538","0.4","0.153846154","0.8","0.307692308","42.85714286","33.33333333","38.46153846","31.48514851","1.259405941","3.988603989","10.37037037","5.698005698","14.81481481","11.3960114","29.62962963","1.794025556","4.664466447","17.09401709","44.44444444"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00122","","","","26","21","15","15","40","28","5.5","2.2","15","6","6","3","50.4","11.5","6.12","2.55","1.54","1.03","0.09","73.56","50.01","44.41","12.29","17.42","7.06","7.7","22.7","68","0.1375","0.078571429","0.113235294","4.533333333","2.615384615","2.666666667","1.538461538","0.513333333","0.296153846","1","0.576923077","58.82352941","33.92070485","57.69230769","22.81746032","1.756944444","7.834757835","13.58024691","10.96866097","19.01234568","21.36752137","37.03703704","2.502769864","4.338134431","32.33618234","56.04938272"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00123","","","","26","20","14","12","20","58","4.5","2.7","13.5","7","6","7","50.4","11.8","3.76","3.66","1.93","1.53","96.85","114.04","31.78","52.72","3.45","6.15","17.61","7.2","20.7","78","0.225","0.046551724","0.092307692","5.571428571","3","1.428571429","0.769230769","0.514285714","0.276923077","0.964285714","0.519230769","25.64102564","34.7826087","53.84615385","23.41269841","1.685714286","6.41025641","11.9047619","10.25641026","19.04761905","19.23076923","35.71428571","2.401302401","4.459561602","29.48717949","54.76190476"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00124","","","","26","14","6","3","4","3","2","0.3","9","7","6","3","50.2","12.7","6.12","4.19","1.89","1.35","121.43","96.85","33.38","53.7","7.02","10.42","5.91","2.3","11.3","7","0.5","0.1","0.328571429","1.166666667","0.269230769","0.666666667","0.153846154","0.383333333","0.088461538","1.5","0.346153846","57.14285714","20.3539823","23.07692308","25.29880478","0.58187251","2.849002849","12.34567901","3.276353276","14.19753086","12.82051282","55.55555556","0.828878219","3.591805617","16.0968661","69.75308642"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00125","","","","26","12","7","5","8","11","1.2","1","2.5","6","6","1","50.3","14.1","4.61","3.47","1.84","1.46","93.72","89.07","30.55","57.27","4.4","6.72","8.75","2.2","4.7","19","0.15","0.090909091","0.115789474","2.714285714","0.730769231","1.142857143","0.307692308","0.314285714","0.084615385","0.357142857","0.096153846","42.10526316","46.80851064","26.92307692","28.03180915","0.616699801","1.709401709","6.349206349","3.133903134","11.64021164","3.561253561","13.22751323","0.878489745","3.262961911","6.695156695","24.86772487"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00126","","","","26","13","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.38461538","","","","","","","","","","","",""
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00127","","","","26","14","9","9","10","10","2.3","0.8","1.8","6","7","1","50.6","12.5","14.37","3.14","1.79","1.17","91.77","88.79","31.78","54.08","8.42","12.41","5.66","3.1","4.9","20","0.23","0.08","0.155","2.222222222","0.769230769","1.111111111","0.384615385","0.344444444","0.119230769","0.2","0.069230769","50","63.26530612","34.61538462","24.70355731","0.765810277","3.276353276","9.465020576","4.415954416","12.75720165","2.564102564","7.407407407","1.09089783","3.15148262","6.98005698","20.16460905"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00128","","","","26","19","17","6","2","5","0.8","0.4","3.5","6","6","1","","","5.46","","","","","","","","","","","1.2","4.7","7","0.4","0.08","0.171428571","0.411764706","0.269230769","0.117647059","0.076923077","0.070588235","0.046153846","0.205882353","0.134615385","28.57142857","25.53191489","65.38461538","","","1.13960114","1.74291939","1.709401709","2.614379085","4.985754986","7.625272331","","","6.695156695","10.23965142"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00129","","","","26","21","19","11","11","14","1","0.3","8","4","5","1","50.6","14.8","1.76","3.36","1.51","1.1","81.71","61.08","15.54","61.78","3.39","5.6","9.13","1.3","9.3","25","0.090909091","0.021428571","0.052","1.315789474","0.961538462","0.578947368","0.423076923","0.068421053","0.05","0.421052632","0.307692308","44","13.97849462","73.07692308","29.24901186","0.380237154","1.424501425","1.949317739","1.851851852","2.53411306","11.3960114","15.59454191","0.541648368","0.74120303","13.24786325","18.12865497"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00130","","","","26","20","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.38461538","","","","","","","","","","","",""
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00131","","","","26","16","11","11","27","20","3.5","0.8","7.5","5","6","1","50.4","9.4","14.37","2.37","2.04","1.27","95.25","109.45","34.81","37.86","14.66","21.08","4.87","4.3","11.8","47","0.12962963","0.04","0.091489362","4.272727273","1.807692308","2.454545455","1.038461538","0.390909091","0.165384615","0.681818182","0.288461538","57.44680851","36.44067797","42.30769231","18.65079365","0.801984127","4.985754986","11.78451178","6.125356125","14.47811448","10.68376068","25.25252525","1.142427531","2.700283256","16.80911681","39.73063973"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00132","","","","26","16","12","8","10","18","1","0.3","22","4","6","1","50.4","12.1","","2.37","1.74","1.26","89.33","82.16","37.84","52.68","7.08","10.57","10.29","1.3","23.3","28","0.1","0.016666667","0.046428571","2.333333333","1.076923077","0.833333333","0.384615385","0.108333333","0.05","1.833333333","0.846153846","35.71428571","5.579399142","46.15384615","24.00793651","0.312103175","1.424501425","3.086419753","1.851851852","4.012345679","31.33903134","67.90123457","0.444591417","0.963281403","33.19088319","71.91358025"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00133","","","","26","20","15","5","0","9","0","0.3","1.5","5","6","1","50.1","13.3","14.37","3.57","1.86","1.23","64.49","92.64","35.3","51.01","7.15","10.94","10.63","0.3","1.8","9","","0.033333333","0.033333333","0.6","0.346153846","0","0","0.02","0.011538462","0.1","0.057692308","0","16.66666667","57.69230769","26.54690619","0.079640719","0","0","0.427350427","0.740740741","2.136752137","3.703703704","0.113448317","0.19664375","2.564102564","4.444444444"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00134","","","","26","15","8","7","10","11","2","1.2","8.5","6","6","2","","","1.74","","","","","","","","","","","3.2","11.7","21","0.2","0.109090909","0.152380952","2.625","0.807692308","1.25","0.384615385","0.4","0.123076923","1.0625","0.326923077","47.61904762","27.35042735","30.76923077","","","2.849002849","9.259259259","4.558404558","14.81481481","12.10826211","39.35185185","","","16.66666667","54.16666667"
