"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Dry weight of storage root samples measuring g|CO_331:0000247","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Storage root sweetness in cooked samples estimating 1-9|CO_331:0000261","Storage root texture in boiled samples estimating 1-9 by Gruneberg|CO_331:0000265","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of total carotenoids in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000290","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Content of maltose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001051","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2013UMB-AT03","","","","","","","","","MZP2013UMB-AT03-00094","","","","26","3","5","1","2","3","3","14","23","4","4","9","3","3","1","","1","1","3","1","","","","","","","","","","","8","17","37","0.285714286","0.173913043","0.216216216","12.33333333","1.423076923","4.666666667","0.538461538","2.666666667","0.307692308","3","0.346153846","37.83783784","47.05882353","11.53846154","5.698005698","49.38271605","11.3960114","98.7654321","12.82051282","111.1111111","24.21652422","209.8765432"
"","","MZP2013UMB-AT03","","","","","","","","","MZP2013UMB-AT03-00095","","","","26","22","1","1","9","18","14","0","2","0","1","0.5","3","3","1","","1","3","5","5","","","","","","","","","","","1","1.5","2","","0.5","0.5","0.111111111","0.076923077","0","0","0.055555556","0.038461538","0.027777778","0.019230769","0","66.66666667","69.23076923","0","0","1.424501425","2.057613169","0.712250712","1.028806584","2.136752137","3.086419753"
"","","MZP2013UMB-AT03","","","","","","","","","MZP2013UMB-AT03-00096","","","","26","12","1","1","5","12","10","20","39","7","2","16","5","3","1","","3","7","7","5","","","","","","","","","","","9","25","59","0.35","0.051282051","0.152542373","4.916666667","2.269230769","1.666666667","0.769230769","0.75","0.346153846","1.333333333","0.615384615","33.89830508","36","46.15384615","9.971509972","21.60493827","12.82051282","27.77777778","22.79202279","49.38271605","35.61253561","77.16049383"
"","","MZP2013UMB-AT03","","","","","","","","","MZP2013UMB-AT03-00097","","","","26","23","1","1","7","19","17","17","12","7","1","5","3","3","1","12.8","1","3","3","3","2.22","1.77","0.98","31.05","14.37","45.91","5.28","6.58","22.05","0.36","8","13","29","0.411764706","0.083333333","0.275862069","1.526315789","1.115384615","0.894736842","0.653846154","0.421052632","0.307692308","0.263157895","0.192307692","58.62068966","61.53846154","73.07692308","9.971509972","13.64522417","11.3960114","15.59454191","7.122507123","9.746588694","18.51851852","25.3411306"
"","","MZP2013UMB-AT03","","","","","","","","","MZP2013UMB-AT03-00098","","","","26","19","3","1","7","11","8","19","24","4.5","5","8","3","3","5","10.9","3","7","3","3","3.97","2.16","1.34","41.77","7.76","49.31","3.4","5.02","23.47","0.25","9.5","17.5","43","0.236842105","0.208333333","0.220930233","3.909090909","1.653846154","1.727272727","0.730769231","0.863636364","0.365384615","0.727272727","0.307692308","44.18604651","54.28571429","42.30769231","6.41025641","15.15151515","13.53276353","31.98653199","11.3960114","26.93602694","24.92877493","58.92255892"
"","","MZP2013UMB-AT03","","","","","","","","","MZP2013UMB-AT03-00099","","","","26","12","1","1","5","7","1","10","12","6","5","10","3","3","1","14.8","1","1","3","3","2.58","1.85","0.94","27.9","12.39","56.51","5.41","7.2","12.51","0.23","11","21","22","0.6","0.416666667","0.5","3.142857143","0.846153846","1.428571429","0.384615385","1.571428571","0.423076923","1.428571429","0.384615385","45.45454545","52.38095238","26.92307692","8.547008547","31.74603175","15.66951567","58.2010582","14.24501425","52.91005291","29.91452991","111.1111111"
"","","MZP2013UMB-AT03","","","","","","","","","MZP2013UMB-AT03-00100","","","","26","19","1","1","4","4","3","0","5","0","0.2","3","3","3","1","","1","1","9","3","","","","","","","","","","","0.2","3.2","5","","0.04","0.04","1.25","0.192307692","0","0","0.05","0.007692308","0.75","0.115384615","0","6.25","15.38461538","0","0","0.284900285","1.851851852","4.273504274","27.77777778","4.558404558","29.62962963"
"","","MZP2013UMB-AT03","","","","","","","","","MZP2013UMB-AT03-00101","","","","26","15","1","3","8","15","11","6","9","2","1","3","3","3","1","16.8","1","1","3","3","3.04","1.99","1.05","31.73","7.79","59.49","4.09","6.01","14.07","0.23","3","6","15","0.333333333","0.111111111","0.2","1","0.576923077","0.4","0.230769231","0.2","0.115384615","0.2","0.115384615","40","50","57.69230769","2.849002849","4.938271605","4.273504274","7.407407407","4.273504274","7.407407407","8.547008547","14.81481481"
"","","MZP2013UMB-AT03","","","","","","","","","MZP2013UMB-AT03-00102","","","","26","3","1","1","2","3","3","30","40","11","2","8","5","3","1","13.8","1","1","3","3","3.17","2.07","1.14","47.46","11.03","52.2","4.15","6.69","20.39","0.38","13","21","70","0.366666667","0.05","0.185714286","23.33333333","2.692307692","10","1.153846154","4.333333333","0.5","2.666666667","0.307692308","42.85714286","61.9047619","11.53846154","15.66951567","135.8024691","18.51851852","160.4938272","11.3960114","98.7654321","29.91452991","259.2592593"
"","","MZP2013UMB-AT03","","","","","","","","","MZP2013UMB-AT03-00103","","","","26","11","1","3","5","6","5","2","1","1.2","1","2","3","3","1","","1","1","1","1","","","","","","","","","","","2.2","4.2","3","0.6","1","0.733333333","0.5","0.115384615","0.333333333","0.076923077","0.366666667","0.084615385","0.333333333","0.076923077","66.66666667","52.38095238","23.07692308","1.709401709","7.407407407","3.133903134","13.58024691","2.849002849","12.34567901","5.982905983","25.92592593"
"","","MZP2013UMB-AT03","","","","","","","","","MZP2013UMB-AT03-00104","","","","26","3","1","1","3","2","2","5","16","1","2","7","3","3","1","12.9","1","1","3","3","3.31","1.89","0.95","38.41","14.37","62.06","2.59","3.67","12.91","0.21","3","10","21","0.2","0.125","0.142857143","10.5","0.807692308","2.5","0.192307692","1.5","0.115384615","3.5","0.269230769","23.80952381","30","7.692307692","1.424501425","18.51851852","4.273504274","55.55555556","9.971509972","129.6296296","14.24501425","185.1851852"
"","","MZP2013UMB-AT03","","","","","","","","","MZP2013UMB-AT03-00105","","","","26","16","1","1","7","16","15","6","8","2","0.4","7","3","3","1","","1","1","5","3","","","","","","","","","","","2.4","9.4","14","0.333333333","0.05","0.171428571","0.875","0.538461538","0.375","0.230769231","0.15","0.092307692","0.4375","0.269230769","42.85714286","25.53191489","61.53846154","2.849002849","4.62962963","3.418803419","5.555555556","9.971509972","16.2037037","13.39031339","21.75925926"
"","","MZP2013UMB-AT03","","","","","","","","","MZP2013UMB-AT03-00106","","","","26","15","1","3","6","11","9","30","23","11.5","3.2","28","1","3","1","13.7","1","7","5","3","2.1","1.95","1.13","39.29","14.37","59.1","4.76","7.38","15.22","","14.7","42.7","53","0.383333333","0.139130435","0.277358491","4.818181818","2.038461538","2.727272727","1.153846154","1.336363636","0.565384615","2.545454545","1.076923077","56.60377358","34.42622951","42.30769231","16.38176638","38.72053872","20.94017094","49.49494949","39.88603989","94.27609428","60.82621083","143.7710438"
"","","MZP2013UMB-AT03","","","","","","","","","MZP2013UMB-AT03-00107","","","","26","25","1","1","8","16","14","6","20","1.5","5","6","3","3","1","","1","1","3","5","","","","","","","","","","","6.5","12.5","26","0.25","0.25","0.25","1.625","1","0.375","0.230769231","0.40625","0.25","0.375","0.230769231","23.07692308","52","61.53846154","2.136752137","3.472222222","9.259259259","15.0462963","8.547008547","13.88888889","17.80626781","28.93518519"
"","","MZP2013UMB-AT03","","","","","","","","","MZP2013UMB-AT03-00108","","","","26","23","1","1","7","15","13","29","30","8","6","17","3","3","1","17.2","1","1","3","5","3.71","1.82","1.07","11.58","1.5","69.18","2.21","3.79","4.3","0.17","14","31","59","0.275862069","0.2","0.237288136","3.933333333","2.269230769","1.933333333","1.115384615","0.933333333","0.538461538","1.133333333","0.653846154","49.15254237","45.16129032","57.69230769","11.3960114","19.75308642","19.94301994","34.56790123","24.21652422","41.97530864","44.15954416","76.54320988"
"","","MZP2013UMB-AT03","","","","","","","","","MZP2013UMB-AT03-00109","","","","26","0","","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","MZP2013UMB-AT03","","","","","","","","","MZP2013UMB-AT03-00110","","","","26","25","1","1","7","12","11","20","15","9","15","9","3","3","1","12.1","1","1","3","3","2.36","2.05","1.01","33.62","11.03","51.24","8.52","12.39","10.9","0.85","24","33","35","0.45","1","0.685714286","2.916666667","1.346153846","1.666666667","0.769230769","2","0.923076923","0.75","0.346153846","57.14285714","72.72727273","46.15384615","12.82051282","27.77777778","34.18803419","74.07407407","12.82051282","27.77777778","47.00854701","101.8518519"
"","","MZP2013UMB-AT03","","","","","","","","","MZP2013UMB-AT03-00111","","","","26","21","1","3","7","18","15","26","28","10","3","27","3","3","1","18.9","1","1","3","3","3.74","1.81","0.89","30.51","14.37","69.11","2.38","3.58","6.91","0.48","13","40","54","0.384615385","0.107142857","0.240740741","3","2.076923077","1.444444444","1","0.722222222","0.5","1.5","1.038461538","48.14814815","32.5","69.23076923","14.24501425","20.57613169","18.51851852","26.74897119","38.46153846","55.55555556","56.98005698","82.30452675"
"","","MZP2013UMB-AT03","","","","","","","","","MZP2013UMB-AT03-00112","","","","26","16","3","5","6","10","7","14","24","5","4.5","19","3","3","1","19.1","1","1","5","3","2.16","1.77","0.85","35.35","12.39","69.98","3.56","5.05","7.11","0.17","9.5","28.5","38","0.357142857","0.1875","0.25","3.8","1.461538462","1.4","0.538461538","0.95","0.365384615","1.9","0.730769231","36.84210526","33.33333333","38.46153846","7.122507123","18.51851852","13.53276353","35.18518519","27.06552707","70.37037037","40.5982906","105.5555556"
"","","MZP2013UMB-AT03","","","","","","","","","MZP2013UMB-AT03-00113","","","","26","19","5","1","7","15","14","16","26","3.5","5","12","3","5","1","17.8","1","1","3","3","5.38","2.46","1.25","57.55","11.03","64","1.55","2.6","12.75","","8.5","20.5","42","0.21875","0.192307692","0.202380952","2.8","1.615384615","1.066666667","0.615384615","0.566666667","0.326923077","0.8","0.461538462","38.0952381","41.46341463","57.69230769","4.985754986","8.641975309","12.10826211","20.98765432","17.09401709","29.62962963","29.2022792","50.61728395"
"","","MZP2013UMB-AT03","","","","","","","","","MZP2013UMB-AT03-00114","","","","26","17","4","1","6","14","12","25","32","9","4","17","3","3","1","14.5","1","3","3","3","3.77","2.26","1.01","12.72","14.37","59.13","4.69","6.51","15.48","0.32","13","30","57","0.36","0.125","0.228070175","4.071428571","2.192307692","1.785714286","0.961538462","0.928571429","0.5","1.214285714","0.653846154","43.85964912","43.33333333","53.84615385","12.82051282","23.80952381","18.51851852","34.39153439","24.21652422","44.97354497","42.73504274","79.36507937"
"","","MZP2013UMB-AT03","","","","","","","","","MZP2013UMB-AT03-00115","","","","26","23","1","1","8","16","12","15","37","6","10","7","3","3","1","10.5","1","3","3","3","3.38","2.2","1.08","45.59","7.23","43.96","8.04","11.06","16.78","0.2","16","23","52","0.4","0.27027027","0.307692308","3.25","2","0.9375","0.576923077","1","0.615384615","0.4375","0.269230769","28.84615385","69.56521739","61.53846154","8.547008547","13.88888889","22.79202279","37.03703704","9.971509972","16.2037037","32.76353276","53.24074074"
"","","MZP2013UMB-AT03","","","","","","","","","MZP2013UMB-AT03-00116","","","","26","11","4","3","5","5","5","30","42","8","3","18","3","3","1","12.2","3","3","5","5","3.01","1.89","0.95","17.64","4.62","58.13","6.54","8.84","7.47","0.07","11","29","72","0.266666667","0.071428571","0.152777778","14.4","2.769230769","6","1.153846154","2.2","0.423076923","3.6","0.692307692","41.66666667","37.93103448","19.23076923","11.3960114","59.25925926","15.66951567","81.48148148","25.64102564","133.3333333","41.31054131","214.8148148"
"","","MZP2013UMB-AT03","","","","","","","","","MZP2013UMB-AT03-00117","","","","26","3","3","1","2","1","1","7","8","4","3","12","1","5","1","17.1","1","2","3","3","3.49","1.8","0.76","20.98","14.37","61.11","7.36","9.88","4.29","0.05","7","19","15","0.571428571","0.375","0.466666667","15","0.576923077","7","0.269230769","7","0.269230769","12","0.461538462","46.66666667","36.84210526","3.846153846","5.698005698","148.1481481","9.971509972","259.2592593","17.09401709","444.4444444","27.06552707","703.7037037"
"","","MZP2013UMB-AT03","","","","","","","","","MZP2013UMB-AT03-00118","","","","26","15","3","1","6","15","15","13","7","2","4","12.5","3","3","1","12.5","1","1","3","3","2.94","2.12","1.16","39.42","14.37","49.87","7.14","9.72","13.03","0.16","6","18.5","20","0.153846154","0.571428571","0.3","1.333333333","0.769230769","0.866666667","0.5","0.4","0.230769231","0.833333333","0.480769231","65","32.43243243","57.69230769","2.849002849","4.938271605","8.547008547","14.81481481","17.80626781","30.86419753","26.35327635","45.67901235"
