"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Content of total sugars estimating 1-9|CO_331:0000766","Content of starch in raw storage roots estimating 1-9|CO_331:0001055","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004","treatment_irrigation","treatment_non_irrigation"
"","","MZP2012CKE-ST01","","","","","","","","","MZP2012CKE-ST01-00103","","","","26","26","1","1","5","14","9","10","20","1.9","1.1","9","5","4","1","1","7","7","1","5.38","1.94","1.23","1.861","52.63","4.37","6.37","13.09","3","12","30","0.19","0.055","0.1","2.142857143","1.153846154","0.714285714","0.384615385","0.214285714","0.115384615","0.642857143","0.346153846","33.33333333","25","53.84615385","2.706552707","5.026455026","4.273504274","7.936507937","12.82051282","23.80952381","17.09401709","31.74603175","","1"
"","","MZP2012CKE-ST01","","","","","","","","","MZP2012CKE-ST01-00104","","","","26","26","1","2","8","26","26","58","130","3","3","27","4","4","3","1","7","7","1","","","","","","","","","6","33","188","0.051724138","0.023076923","0.031914894","7.230769231","7.230769231","2.230769231","2.230769231","0.230769231","0.230769231","1.038461538","1.038461538","30.85106383","18.18181818","100","4.273504274","4.273504274","8.547008547","8.547008547","38.46153846","38.46153846","47.00854701","47.00854701","","1"
"","","MZP2012CKE-ST01","","","","","","","","","MZP2012CKE-ST01-00105","","","","26","26","1","4","7","21","20","39","57","7","3.2","16.5","4","3","2","1","3","5","3","","","","","","","","","10.2","26.7","96","0.179487179","0.056140351","0.10625","4.571428571","3.692307692","1.857142857","1.5","0.485714286","0.392307692","0.785714286","0.634615385","40.625","38.20224719","80.76923077","9.971509972","12.34567901","14.52991453","17.98941799","23.5042735","29.1005291","38.03418803","47.08994709","","1"
"","","MZP2012CKE-ST01","","","","","","","","","MZP2012CKE-ST01-00106","","","","26","26","1","2","6","22","21","22","35","3","1.6","25","5","4","2","3","7","9","1","","","","","","","","","4.6","29.6","57","0.136363636","0.045714286","0.080701754","2.590909091","2.192307692","1","0.846153846","0.209090909","0.176923077","1.136363636","0.961538462","38.59649123","15.54054054","84.61538462","4.273504274","5.050505051","6.552706553","7.744107744","35.61253561","42.08754209","42.16524217","49.83164983","","1"
"","","MZP2012CKE-ST01","","","","","","","","","MZP2012CKE-ST01-00107","","","","26","26","3","2","5","21","13","22","32","2","1.4","5","7","8","3","3","7","5","3","","","","","","","","","3.4","8.4","54","0.090909091","0.04375","0.062962963","2.571428571","2.076923077","1.047619048","0.846153846","0.161904762","0.130769231","0.238095238","0.192307692","40.74074074","40.47619048","80.76923077","2.849002849","3.527336861","4.843304843","5.996472663","7.122507123","8.818342152","11.96581197","14.81481481","","1"
"","","MZP2012CKE-ST01","","","","","","","","","MZP2012CKE-ST01-00108","","","","26","26","1","3","8","26","24","35","46","4","2.8","26","3","4","3","1","7","7","1","3.65","1.17","0.73","0","68.97","1.25","2.51","11.4","6.8","32.8","81","0.114285714","0.060869565","0.083950617","3.115384615","3.115384615","1.346153846","1.346153846","0.261538462","0.261538462","1","1","43.20987654","20.73170732","100","5.698005698","5.698005698","9.686609687","9.686609687","37.03703704","37.03703704","46.72364672","46.72364672","","1"
"","","MZP2012CKE-ST01","","","","","","","","","MZP2012CKE-ST01-00109","","","","26","26","1","3","7","26","23","50","87","5","4","10.5","4","4","2","1","9","9","3","3.3","1.48","0.72","11.705","70.95","0.79","2.48","13.84","9","19.5","137","0.1","0.045977011","0.065693431","5.269230769","5.269230769","1.923076923","1.923076923","0.346153846","0.346153846","0.403846154","0.403846154","36.49635036","46.15384615","100","7.122507123","7.122507123","12.82051282","12.82051282","14.95726496","14.95726496","27.77777778","27.77777778","","1"
"","","MZP2012CKE-ST01","","","","","","","","","MZP2012CKE-ST01-00110","","","","26","26","1","1","7","24","24","75","136","10.4","13","13.5","4","3","3","1","7","7","3","3.18","1.4","0.69","0","60.52","5.15","6.97","8.66","23.4","36.9","211","0.138666667","0.095588235","0.110900474","8.791666667","8.115384615","3.125","2.884615385","0.975","0.9","0.5625","0.519230769","35.5450237","63.41463415","92.30769231","14.81481481","16.04938272","33.33333333","36.11111111","19.23076923","20.83333333","52.56410256","56.94444444","","1"
"","","MZP2012CKE-ST01","","","","","","","","","MZP2012CKE-ST01-00111","","","","26","26","2","3","6","14","3","3","5","0.4","0.2","12","2","2","2","7","5","7","3","","","","","","","","","0.6","12.6","8","0.133333333","0.04","0.075","0.571428571","0.307692308","0.214285714","0.115384615","0.042857143","0.023076923","0.857142857","0.461538462","37.5","4.761904762","53.84615385","0.56980057","1.058201058","0.854700855","1.587301587","17.09401709","31.74603175","17.94871795","33.33333333","","1"
"","","MZP2012CKE-ST01","","","","","","","","","MZP2012CKE-ST01-00112","","","","26","26","1","1","5","16","13","15","19","3.8","1.8","8","3","3","4","1","5","7","3","4.54","1.69","0.99","9.485","59.21","2.16","3.75","16.99","5.6","13.6","34","0.253333333","0.094736842","0.164705882","2.125","1.307692308","0.9375","0.576923077","0.35","0.215384615","0.5","0.307692308","44.11764706","41.17647059","61.53846154","5.413105413","8.796296296","7.977207977","12.96296296","11.3960114","18.51851852","19.37321937","31.48148148","","1"
