"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Average commercial storage root weight computation kg|CO_331:0000680","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004","Number of storage roots after harvest per NET plot|CO_331:0000233","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Percentage of commercial storage root|CO_331:0000682","treatment_irrigation"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00116","","","","75","56","3","1","42","39","119","17","24.2","5","52.7","3","3","3","29.2","81.9","0.203361345","2.833333333","1.586666667","0.695238095","0.389333333","1.254761905","0.702666667","35.65323565","56","11.95061728","21.34038801","14.41975309","25.74955908","26.02469136","46.47266314","40.44444444","72.22222222","136","0.294117647","0.214705882","3.238095238","1.813333333","87.5","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00117","","","","75","68","3","1","53","50","237","135","43.2","5.4","48.4","3","3","5","48.6","97","0.182278481","4.471698113","3.16","0.916981132","0.648","0.913207547","0.645333333","50.10309278","70.66666667","21.33333333","30.18867925","24","33.96226415","23.90123457","33.82250175","47.90123457","67.7847659","372","0.04","0.130645161","7.018867925","4.96","63.70967742","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00118","","","","75","49","5","1","39","34","63","35","19.1","3","38.7","3","3","3","22.1","60.8","0.303174603","1.615384615","0.84","0.566666667","0.294666667","0.992307692","0.516","36.34868421","52","9.432098765","18.13865147","10.91358025","20.98765432","19.11111111","36.75213675","30.02469136","57.73979107","98","0.085714286","0.225510204","2.512820513","1.306666667","64.28571429","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00119","","","","75","43","5","1","33","33","135","232","28.3","8.4","24.3","3","3","3","36.7","61","0.20962963","4.090909091","1.8","1.112121212","0.489333333","0.736363636","0.324","60.16393443","44","13.97530864","31.7620651","18.12345679","41.18967452","12","27.27272727","30.12345679","68.4624018","367","0.036206897","0.1","11.12121212","4.893333333","36.78474114","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00120","","","","75","65","1","1","50","42","175","115","38.2","9.4","66.4","1","1","1","47.6","114","0.218285714","3.5","2.333333333","0.952","0.634666667","1.328","0.885333333","41.75438596","66.66666667","18.86419753","28.2962963","23.50617284","35.25925926","32.79012346","49.18518519","56.2962963","84.44444444","290","0.08173913","0.164137931","5.8","3.866666667","60.34482759","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00121","","","","75","41","5","1","31","31","93","69","18.1","6","15.2","3","3","7","24.1","39.3","0.194623656","3","1.24","0.777419355","0.321333333","0.490322581","0.202666667","61.32315522","41.33333333","8.938271605","21.62485066","11.90123457","28.79330944","7.50617284","18.16009558","19.40740741","46.95340502","162","0.086956522","0.148765432","5.225806452","2.16","57.40740741","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00122","","","","75","70","1","1","47","47","143","102","21.4","8.2","47.8","3","3","5","29.6","77.4","0.14965035","3.042553191","1.906666667","0.629787234","0.394666667","1.017021277","0.637333333","38.24289406","62.66666667","10.56790123","16.86367218","14.61728395","23.32545311","23.60493827","37.66745469","38.22222222","60.9929078","245","0.080392157","0.120816327","5.212765957","3.266666667","58.36734694","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00123","","","","75","63","5","1","50","47","50","188","53.8","6.2","22.4","5","3","1","60","82.4","1.076","1","0.666666667","1.2","0.8","0.448","0.298666667","72.81553398","66.66666667","26.56790123","39.85185185","29.62962963","44.44444444","11.0617284","16.59259259","40.69135802","61.03703704","238","0.032978723","0.25210084","4.76","3.173333333","21.00840336","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00124","","","","75","54","3","5","48","47","310","510","40","23.3","64.1","3","3","3","63.3","127.4","0.129032258","6.458333333","4.133333333","1.31875","0.844","1.335416667","0.854666667","49.68602826","64","19.75308642","30.86419753","31.25925926","48.84259259","31.65432099","49.45987654","62.91358025","98.30246914","820","0.045686275","0.077195122","17.08333333","10.93333333","37.80487805","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00125","","","","75","58","3","1","50","45","405","419","77.8","21.4","52.9","1","1","1","99.2","152.1","0.192098765","8.1","5.4","1.984","1.322666667","1.058","0.705333333","65.22024984","66.66666667","38.41975309","57.62962963","48.98765432","73.48148148","26.12345679","39.18518519","75.11111111","112.6666667","824","0.051073986","0.12038835","16.48","10.98666667","49.15048544","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00126","","","","75","37","5","1","28","15","56","47","15.6","2.8","12","3","3","3","18.4","30.4","0.278571429","2","0.746666667","0.657142857","0.245333333","0.428571429","0.16","60.52631579","37.33333333","7.703703704","20.63492063","9.086419753","24.33862434","5.925925926","15.87301587","15.01234568","40.21164021","103","0.059574468","0.178640777","3.678571429","1.373333333","54.36893204","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00127","","","","75","47","3","1","32","29","99","61","20","4.8","51","3","3","3","24.8","75.8","0.202020202","3.09375","1.32","0.775","0.330666667","1.59375","0.68","32.7176781","42.66666667","9.87654321","23.14814815","12.24691358","28.7037037","25.18518519","59.02777778","37.43209877","87.73148148","160","0.078688525","0.155","5","2.133333333","61.875","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00128","","","","75","45","1","1","30","22","85","35","19.1","3.2","39","3","3","3","22.3","61.3","0.224705882","2.833333333","1.133333333","0.743333333","0.297333333","1.3","0.52","36.37846656","40","9.432098765","23.58024691","11.01234568","27.5308642","19.25925926","48.14814815","30.27160494","75.67901235","120","0.091428571","0.185833333","4","1.6","70.83333333","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00129","","","","75","50","5","5","40","34","80","95","17.88","4.4","20.7","5","3","3","22.28","42.98","0.2235","2","1.066666667","0.557","0.297066667","0.5175","0.276","51.83806422","53.33333333","8.82962963","16.55555556","11.00246914","20.62962963","10.22222222","19.16666667","21.22469136","39.7962963","175","0.046315789","0.127314286","4.375","2.333333333","45.71428571","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00130","","","","75","59","5","1","41","34","76","47","12.82","1.34","21","7","3","5","14.16","35.16","0.168684211","1.853658537","1.013333333","0.345365854","0.1888","0.512195122","0.28","40.27303754","54.66666667","6.330864198","11.58084914","6.992592593","12.79132791","10.37037037","18.9701897","17.36296296","31.76151762","123","0.028510638","0.115121951","3","1.64","61.78861789","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00131","","","","75","65","5","1","52","52","296","240","39.8","5.8","22.3","3","5","3","45.6","67.9","0.134459459","5.692307692","3.946666667","0.876923077","0.608","0.428846154","0.297333333","67.15758468","69.33333333","19.65432099","28.34757835","22.51851852","32.47863248","11.01234568","15.88319088","33.5308642","48.36182336","536","0.024166667","0.085074627","10.30769231","7.146666667","55.2238806","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00132","","","","75","61","3","1","47","42","186","79","39.4","3.8","40.1","1","3","1","43.2","83.3","0.211827957","3.957446809","2.48","0.919148936","0.576","0.853191489","0.534666667","51.8607443","62.66666667","19.45679012","31.04806935","21.33333333","34.04255319","19.80246914","31.59968479","41.13580247","65.64223798","265","0.048101266","0.163018868","5.638297872","3.533333333","70.18867925","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00133","","","","75","56","3","1","40","13","70","18","17.6","1.4","38.7","1","3","3","19","57.7","0.251428571","1.75","0.933333333","0.475","0.253333333","0.9675","0.516","32.92894281","53.33333333","8.691358025","16.2962963","9.382716049","17.59259259","19.11111111","35.83333333","28.49382716","53.42592593","88","0.077777778","0.215909091","2.2","1.173333333","79.54545455","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00134","","","","75","72","3","1","57","52","167","170","25.44","6.68","63.6","3","3","3","32.12","95.72","0.152335329","2.929824561","2.226666667","0.563508772","0.428266667","1.115789474","0.848","33.5562056","76","12.56296296","16.53021442","15.8617284","20.87069526","31.40740741","41.32553606","47.2691358","62.19623132","337","0.039294118","0.095311573","5.912280702","4.493333333","49.55489614","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00135","","","","75","56","3","1","42","40","126","296","17.78","12.22","34.6","1","5","7","30","64.6","0.141111111","3","1.68","0.714285714","0.4","0.823809524","0.461333333","46.43962848","56","8.780246914","15.67901235","14.81481481","26.45502646","17.08641975","30.51146384","31.90123457","56.9664903","422","0.041283784","0.071090047","10.04761905","5.626666667","29.85781991","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00136","","","","75","35","3","1","32","30","98","185","25.4","19","40.8","3","3","5","44.4","85.2","0.259183673","3.0625","1.306666667","1.3875","0.592","1.275","0.544","52.11267606","42.66666667","12.54320988","29.39814815","21.92592593","51.38888889","20.14814815","47.22222222","42.07407407","98.61111111","283","0.102702703","0.156890459","8.84375","3.773333333","34.62897527","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00137","","","","75","39","5","1","26","22","161","86","43","9.6","28.2","5","1","1","52.6","80.8","0.267080745","6.192307692","2.146666667","2.023076923","0.701333333","1.084615385","0.376","65.0990099","34.66666667","21.2345679","61.25356125","25.97530864","74.92877493","13.92592593","40.17094017","39.90123457","115.0997151","247","0.111627907","0.212955466","9.5","3.293333333","65.18218623","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00138","","","","75","48","3","1","36","33","119","109","29.4","4.1","33.7","3","3","3","33.5","67.2","0.247058824","3.305555556","1.586666667","0.930555556","0.446666667","0.936111111","0.449333333","49.85119048","48","14.51851852","30.24691358","16.54320988","34.46502058","16.64197531","34.67078189","33.18518519","69.13580247","228","0.037614679","0.146929825","6.333333333","3.04","52.19298246","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00139","","","","75","55","3","1","40","29","85","32","18.4","2.6","50.9","3","3","3","21","71.9","0.216470588","2.125","1.133333333","0.525","0.28","1.2725","0.678666667","29.20723227","53.33333333","9.086419753","17.03703704","10.37037037","19.44444444","25.13580247","47.12962963","35.50617284","66.57407407","117","0.08125","0.179487179","2.925","1.56","72.64957265","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00140","","","","75","62","3","1","48","48","109","71","43.1","6.4","58.2","3","3","1","49.5","107.7","0.395412844","2.270833333","1.453333333","1.03125","0.66","1.2125","0.776","45.96100279","64","21.28395062","33.25617284","24.44444444","38.19444444","28.74074074","44.90740741","53.18518519","83.10185185","180","0.090140845","0.275","3.75","2.4","60.55555556","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00141","","","","75","52","5","1","40","33","53","17","34.6","2.6","49","1","3","3","37.2","86.2","0.652830189","1.325","0.706666667","0.93","0.496","1.225","0.653333333","43.15545244","53.33333333","17.08641975","32.03703704","18.37037037","34.44444444","24.19753086","45.37037037","42.56790123","79.81481481","70","0.152941176","0.531428571","1.75","0.933333333","75.71428571","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00142","","","","75","63","3","1","48","43","140","100","44.8","8","47.7","1","3","3","52.8","100.5","0.32","2.916666667","1.866666667","1.1","0.704","0.99375","0.636","52.53731343","64","22.12345679","34.56790123","26.07407407","40.74074074","23.55555556","36.80555556","49.62962963","77.5462963","240","0.08","0.22","5","3.2","58.33333333","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00143","","","","75","58","3","1","45","40","134","110","33.1","2.6","35.4","3","3","5","35.7","71.1","0.247014925","2.977777778","1.786666667","0.793333333","0.476","0.786666667","0.472","50.21097046","60","16.34567901","27.24279835","17.62962963","29.38271605","17.48148148","29.13580247","35.11111111","58.51851852","244","0.023636364","0.146311475","5.422222222","3.253333333","54.91803279","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00144","","","","75","55","1","1","43","37","59","108","13.4","2.8","29.6","3","5","3","16.2","45.8","0.227118644","1.372093023","0.786666667","0.376744186","0.216","0.688372093","0.394666667","35.37117904","57.33333333","6.617283951","11.54177433","8","13.95348837","14.61728395","25.4952627","22.61728395","39.44875108","167","0.025925926","0.097005988","3.88372093","2.226666667","35.32934132","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00145","","","","75","50","5","1","36","36","160","210","28.4","10.2","17.8","5","3","3","38.6","56.4","0.1775","4.444444444","2.133333333","1.072222222","0.514666667","0.494444444","0.237333333","68.43971631","48","14.02469136","29.218107","19.0617284","39.71193416","8.790123457","18.3127572","27.85185185","58.02469136","370","0.048571429","0.104324324","10.27777778","4.933333333","43.24324324","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00146","","","","75","75","3","1","60","39","148","47","16","2.2","32.6","3","5","7","18.2","50.8","0.108108108","2.466666667","1.973333333","0.303333333","0.242666667","0.543333333","0.434666667","35.82677165","80","7.901234568","9.87654321","8.987654321","11.2345679","16.09876543","20.12345679","25.08641975","31.35802469","195","0.046808511","0.093333333","3.25","2.6","75.8974359","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00147","","","","75","70","3","1","55","51","120","130","32.1","5","67.8","3","3","5","37.1","104.9","0.2675","2.181818182","1.6","0.674545455","0.494666667","1.232727273","0.904","35.36701621","73.33333333","15.85185185","21.61616162","18.32098765","24.98316498","33.48148148","45.65656566","51.80246914","70.63973064","250","0.038461538","0.1484","4.545454545","3.333333333","48","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00148","","","","75","63","5","1","49","40","68","15","23.4","2.4","32.4","5","3","3","25.8","58.2","0.344117647","1.387755102","0.906666667","0.526530612","0.344","0.66122449","0.432","44.32989691","65.33333333","11.55555556","17.68707483","12.74074074","19.50113379","16","24.48979592","28.74074074","43.99092971","83","0.16","0.310843373","1.693877551","1.106666667","81.92771084","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00149","","","","75","59","1","1","44","43","165","185","12.2","5.6","66.8","3","5","5","17.8","84.6","0.073939394","3.75","2.2","0.404545455","0.237333333","1.518181818","0.890666667","21.04018913","58.66666667","6.024691358","10.26936027","8.790123457","14.98316498","32.98765432","56.22895623","41.77777778","71.21212121","350","0.03027027","0.050857143","7.954545455","4.666666667","47.14285714","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00150","","","","75","65","3","1","51","51","175","85","52.1","4.8","42.8","3","3","3","56.9","99.7","0.297714286","3.431372549","2.333333333","1.115686275","0.758666667","0.839215686","0.570666667","57.07121364","68","25.72839506","37.83587509","28.09876543","41.32171387","21.13580247","31.08206245","49.2345679","72.40377633","260","0.056470588","0.218846154","5.098039216","3.466666667","67.30769231","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00151","","","","75","43","5","1","33","9","6","4","2.6","0.1","52.2","1","3","1","2.7","54.9","0.433333333","0.181818182","0.08","0.081818182","0.036","1.581818182","0.696","4.918032787","44","1.283950617","2.918069585","1.333333333","3.03030303","25.77777778","58.58585859","27.11111111","61.61616162","10","0.025","0.27","0.303030303","0.133333333","60","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00152","","","","75","32","3","1","19","18","22","123","2.6","6.6","51.2","3","5","3","9.2","60.4","0.118181818","1.157894737","0.293333333","0.484210526","0.122666667","2.694736842","0.682666667","15.23178808","25.33333333","1.283950617","5.068226121","4.543209877","17.9337232","25.28395062","99.80506823","29.82716049","117.7387914","145","0.053658537","0.063448276","7.631578947","1.933333333","15.17241379","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00153","","","","75","24","7","1","19","19","22","10","5.1","1.3","10.4","1","5","3","6.4","16.8","0.231818182","1.157894737","0.293333333","0.336842105","0.085333333","0.547368421","0.138666667","38.0952381","25.33333333","2.518518519","9.941520468","3.160493827","12.47563353","5.135802469","20.27290448","8.296296296","32.74853801","32","0.13","0.2","1.684210526","0.426666667","68.75","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00154","","","","75","40","7","1","34","34","78","28","18.6","1.6","6","3","3","3","20.2","26.2","0.238461538","2.294117647","1.04","0.594117647","0.269333333","0.176470588","0.08","77.09923664","45.33333333","9.185185185","20.26143791","9.975308642","22.0043573","2.962962963","6.535947712","12.9382716","28.54030501","106","0.057142857","0.190566038","3.117647059","1.413333333","73.58490566","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00155","","","","75","55","3","1","42","36","292","366","28.1","10.4","38.6","1","5","3","38.5","77.1","0.096232877","6.952380952","3.893333333","0.916666667","0.513333333","0.919047619","0.514666667","49.93514916","56","13.87654321","24.77954145","19.01234568","33.95061728","19.0617284","34.03880071","38.07407407","67.98941799","658","0.028415301","0.058510638","15.66666667","8.773333333","44.3768997","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00156","","","","75","48","5","1","35","25","35","63","4.4","2.2","26.4","1","5","3","6.6","33","0.125714286","1","0.466666667","0.188571429","0.088","0.754285714","0.352","20","46.66666667","2.172839506","4.656084656","3.259259259","6.984126984","13.03703704","27.93650794","16.2962963","34.92063492","98","0.034920635","0.067346939","2.8","1.306666667","35.71428571","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00157","","","","75","61","5","1","47","47","180","235","24.2","10.2","38.6","3","3","3","34.4","73","0.134444444","3.829787234","2.4","0.731914894","0.458666667","0.821276596","0.514666667","47.12328767","62.66666667","11.95061728","19.07013396","16.98765432","27.10795902","19.0617284","30.41765169","36.04938272","57.52561072","415","0.043404255","0.082891566","8.829787234","5.533333333","43.37349398","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00158","","","","75","59","3","1","44","39","240","500","30.1","13.2","50","1","3","5","43.3","93.3","0.125416667","5.454545455","3.2","0.984090909","0.577333333","1.136363636","0.666666667","46.40943194","58.66666667","14.86419753","25.33670034","21.38271605","36.44781145","24.69135802","42.08754209","46.07407407","78.53535354","740","0.0264","0.058513514","16.81818182","9.866666667","32.43243243","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00159","","","","75","44","3","1","30","13","11","27","2.8","2.4","47.8","1","7","3","5.2","53","0.254545455","0.366666667","0.146666667","0.173333333","0.069333333","1.593333333","0.637333333","9.811320755","40","1.382716049","3.456790123","2.567901235","6.419753086","23.60493827","59.01234568","26.17283951","65.43209877","38","0.088888889","0.136842105","1.266666667","0.506666667","28.94736842","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00160","","","","75","58","3","1","43","31","60","18","17.2","6","35.4","1","3","1","23.2","58.6","0.286666667","1.395348837","0.8","0.539534884","0.309333333","0.823255814","0.472","39.59044369","57.33333333","8.49382716","14.81481481","11.45679012","19.98277347","17.48148148","30.49095607","28.9382716","50.47372954","78","0.333333333","0.297435897","1.813953488","1.04","76.92307692","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00161","","","","75","41","3","1","29","27","110","57","23.58","2.4","22.3","5","3","3","25.98","48.28","0.214363636","3.793103448","1.466666667","0.895862069","0.3464","0.768965517","0.297333333","53.81110191","38.66666667","11.64444444","30.11494253","12.82962963","33.18007663","11.01234568","28.48020434","23.84197531","61.66028097","167","0.042105263","0.155568862","5.75862069","2.226666667","65.86826347","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00162","","","","75","68","3","1","53","35","152","110","26.42","5.06","48.4","3","3","5","31.48","79.88","0.173815789","2.867924528","2.026666667","0.593962264","0.419733333","0.913207547","0.645333333","39.40911367","70.66666667","13.04691358","18.46261356","15.54567901","21.99860238","23.90123457","33.82250175","39.44691358","55.82110412","262","0.046","0.120152672","4.943396226","3.493333333","58.01526718","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00163","","","","75","62","5","1","49","49","100","200","17.9","6.58","36.2","3","5","5","24.48","60.68","0.179","2.040816327","1.333333333","0.499591837","0.3264","0.73877551","0.482666667","40.34278181","65.33333333","8.839506173","13.52985639","12.08888889","18.50340136","17.87654321","27.36205593","29.9654321","45.86545729","300","0.0329","0.0816","6.12244898","4","33.33333333","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00164","","","","75","51","1","1","38","27","110","325","16.14","9.56","87.8","1","5","7","25.7","113.5","0.146727273","2.894736842","1.466666667","0.676315789","0.342666667","2.310526316","1.170666667","22.64317181","50.66666667","7.97037037","15.73099415","12.69135802","25.04873294","43.35802469","85.57504873","56.04938272","110.6237817","435","0.029415385","0.05908046","11.44736842","5.8","25.28735632","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00165","","","","75","63","3","1","48","47","200","400","38.12","12.24","45.8","1","3","3","50.36","96.16","0.1906","4.166666667","2.666666667","1.049166667","0.671466667","0.954166667","0.610666667","52.37104825","64","18.82469136","29.41358025","24.8691358","38.85802469","22.61728395","35.33950617","47.48641975","74.19753086","600","0.0306","0.083933333","12.5","8","33.33333333","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00166","","","","75","61","3","1","46","45","119","100","33.22","5.24","30","3","1","1","38.46","68.46","0.279159664","2.586956522","1.586666667","0.836086957","0.5128","0.652173913","0.4","56.17879053","61.33333333","16.40493827","26.74718196","18.99259259","30.96618357","14.81481481","24.15458937","33.80740741","55.12077295","219","0.0524","0.175616438","4.760869565","2.92","54.33789954","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00167","","","","75","30","1","1","18","18","100","205","10.34","7.86","52.4","1","5","7","18.2","70.6","0.1034","5.555555556","1.333333333","1.011111111","0.242666667","2.911111111","0.698666667","25.77903683","24","5.10617284","21.27572016","8.987654321","37.44855967","25.87654321","107.81893","34.86419753","145.2674897","305","0.038341463","0.059672131","16.94444444","4.066666667","32.78688525","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00168","","","","75","22","5","1","12","12","40","63","10.02","2","20.2","3","3","3","12.02","32.22","0.2505","3.333333333","0.533333333","1.001666667","0.160266667","1.683333333","0.269333333","37.3060211","16","4.948148148","30.92592593","5.935802469","37.09876543","9.975308642","62.34567901","15.91111111","99.44444444","103","0.031746032","0.116699029","8.583333333","1.373333333","38.83495146","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00169","","","","75","54","3","1","40","29","60","62","10.88","2.56","59.2","1","5","5","13.44","72.64","0.181333333","1.5","0.8","0.336","0.1792","1.48","0.789333333","18.50220264","53.33333333","5.372839506","10.07407407","6.637037037","12.44444444","29.2345679","54.81481481","35.87160494","67.25925926","122","0.041290323","0.110163934","3.05","1.626666667","49.18032787","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00170","","","","75","47","3","1","34","33","59","75","7.56","1.94","36.6","1","5","3","9.5","46.1","0.128135593","1.735294118","0.786666667","0.279411765","0.126666667","1.076470588","0.488","20.60737527","45.33333333","3.733333333","8.235294118","4.691358025","10.34858388","18.07407407","39.86928105","22.7654321","50.21786492","134","0.025866667","0.070895522","3.941176471","1.786666667","44.02985075","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00171","","","","75","56","3","1","41","37","116","114","18.38","2.36","38.6","1","5","3","20.74","59.34","0.158448276","2.829268293","1.546666667","0.505853659","0.276533333","0.941463415","0.514666667","34.95112909","54.66666667","9.07654321","16.6034327","10.24197531","18.73532069","19.0617284","34.86901536","29.3037037","53.60433604","230","0.020701754","0.090173913","5.609756098","3.066666667","50.43478261","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00172","","","","75","55","1","1","40","40","78","92","19.4","7","77","1","5","5","26.4","103.4","0.248717949","1.95","1.04","0.66","0.352","1.925","1.026666667","25.53191489","53.33333333","9.580246914","17.96296296","13.03703704","24.44444444","38.02469136","71.2962963","51.0617284","95.74074074","170","0.076086957","0.155294118","4.25","2.266666667","45.88235294","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00173","","","","75","54","3","1","39","39","140","40","33.8","5","57.6","1","1","3","38.8","96.4","0.241428571","3.58974359","1.866666667","0.994871795","0.517333333","1.476923077","0.768","40.24896266","52","16.69135802","32.09876543","19.16049383","36.84710351","28.44444444","54.7008547","47.60493827","91.54795821","180","0.125","0.215555556","4.615384615","2.4","77.77777778","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00174","","","","75","44","5","1","34","34","130","110","33.4","6","22.6","3","3","5","39.4","62","0.256923077","3.823529412","1.733333333","1.158823529","0.525333333","0.664705882","0.301333333","63.5483871","45.33333333","16.49382716","36.38344227","19.45679012","42.91938998","11.16049383","24.61873638","30.61728395","67.53812636","240","0.054545455","0.164166667","7.058823529","3.2","54.16666667","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00175","","","","75","44","5","1","33","31","169","117","15.1","5","33.6","1","5","7","20.1","53.7","0.089349112","5.121212121","2.253333333","0.609090909","0.268","1.018181818","0.448","37.4301676","44","7.456790123","16.94725028","9.925925926","22.55892256","16.59259259","37.71043771","26.51851852","60.26936027","286","0.042735043","0.07027972","8.666666667","3.813333333","59.09090909","1"
