"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Dry weight of storage root samples measuring g|CO_331:0000247","Fresh weight of storage root samples measuring g|CO_331:0000243","Millipede damage estimating 1-9|CO_331:0000805","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00112","","","","1","16.47","50.72","3","9","28","10","10","10","10","6","4","2","6","5","7","5","5","1.3","1.3","5.5","2.6","8.1","37","0.144444444","0.046428571","0.07027027","3.7","3.7","0.9","0.9","0.26","0.26","0.55","0.55","24.32432432","32.09876543","100","32.47239748","0.844282334","4.333333333","4.333333333","8.666666667","8.666666667","18.33333333","18.33333333","2.814274448","2.814274448","27","27"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00113","","","","1","","","1","1","4","10","10","10","3","","","1","4","5","6","3","6","0.4","0.3","21.2","0.7","21.9","5","0.4","0.075","0.14","0.5","0.5","0.1","0.1","0.07","0.07","2.12","2.12","20","3.196347032","100","","","1.333333333","1.333333333","2.333333333","2.333333333","70.66666667","70.66666667","","","73","73"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00114","","","","1","","","1","3","17","9","9","10","9","","","1","4","5","9","2","3","0.6","1","13.6","1.6","15.2","20","0.2","0.058823529","0.08","2.222222222","2","0.333333333","0.3","0.177777778","0.16","1.511111111","1.36","15","10.52631579","90","","","2","2.222222222","5.333333333","5.925925926","45.33333333","50.37037037","","","50.66666667","56.2962963"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00115","","","","1","","","1","1","34","10","10","10","8","","","1","4","4","8","3","4","0.3","1.3","11.2","1.6","12.8","35","0.3","0.038235294","0.045714286","3.5","3.5","0.1","0.1","0.16","0.16","1.12","1.12","2.857142857","12.5","100","","","1","1","5.333333333","5.333333333","37.33333333","37.33333333","","","42.66666667","42.66666667"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00116","","","","1","","","1","6","5","10","10","10","5","","","1","3","6","9","5","4","1.7","0.2","17.3","1.9","19.2","11","0.283333333","0.04","0.172727273","1.1","1.1","0.6","0.6","0.19","0.19","1.73","1.73","54.54545455","9.895833333","100","","","5.666666667","5.666666667","6.333333333","6.333333333","57.66666667","57.66666667","","","64","64"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00117","","","","1","21.92","50.28","1","14","18","10","10","10","10","5","9","1","3","6","9","3","3","3.5","0.9","14.3","4.4","18.7","32","0.25","0.05","0.1375","3.2","3.2","1.4","1.4","0.44","0.44","1.43","1.43","43.75","23.52941176","100","43.59586317","1.918217979","11.66666667","11.66666667","14.66666667","14.66666667","47.66666667","47.66666667","6.394059931","6.394059931","62.33333333","62.33333333"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00118","","","","","","","","0","0","","0","10","0","3","8","","","","","6","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00119","","","","","","","","0","0","","0","10","0","5","9","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00120","","","","","","","","0","0","0","0","10","0","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00121","","","","1","","","1","4","3","3","3","10","2","","","1","5","8","7","5","4","2.6","0.2","13.2","2.8","16","7","0.65","0.066666667","0.4","2.333333333","0.7","1.333333333","0.4","0.933333333","0.28","4.4","1.32","57.14285714","17.5","30","","","8.666666667","28.88888889","9.333333333","31.11111111","44","146.6666667","","","53.33333333","177.7777778"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00122","","","","3","16.96","50.25","4","14","21","10","10","10","10","5","2","1","5","5","8","4","3","2.8","1.4","7","4.2","11.2","35","0.2","0.066666667","0.12","3.5","3.5","1.4","1.4","0.42","0.42","0.7","0.7","40","37.5","100","33.75124378","1.417552239","9.333333333","9.333333333","14","14","23.33333333","23.33333333","4.725174129","4.725174129","37.33333333","37.33333333"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00123","","","","3","19.43","50.92","3","8","11","10","10","10","6","5","8","1","5","6","6","6","6","2.1","0.6","11.8","2.7","14.5","19","0.2625","0.054545455","0.142105263","1.9","1.9","0.8","0.8","0.27","0.27","1.18","1.18","42.10526316","18.62068966","100","38.15789474","1.030263158","7","7","9","9","39.33333333","39.33333333","3.434210526","3.434210526","48.33333333","48.33333333"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00124","","","","1","","","1","2","0","1","1","10","1","","","1","6","7","2","6","9","1.5","0","3","1.5","4.5","2","0.75","","0.75","2","0.2","2","0.2","1.5","0.15","3","0.3","100","33.33333333","10","","","5","50","5","50","10","100","","","15","150"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00125","","","","3","16.6","50.43","1","15","20","7","7","10","7","5","9","1","6","5","7","3","6","3","0.6","7.6","3.6","11.2","35","0.2","0.03","0.102857143","5","3.5","2.142857143","1.5","0.514285714","0.36","1.085714286","0.76","42.85714286","32.14285714","70","32.91691453","1.185008923","10","14.28571429","12","17.14285714","25.33333333","36.19047619","3.950029744","5.642899635","37.33333333","53.33333333"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00126","","","","1","18.77","50.81","2","16","17","10","10","10","10","5","3","1","6","7","7","4","4","6.1","1.2","5.4","7.3","12.7","33","0.38125","0.070588235","0.221212121","3.3","3.3","1.6","1.6","0.73","0.73","0.54","0.54","48.48484848","57.48031496","100","36.94154694","2.696732927","20.33333333","20.33333333","24.33333333","24.33333333","18","18","8.989109755","8.989109755","42.33333333","42.33333333"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00127","","","","3","","","3","8","10","10","10","10","10","","","1","5","4","2","6","9","1.2","0.4","1.5","1.6","3.1","18","0.15","0.04","0.088888889","1.8","1.8","0.8","0.8","0.16","0.16","0.15","0.15","44.44444444","51.61290323","100","","","4","4","5.333333333","5.333333333","5","5","","","10.33333333","10.33333333"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00128","","","","1","","","3","13","41","10","10","10","10","","","1","5","5","5","6","6","1.7","1.9","5.7","3.6","9.3","54","0.130769231","0.046341463","0.066666667","5.4","5.4","1.3","1.3","0.36","0.36","0.57","0.57","24.07407407","38.70967742","100","","","5.666666667","5.666666667","12","12","19","19","","","31","31"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00129","","","","1","","","","0","0","10","10","10","0","","","","","","9","2","2","0","0","24.1","0","24.1","0","","","","0","0","0","0","0","0","2.41","2.41","","0","100","","","0","0","0","0","80.33333333","80.33333333","","","80.33333333","80.33333333"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00130","","","","1","18.68","50.27","1","7","14","10","10","10","6","4","3","1","5","6","9","3","2","1.3","0.6","16.5","1.9","18.4","21","0.185714286","0.042857143","0.09047619","2.1","2.1","0.7","0.7","0.19","0.19","1.65","1.65","33.33333333","10.32608696","100","37.15933957","0.706027452","4.333333333","4.333333333","6.333333333","6.333333333","55","55","2.353424839","2.353424839","61.33333333","61.33333333"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00131","","","","3","","","3","4","12","8","8","10","6","","","1","6","4","2","6","9","0.6","0.3","0.6","0.9","1.5","16","0.15","0.025","0.05625","2","1.6","0.5","0.4","0.1125","0.09","0.075","0.06","25","60","80","","","2","2.5","3","3.75","2","2.5","","","5","6.25"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00132","","","","5","","","3","5","7","10","10","10","6","","","1","4","5","3","6","8","0.8","0.3","5.3","1.1","6.4","12","0.16","0.042857143","0.091666667","1.2","1.2","0.5","0.5","0.11","0.11","0.53","0.53","41.66666667","17.1875","100","","","2.666666667","2.666666667","3.666666667","3.666666667","17.66666667","17.66666667","","","21.33333333","21.33333333"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00133","","","","1","18.47","50.25","1","12","19","10","10","10","10","4","3","1","6","6","7","3","4","2.5","1.4","13.2","3.9","17.1","31","0.208333333","0.073684211","0.125806452","3.1","3.1","1.2","1.2","0.39","0.39","1.32","1.32","38.70967742","22.80701754","100","36.75621891","1.433492537","8.333333333","8.333333333","13","13","44","44","4.778308458","4.778308458","57","57"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00134","","","","1","","","1","2","9","9","9","10","7","","","1","4","4","3","7","8","0.3","0.3","0.9","0.6","1.5","11","0.15","0.033333333","0.054545455","1.222222222","1.1","0.222222222","0.2","0.066666667","0.06","0.1","0.09","18.18181818","40","90","","","1","1.111111111","2","2.222222222","3","3.333333333","","","5","5.555555556"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00135","","","","1","17.59","50.26","1","11","19","10","10","10","10","5","8","1","4","9","8","2","4","4.3","0.9","12.2","5.2","17.4","30","0.390909091","0.047368421","0.173333333","3","3","1.1","1.1","0.52","0.52","1.22","1.22","36.66666667","29.88505747","100","34.99801035","1.819896538","14.33333333","14.33333333","17.33333333","17.33333333","40.66666667","40.66666667","6.066321793","6.066321793","58","58"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00136","","","","1","11.54","50.6","1","7","12","10","10","10","8","5","4","1","4","7","8","2","4","1.9","0.7","7.7","2.6","10.3","19","0.271428571","0.058333333","0.136842105","1.9","1.9","0.7","0.7","0.26","0.26","0.77","0.77","36.84210526","25.24271845","100","22.80632411","0.592964427","6.333333333","6.333333333","8.666666667","8.666666667","25.66666667","25.66666667","1.97654809","1.97654809","34.33333333","34.33333333"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00137","","","","5","18.01","50.08","1","10","31","9","9","10","7","6","6","1","3","6","8","4","4","2.8","2.2","6.2","5","11.2","41","0.28","0.070967742","0.12195122","4.555555556","4.1","1.111111111","1","0.555555556","0.5","0.688888889","0.62","24.3902439","44.64285714","90","35.96246006","1.798123003","9.333333333","10.37037037","16.66666667","18.51851852","20.66666667","22.96296296","5.993743344","6.659714827","37.33333333","41.48148148"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00138","","","","1","","","2","3","7","9","9","10","4","","","1","4","5","4","6","7","0.6","0.1","2","0.7","2.7","10","0.2","0.014285714","0.07","1.111111111","1","0.333333333","0.3","0.077777778","0.07","0.222222222","0.2","30","25.92592593","90","","","2","2.222222222","2.333333333","2.592592593","6.666666667","7.407407407","","","9","10"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00139","","","","1","16.9","50.13","2","12","10","10","10","10","9","4","6","1","5","6","9","3","4","4.1","0.5","13.3","4.6","17.9","22","0.341666667","0.05","0.209090909","2.2","2.2","1.2","1.2","0.46","0.46","1.33","1.33","54.54545455","25.69832402","100","33.7123479","1.550768003","13.66666667","13.66666667","15.33333333","15.33333333","44.33333333","44.33333333","5.169226677","5.169226677","59.66666667","59.66666667"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00140","","","","1","16.96","50.77","1","13","17","10","10","10","10","7","3","1","7","7","8","3","4","4","1.3","8.4","5.3","13.7","30","0.307692308","0.076470588","0.176666667","3","3","1.3","1.3","0.53","0.53","0.84","0.84","43.33333333","38.68613139","100","33.40555446","1.770494386","13.33333333","13.33333333","17.66666667","17.66666667","28","28","5.901647955","5.901647955","45.66666667","45.66666667"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00141","","","","1","16.66","50.29","3","4","16","10","10","10","8","4","6","1","4","5","3","5","8","0.7","0.9","2.8","1.6","4.4","20","0.175","0.05625","0.08","2","2","0.4","0.4","0.16","0.16","0.28","0.28","20","36.36363636","100","33.12785842","0.530045735","2.333333333","2.333333333","5.333333333","5.333333333","9.333333333","9.333333333","1.766819116","1.766819116","14.66666667","14.66666667"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00142","","","","1","","","2","6","27","10","10","10","9","","","1","5","6","4","4","7","1.4","1.5","6.4","2.9","9.3","33","0.233333333","0.055555556","0.087878788","3.3","3.3","0.6","0.6","0.29","0.29","0.64","0.64","18.18181818","31.1827957","100","","","4.666666667","4.666666667","9.666666667","9.666666667","21.33333333","21.33333333","","","31","31"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00143","","","","1","12.42","50.76","3","22","19","10","10","10","10","8","6","1","6","8","2","3","9","7.1","1.3","4.7","8.4","13.1","41","0.322727273","0.068421053","0.204878049","4.1","4.1","2.2","2.2","0.84","0.84","0.47","0.47","53.65853659","64.1221374","100","24.46808511","2.055319149","23.66666667","23.66666667","28","28","15.66666667","15.66666667","6.85106383","6.85106383","43.66666667","43.66666667"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00144","","","","1","16.93","50.84","1","8","23","9","9","10","9","4","8","1","6","6","6","4","5","2","1.2","3.2","3.2","6.4","31","0.25","0.052173913","0.103225806","3.444444444","3.1","0.888888889","0.8","0.355555556","0.32","0.355555556","0.32","25.80645161","50","90","33.30055075","1.065617624","6.666666667","7.407407407","10.66666667","11.85185185","10.66666667","11.85185185","3.552058746","3.94673194","21.33333333","23.7037037"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00145","","","","1","","","2","6","15","9","9","10","7","","","1","6","7","9","3","3","1.8","0.6","9.2","2.4","11.6","21","0.3","0.04","0.114285714","2.333333333","2.1","0.666666667","0.6","0.266666667","0.24","1.022222222","0.92","28.57142857","20.68965517","90","","","6","6.666666667","8","8.888888889","30.66666667","34.07407407","","","38.66666667","42.96296296"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00146","","","","1","20.59","50.31","1","4","17","10","10","10","10","5","9","1","3","4","9","2","2","0.7","1.4","37.7","2.1","39.8","21","0.175","0.082352941","0.1","2.1","2.1","0.4","0.4","0.21","0.21","3.77","3.77","19.04761905","5.27638191","100","40.92625721","0.859451401","2.333333333","2.333333333","7","7","125.6666667","125.6666667","2.864838004","2.864838004","132.6666667","132.6666667"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00147","","","","1","16.46","50.59","2","8","19","10","10","10","10","8","5","1","5","6","6","5","5","2.1","1.3","5.9","3.4","9.3","27","0.2625","0.068421053","0.125925926","2.7","2.7","0.8","0.8","0.34","0.34","0.59","0.59","29.62962963","36.55913978","100","32.53607432","1.106226527","7","7","11.33333333","11.33333333","19.66666667","19.66666667","3.687421757","3.687421757","31","31"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00148","","","","1","16.52","50.41","4","11","28","10","10","10","10","7","6","1","5","6","7","4","5","2.3","2.4","5.1","4.7","9.8","39","0.209090909","0.085714286","0.120512821","3.9","3.9","1.1","1.1","0.47","0.47","0.51","0.51","28.20512821","47.95918367","100","32.77127554","1.54024995","7.666666667","7.666666667","15.66666667","15.66666667","17","17","5.134166501","5.134166501","32.66666667","32.66666667"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00149","","","","1","18.18","50.2","1","5","16","10","10","10","10","6","3","1","4","4","5","5","6","0.7","0.8","1.6","1.5","3.1","21","0.14","0.05","0.071428571","2.1","2.1","0.5","0.5","0.15","0.15","0.16","0.16","23.80952381","48.38709677","100","36.21513944","0.543227092","2.333333333","2.333333333","5","5","5.333333333","5.333333333","1.810756972","1.810756972","10.33333333","10.33333333"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00150","","","","1","19.59","50.53","1","14","29","10","10","10","10","5","2","1","6","7","9","4","4","3.1","1.7","6.3","4.8","11.1","43","0.221428571","0.05862069","0.111627907","4.3","4.3","1.4","1.4","0.48","0.48","0.63","0.63","32.55813953","43.24324324","100","38.76904809","1.860914308","10.33333333","10.33333333","16","16","21","21","6.203047694","6.203047694","37","37"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00151","","","","1","17.99","50.14","2","8","20","10","10","10","10","6","2","1","6","7","6","4","5","2.2","1.1","3.5","3.3","6.8","28","0.275","0.055","0.117857143","2.8","2.8","0.8","0.8","0.33","0.33","0.35","0.35","28.57142857","48.52941176","100","35.8795373","1.184024731","7.333333333","7.333333333","11","11","11.66666667","11.66666667","3.946749103","3.946749103","22.66666667","22.66666667"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00152","","","","1","17.43","50.64","1","18","36","9","9","10","9","6","3","1","7","7","3","3","8","4.2","1.6","3.6","5.8","9.4","54","0.233333333","0.044444444","0.107407407","6","5.4","2","1.8","0.644444444","0.58","0.4","0.36","33.33333333","61.70212766","90","34.41943128","1.996327014","14","15.55555556","19.33333333","21.48148148","12","13.33333333","6.654423381","7.393803756","31.33333333","34.81481481"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00153","","","","1","","","2","6","21","9","9","10","9","","","1","5","8","8","3","4","3","1.1","7.7","4.1","11.8","27","0.5","0.052380952","0.151851852","3","2.7","0.666666667","0.6","0.455555556","0.41","0.855555556","0.77","22.22222222","34.74576271","90","","","10","11.11111111","13.66666667","15.18518519","25.66666667","28.51851852","","","39.33333333","43.7037037"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00154","","","","1","16.4","50.66","3","7","17","10","10","10","10","4","9","1","5","6","3","3","8","1.2","1.1","1.3","2.3","3.6","24","0.171428571","0.064705882","0.095833333","2.4","2.4","0.7","0.7","0.23","0.23","0.13","0.13","29.16666667","63.88888889","100","32.37268062","0.744571654","4","4","7.666666667","7.666666667","4.333333333","4.333333333","2.481905514","2.481905514","12","12"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00155","","","","1","20.22","50.98","2","18","10","10","10","10","10","5","3","1","7","7","9","5","4","4.7","0.7","11.2","5.4","16.6","28","0.261111111","0.07","0.192857143","2.8","2.8","1.8","1.8","0.54","0.54","1.12","1.12","64.28571429","32.53012048","100","39.66261279","2.141781091","15.66666667","15.66666667","18","18","37.33333333","37.33333333","7.139270302","7.139270302","55.33333333","55.33333333"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00156","","","","1","17.59","50.7","1","15","19","9","9","10","8","5","3","1","6","7","8","3","5","4.1","1.2","8.3","5.3","13.6","34","0.273333333","0.063157895","0.155882353","3.777777778","3.4","1.666666667","1.5","0.588888889","0.53","0.922222222","0.83","44.11764706","38.97058824","90","34.69428008","1.838796844","13.66666667","15.18518519","17.66666667","19.62962963","27.66666667","30.74074074","6.129322814","6.810358682","45.33333333","50.37037037"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00157","","","","1","","","1","13","45","9","9","10","8","","","1","5","6","9","3","4","2.7","2.5","11","5.2","16.2","58","0.207692308","0.055555556","0.089655172","6.444444444","5.8","1.444444444","1.3","0.577777778","0.52","1.222222222","1.1","22.4137931","32.09876543","90","","","9","10","17.33333333","19.25925926","36.66666667","40.74074074","","","54","60"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00158","","","","1","16.3","50.67","1","8","16","9","9","10","9","4","2","1","6","6","9","2","4","2","1.4","7.6","3.4","11","24","0.25","0.0875","0.141666667","2.666666667","2.4","0.888888889","0.8","0.377777778","0.34","0.844444444","0.76","33.33333333","30.90909091","90","32.16893625","1.093743833","6.666666667","7.407407407","11.33333333","12.59259259","25.33333333","28.14814815","3.645812775","4.050903084","36.66666667","40.74074074"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00159","","","","1","18.71","50.63","2","9","29","7","7","10","7","7","3","1","4","4","9","3","4","1.4","1.3","14.3","2.7","17","38","0.155555556","0.044827586","0.071052632","5.428571429","3.8","1.285714286","0.9","0.385714286","0.27","2.042857143","1.43","23.68421053","15.88235294","70","36.95437488","0.997768122","4.666666667","6.666666667","9","12.85714286","47.66666667","68.0952381","3.325893739","4.75127677","56.66666667","80.95238095"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00160","","","","1","","","2","16","6","10","10","10","10","","","1","6","6","3","5","8","2.2","0.5","3.8","2.7","6.5","22","0.1375","0.083333333","0.122727273","2.2","2.2","1.6","1.6","0.27","0.27","0.38","0.38","72.72727273","41.53846154","100","","","7.333333333","7.333333333","9","9","12.66666667","12.66666667","","","21.66666667","21.66666667"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00161","","","","1","11.53","50.04","2","24","12","10","10","10","10","8","6","1","7","8","6","3","5","4.2","1","5.3","5.2","10.5","36","0.175","0.083333333","0.144444444","3.6","3.6","2.4","2.4","0.52","0.52","0.53","0.53","66.66666667","49.52380952","100","23.04156675","1.198161471","14","14","17.33333333","17.33333333","17.66666667","17.66666667","3.993871569","3.993871569","35","35"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00162","","","","1","19.55","50.41","1","21","9","8","8","10","8","5","3","1","7","7","8","3","4","2.1","0.9","9.1","3","12.1","30","0.1","0.1","0.1","3.75","3","2.625","2.1","0.375","0.3","1.1375","0.91","70","24.79338843","80","38.7819877","1.163459631","7","8.75","10","12.5","30.33333333","37.91666667","3.87819877","4.847748463","40.33333333","50.41666667"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00163","","","","1","","","1","49","13","10","10","10","10","","","1","4","7","7","2","5","4.9","1.3","7.8","6.2","14","62","0.1","0.1","0.1","6.2","6.2","4.9","4.9","0.62","0.62","0.78","0.78","79.03225806","44.28571429","100","","","16.33333333","16.33333333","20.66666667","20.66666667","26","26","","","46.66666667","46.66666667"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00164","","","","1","","","1","0","4","10","10","10","2","","","1","4","4","7","2","5","0","0.4","5.7","0.4","6.1","4","","0.1","0.1","0.4","0.4","0","0","0.04","0.04","0.57","0.57","0","6.557377049","100","","","0","0","1.333333333","1.333333333","19","19","","","20.33333333","20.33333333"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00165","","","","1","","","1","15","8","9","9","10","7","","","1","5","5","9","5","3","1.5","0.8","17.6","2.3","19.9","23","0.1","0.1","0.1","2.555555556","2.3","1.666666667","1.5","0.255555556","0.23","1.955555556","1.76","65.2173913","11.55778894","90","","","5","5.555555556","7.666666667","8.518518519","58.66666667","65.18518519","","","66.33333333","73.7037037"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00166","","","","1","16.13","50.53","1","26","12","8","8","10","7","3","8","1","6","7","8","4","4","2.6","1.2","19.8","3.8","23.6","38","0.1","0.1","0.1","4.75","3.8","3.25","2.6","0.475","0.38","2.475","1.98","68.42105263","16.10169492","80","31.92163071","1.213021967","8.666666667","10.83333333","12.66666667","15.83333333","66","82.5","4.043406557","5.054258196","78.66666667","98.33333333"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00167","","","","1","","","1","26","11","10","10","10","8","","","1","5","6","9","3","3","2.6","1.1","8.8","3.7","12.5","37","0.1","0.1","0.1","3.7","3.7","2.6","2.6","0.37","0.37","0.88","0.88","70.27027027","29.6","100","","","8.666666667","8.666666667","12.33333333","12.33333333","29.33333333","29.33333333","","","41.66666667","41.66666667"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00168","","","","1","18.08","50.5","3","34","13","10","10","10","10","5","8","1","4","6","7","4","5","3.4","1.3","4.3","4.7","9","47","0.1","0.1","0.1","4.7","4.7","3.4","3.4","0.47","0.47","0.43","0.43","72.34042553","52.22222222","100","35.8019802","1.682693069","11.33333333","11.33333333","15.66666667","15.66666667","14.33333333","14.33333333","5.608976898","5.608976898","30","30"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00169","","","","1","20.02","50.58","1","58","15","9","9","10","9","3","8","1","7","7","8","4","4","5.8","1.5","10.3","7.3","17.6","73","0.1","0.1","0.1","8.111111111","7.3","6.444444444","5.8","0.811111111","0.73","1.144444444","1.03","79.45205479","41.47727273","90","39.580862","2.889402926","19.33333333","21.48148148","24.33333333","27.03703704","34.33333333","38.14814815","9.631343087","10.70149232","58.66666667","65.18518519"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00170","","","","1","","","2","12","5","9","9","10","6","","","1","4","5","7","6","5","1.2","0.5","4.5","1.7","6.2","17","0.1","0.1","0.1","1.888888889","1.7","1.333333333","1.2","0.188888889","0.17","0.5","0.45","70.58823529","27.41935484","90","","","4","4.444444444","5.666666667","6.296296296","15","16.66666667","","","20.66666667","22.96296296"
