"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Fresh weight of storage root samples measuring g|CO_331:0000243","Content of fructose in dry weight basis in boiled storage roots measuring g per 100g|CO_331:0001046","Content of glucose in dry weight basis in boiled storage roots measuring g per 100g|CO_331:0001048","Content of maltose in dry weight basis in boiled storage roots measuring g per 100g|CO_331:0001052","Millipede damage estimating 1-9|CO_331:0000805","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants established per NET plot|CO_331:0000192","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Content of starch in dry weight basis in boiled storage roots measuring percentage|CO_331:2000027","Storage root shape estimating 1-9 CIP|CO_331:0000181","Storage root dry matter content computing percent|CO_331:0000297","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of sucrose in dry weight basis in boiled storage roots measuring g per 100g|CO_331:0001050","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Biomass yield in tons per ha|CO_331:0001003"
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00050","","","","3","50.49","0","1.377951","5.7569852","1","8","2","3","3","2","9","9","1","64.4884872","3","28.83739354","3","3","10.3058243","7","1","1.14","0.08","2.38","1.22","3.6","10","0.1425","0.04","0.122","3.333333333","2.666666667","0.406666667","0.793333333","80","33.88888889","0.351816201","12.66666667","13.55555556","26.44444444","3.909068902","40"
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00051","","","","","","","","","","","","3","3","","","","","","","","","","","6","2","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00052","","","","","49.71","0.675877","1.721982","10.8419743","","","","3","3","","2","6","","61.382103","2","31.92516596","","","16.6975479","7","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00053","","","","3","","","","","1","5","3","2","3","2","","","1","","","","1","1","","7","1","1.6","0.04","1.2","1.64","2.84","8","0.32","0.013333333","0.205","2.666666667","1.666666667","0.546666667","0.4","62.5","57.74647887","","17.77777778","18.22222222","13.33333333","","31.55555556"
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00054","","","","","","","","","","","","3","3","","","","","","","","","","","7","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00055","","","","","","","","","","","","3","3","","","","","","","","","","","7","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00056","","","","","","","","","","","","2","3","","","","","","","","","","","7","2","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00057","","","","","","","","","","","","1","3","","","","","","","","","","","7","2","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00058","","","","","","","","","","","","2","3","","","","","","","","","","","7","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00059","","","","","","","","","","","","3","3","","","","","","","","","","","7","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00006","","","","3","50.68","0","2.8983099","15.640213","1","13","6","3","3","3","9","9","1","58.6210251","3","31.70876085","3","3","10.369072","6","2","2.74","0.56","1.3","3.3","4.6","19","0.210769231","0.093333333","0.173684211","6.333333333","4.333333333","1.1","0.433333333","68.42105263","71.73913043","1.046389108","30.44444444","36.66666667","14.44444444","11.62654565","51.11111111"
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00060","","","","","","","","","","","","1","3","","","","","","","","","","","7","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00061","","","","","","","","","","","","2","3","","","","","","","","","","","7","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00062","","","","","","","","","","","","3","3","","","","","","","","","","","7","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00063","","","","","","","","","","","","3","3","","","","","","","","","","","7","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00064","","","","","","","","","","","","3","3","","","","","","","","","","","7","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00065","","","","","50.13","0","3.100229","19.1615639","","","","3","3","","9","9","","55.0244675","3","32.19628965","","","13.6251373","7","2","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00066","","","","","","","","","","","","3","3","","","","","","","","","","","7","1","","","1.6","","","","","","","","","","0.533333333","","","","","","17.77777778","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00067","","","","","","","","","","","","3","3","","","","","","","","","","","7","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00068","","","","1","50.47","0","4.4523911","21.5059185","1","9","4","2","3","2","9","9","1","56.512043","2","35.05052506","1","3","9.9010849","7","1","1.48","0.1","0.88","1.58","2.46","13","0.164444444","0.025","0.121538462","4.333333333","3","0.526666667","0.293333333","69.23076923","64.22764228","0.553798296","16.44444444","17.55555556","9.777777778","6.153314399","27.33333333"
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00069","","","","5","50.98","0","4.2656708","19.6715603","3","","4","3","3","2","9","9","1","53.967392","3","32.18909376","1","3","11.2447205","8","1","8","0.04","1.68","8.04","9.72","","","0.01","","","","2.68","0.56","","82.71604938","2.588003138","88.88888889","89.33333333","18.66666667","28.75559043","108"
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00007","","","","3","","","","","3","11","7","3","3","2","","","1","","","","1","3","","8","1","2.12","0.44","4.92","2.56","7.48","18","0.192727273","0.062857143","0.142222222","6","3.666666667","0.853333333","1.64","61.11111111","34.22459893","","23.55555556","28.44444444","54.66666667","","83.11111111"
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00070","","","","","","","","","","","","3","3","","","","","","","","","","","7","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00071","","","","","","","","","","","","3","3","","","","","","","","","","","8","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00072","","","","","","","","","","","","2","3","","","","","","","","","","","7","2","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00073","","","","","","","","","","","","3","3","","","","","","","","","","","7","2","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00074","","","","","","","","","","","","2","3","","","","","","","","","","","7","1","","","1.3","","","","","","","","","","0.433333333","","","","","","14.44444444","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00075","","","","","49.91","1.264074","2.0158219","22.7522526","","9","4","3","3","3","2","8","","55.778801","3","31.39651372","","","20.4288254","9","1","2.1","0.38","7.68","2.48","10.16","13","0.233333333","0.095","0.190769231","4.333333333","3","0.826666667","2.56","69.23076923","24.40944882","0.77863354","23.33333333","27.55555556","85.33333333","8.651483781","112.8888889"
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00076","","","","","","","","","","","","3","3","","","","","","","","","","","7","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00077","","","","","","","","","","","","3","3","","","","","","","","","","","7","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00078","","","","","","","","","","","","3","3","","","","","","","","","","","6","3","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00079","","","","","","","","","","","","3","3","","","","","","","","","","","7","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00008","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00080","","","","","","","","","","","","2","3","","","","","","","","","","","7","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00081","","","","","","","","","","","","2","3","","","","","","","","","","","7","2","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00082","","","","","","","","","","","","3","3","","","","","","","","","","","7","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00083","","","","","","","","","","","","3","3","","","","","","","","","","","7","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00084","","","","","","","","","","","","2","3","","","","","","","","","","","7","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00085","","","","","","","","","","","","1","3","","","","","","","","","","","6","2","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00086","","","","","","","","","","","","2","3","","","","","","","","","","","7","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00087","","","","","","","","","","","","3","3","","","","","","","","","","","5","3","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00088","","","","","","","","","","","","3","3","","","","","","","","","","","7","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00089","","","","","","","","","","","","3","3","","","","","","","","","","","7","2","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00009","","","","","","","","","","","","3","3","","","","","","","","","","","7","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00090","","","","","","","","","","","","3","3","","","","","","","","","","","7","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00091","","","","","","","","","","","","3","3","","","","","","","","","","","7","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00092","","","","","","","","","","","","2","3","","","","","","","","","","","6","2","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00093","","","","3","50.13","1.081179","3.330667","6.8374252","1","9","11","3","3","3","5","5","1","54.4412613","3","27.44863355","1","5","19.8656235","8","1","1.3","0.24","2.9","1.54","4.44","20","0.144444444","0.021818182","0.077","6.666666667","3","0.513333333","0.966666667","45","34.68468468","0.422708957","14.44444444","17.11111111","32.22222222","4.696766185","49.33333333"
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00094","","","","5","","","","","3","8","7","3","3","3","","","5","","","","3","3","","6","2","1.34","0.46","0.72","1.8","2.52","15","0.1675","0.065714286","0.12","5","2.666666667","0.6","0.24","53.33333333","71.42857143","","14.88888889","20","8","","28"
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00095","","","","","","","","","","","","3","3","","","","","","","","","","","8","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00096","","","","","","","","","","","","3","3","","","","","","","","","","","7","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00097","","","","","","","","","","","","2","3","","","","","","","","","","","6","2","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00098","","","","","","","","","","","","2","3","","","","","","","","","","","7","2","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00099","","","","","","","","","","","","3","3","","","","","","","","","","","8","1","","","","","","","","","","","","","","","","","","","","",""
