"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01340","","","","0","0","3","1","3","0","7","1","1","0","0","1.6","0","1.6","0","","","","0","0","0","0","0","0","1.6","0.533333333","","0","33.33333333","0","0","0","0","17.77777778","53.33333333","17.77777778","53.33333333"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01341","","","","0","0","","0","3","0","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01342","","","","0","0","","0","3","0","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01343","","","","0","0","3","0","3","0","","3","3","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01344","","","","0","0","1","0","3","0","","7","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01345","","","","0","0","3","2","3","0","7","1","1","0","0","1.36","0","1.36","0","","","","0","0","0","0","0","0","0.68","0.453333333","","0","66.66666667","0","0","0","0","15.11111111","22.66666667","15.11111111","22.66666667"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01346","","","","0","0","2","0","3","0","","3","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01347","","","","0","0","3","1","3","0","8","1","1","0","0","1.62","0","1.62","0","","","","0","0","0","0","0","0","1.62","0.54","","0","33.33333333","0","0","0","0","18","54","18","54"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01348","","","","0","0","1","0","3","0","","7","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01349","","","","0","0","3","0","3","0","","2","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01350","","","","0","0","2","0","3","0","","3","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01351","","","","0","0","2","0","3","0","","1","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01352","","","","0","0","","0","3","0","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01353","","","","2","0","3","3","3","","7","1","1","0.44","0","1.62","0.44","2.06","2","0.22","","0.22","0.666666667","0.666666667","0.666666667","0.666666667","0.146666667","0.146666667","0.54","0.54","100","21.3592233","100","4.888888889","4.888888889","4.888888889","4.888888889","18","18","22.88888889","22.88888889"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01354","","","","0","0","3","3","3","0","7","1","1","0","0","0.52","0","0.52","0","","","","0","0","0","0","0","0","0.173333333","0.173333333","","0","100","0","0","0","0","5.777777778","5.777777778","5.777777778","5.777777778"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01355","","","","0","0","2","0","3","0","","1","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01356","","","","0","5","3","3","3","2","7","1","1","0","0.34","1.12","0.34","1.46","5","","0.068","0.068","1.666666667","1.666666667","0","0","0.113333333","0.113333333","0.373333333","0.373333333","0","23.28767123","100","0","0","3.777777778","3.777777778","12.44444444","12.44444444","16.22222222","16.22222222"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01401","","","","2","","3","3","3","2","9","1","1","","0.2","5.52","","","","","","","","","0.666666667","0.666666667","","","1.84","1.84","","","100","","","","","61.33333333","61.33333333","",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01402","","","","0","0","3","1","3","0","7","3","1","0","0","2.04","0","2.04","0","","","","0","0","0","0","0","0","2.04","0.68","","0","33.33333333","0","0","0","0","22.66666667","68","22.66666667","68"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01403","","","","0","0","","0","3","0","7","","1","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01404","","","","0","0","2","1","3","0","7","3","1","0","0","5.42","0","5.42","0","","","","0","0","0","0","0","0","5.42","1.806666667","","0","33.33333333","0","0","0","0","60.22222222","180.6666667","60.22222222","180.6666667"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01405","","","","0","0","","0","3","0","9","","1","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01406","","","","0","3","2","2","3","1","7","1","3","0","0.14","2.22","0.14","2.36","3","","0.046666667","0.046666667","1.5","1","0","0","0.07","0.046666667","1.11","0.74","0","5.93220339","66.66666667","0","0","1.555555556","2.333333333","24.66666667","37","26.22222222","39.33333333"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01407","","","","0","0","1","0","3","0","","5","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01408","","","","3","2","3","2","3","2","8","1","1","0.8","0.12","1.68","0.92","2.6","5","0.266666667","0.06","0.184","2.5","1.666666667","1.5","1","0.46","0.306666667","0.84","0.56","60","35.38461538","66.66666667","8.888888889","13.33333333","10.22222222","15.33333333","18.66666667","28","28.88888889","43.33333333"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01409","","","","0","0","1","1","3","0","7","1","7","0","0","0.04","0","0.04","0","","","","0","0","0","0","0","0","0.04","0.013333333","","0","33.33333333","0","0","0","0","0.444444444","1.333333333","0.444444444","1.333333333"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01410","","","","0","0","2","0","3","0","1","5","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01411","","","","0","1","1","1","3","1","6","5","2","0","0.06","1.38","0.06","1.44","1","","0.06","0.06","1","0.333333333","0","0","0.06","0.02","1.38","0.46","0","4.166666667","33.33333333","0","0","0.666666667","2","15.33333333","46","16","48"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01412","","","","0","7","3","2","3","2","7","2","1","0","0.34","3.02","0.34","3.36","7","","0.048571429","0.048571429","3.5","2.333333333","0","0","0.17","0.113333333","1.51","1.006666667","0","10.11904762","66.66666667","0","0","3.777777778","5.666666667","33.55555556","50.33333333","37.33333333","56"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01413","","","","0","0","2","1","3","0","7","2","1","0","0","1.1","0","1.1","0","","","","0","0","0","0","0","0","1.1","0.366666667","","0","33.33333333","0","0","0","0","12.22222222","36.66666667","12.22222222","36.66666667"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01414","","","","0","0","","0","3","0","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01415","","","","0","0","","0","3","0","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01416","","","","1","0","3","2","3","1","8","1","1","0.2","0","2.12","0.2","2.32","1","0.2","","0.2","0.5","0.333333333","0.5","0.333333333","0.1","0.066666667","1.06","0.706666667","100","8.620689655","66.66666667","2.222222222","3.333333333","2.222222222","3.333333333","23.55555556","35.33333333","25.77777778","38.66666667"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01417","","","","0","0","1","1","3","0","","3","","0","0","1.58","0","1.58","0","","","","0","0","0","0","0","0","1.58","0.526666667","","0","33.33333333","0","0","0","0","17.55555556","52.66666667","17.55555556","52.66666667"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01418","","","","0","0","3","1","3","0","6","1","1","0","0","2.14","0","2.14","0","","","","0","0","0","0","0","0","2.14","0.713333333","","0","33.33333333","0","0","0","0","23.77777778","71.33333333","23.77777778","71.33333333"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01419","","","","0","0","","0","3","0","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01420","","","","0","0","3","0","3","0","","1","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01421","","","","1","0","3","3","3","1","7","2","2","0.2","0","2","0.2","2.2","1","0.2","","0.2","0.333333333","0.333333333","0.333333333","0.333333333","0.066666667","0.066666667","0.666666667","0.666666667","100","9.090909091","100","2.222222222","2.222222222","2.222222222","2.222222222","22.22222222","22.22222222","24.44444444","24.44444444"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01422","","","","0","0","1","0","3","0","7","7","1","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01423","","","","4","1","3","3","3","3","7","1","1","0.9","0.04","1.44","0.94","2.38","5","0.225","0.04","0.188","1.666666667","1.666666667","1.333333333","1.333333333","0.313333333","0.313333333","0.48","0.48","80","39.49579832","100","10","10","10.44444444","10.44444444","16","16","26.44444444","26.44444444"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01424","","","","0","0","1","2","3","0","6","7","1","0","0","0.76","0","0.76","0","","","","0","0","0","0","0","0","0.38","0.253333333","","0","66.66666667","0","0","0","0","8.444444444","12.66666667","8.444444444","12.66666667"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01425","","","","0","3","2","2","3","2","7","1","1","0","0.2","0.86","0.2","1.06","3","","0.066666667","0.066666667","1.5","1","0","0","0.1","0.066666667","0.43","0.286666667","0","18.86792453","66.66666667","0","0","2.222222222","3.333333333","9.555555556","14.33333333","11.77777778","17.66666667"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01426","","","","0","0","2","1","3","0","6","5","5","0","0","0.42","0","0.42","0","","","","0","0","0","0","0","0","0.42","0.14","","0","33.33333333","0","0","0","0","4.666666667","14","4.666666667","14"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01427","","","","0","0","2","0","3","0","","5","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01428","","","","0","1","1","2","3","1","6","7","1","0","0.04","0.46","0.04","0.5","1","","0.04","0.04","0.5","0.333333333","0","0","0.02","0.013333333","0.23","0.153333333","0","8","66.66666667","0","0","0.444444444","0.666666667","5.111111111","7.666666667","5.555555556","8.333333333"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01429","","","","0","0","1","0","3","0","","5","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01430","","","","0","0","3","0","3","0","","5","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01431","","","","0","0","3","0","3","0","","1","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01432","","","","0","0","","0","3","0","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01433","","","","0","0","","0","3","0","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01434","","","","0","6","3","3","3","3","8","1","1","0","0.14","2.06","0.14","2.2","6","","0.023333333","0.023333333","2","2","0","0","0.046666667","0.046666667","0.686666667","0.686666667","0","6.363636364","100","0","0","1.555555556","1.555555556","22.88888889","22.88888889","24.44444444","24.44444444"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01435","","","","0","0","","0","3","0","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01436","","","","0","0","","3","3","0","9","","3","0","0","3.84","0","3.84","0","","","","0","0","0","0","0","0","1.28","1.28","","0","100","0","0","0","0","42.66666667","42.66666667","42.66666667","42.66666667"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01437","","","","0","0","1","0","3","0","","3","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01438","","","","0","0","1","2","3","0","9","","1","0","0","5.04","0","5.04","0","","","","0","0","0","0","0","0","2.52","1.68","","0","66.66666667","0","0","0","0","56","84","56","84"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01439","","","","0","0","1","0","3","0","","3","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01440","","","","0","0","2","0","3","0","","1","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01441","","","","0","0","","0","3","0","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01442","","","","0","0","","0","3","0","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01443","","","","0","0","","0","3","0","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01444","","","","0","0","2","0","3","0","","3","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01445","","","","0","0","3","0","3","0","","1","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01446","","","","0","0","1","0","3","0","","7","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01447","","","","0","3","6","1","3","1","7","2","1","0","0.18","1.78","0.18","1.96","3","","0.06","0.06","3","1","0","0","0.18","0.06","1.78","0.593333333","0","9.183673469","33.33333333","0","0","2","6","19.77777778","59.33333333","21.77777778","65.33333333"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01448","","","","0","0","1","0","3","0","","1","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01449","","","","0","0","","0","3","0","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01450","","","","0","0","","0","3","0","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01451","","","","0","0","2","0","3","0","","5","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01452","","","","0","0","","0","3","0","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01453","","","","0","0","","0","3","0","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01454","","","","0","0","3","2","3","0","7","2","","0","0","2.9","0","2.9","0","","","","0","0","0","0","0","0","1.45","0.966666667","","0","66.66666667","0","0","0","0","32.22222222","48.33333333","32.22222222","48.33333333"
