"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Sprouting ability estimating 1-9|CO_331:0000277","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004 "
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00383","","","","10","6","2","2","2","2","1","6","0","0","0","0","0.45","","","","","","","0","0.45","0","","","","0","0","0","0","0","0","0.075","0.045","","0","60","0","0","1.5","1.5","0","0","2.5","2.5"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01547","","","","10","9","5","2","4","2","3","9","0","0","0","0","0.022","","","","","","","0","0.022","0","","","","0","0","0","0","0","0","0.002444444","0.0022","","0","90","0","0","0.073333333","0.073333333","0","0","0.081481481","0.081481481"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01458","","","","10","2","3","2","3","2","2","2","0","0","0","0","0.08","","","","","","","0","0.08","0","","","","0","0","0","0","0","0","0.04","0.008","","0","20","0","0","0.266666667","0.266666667","0","0","1.333333333","1.333333333"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01727","","","","10","3","2","2","2","2","1","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-02268","","","","10","3","1","2","2","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01290","","","","10","10","7","2","1","2","2","7","0","0","0","0","2.2","","","","","","","0","2.2","0","","","","0","0","0","0","0","0","0.314285714","0.22","","0","70","0","0","7.333333333","7.333333333","0","0","10.47619048","10.47619048"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01947","","","","10","10","8","2","1","2","2","10","5","1","1.15","0.09","2.3","6","5","1","6","1","1","1.24","3.54","6","0.23","0.09","0.206666667","0.6","0.6","0.5","0.5","0.124","0.124","0.23","0.23","83.33333333","35.02824859","100","3.833333333","4.133333333","7.666666667","11.8","3.833333333","4.133333333","7.666666667","11.8"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-02032","","","","10","8","6","1","2","2","2","8","10","1","1.88","0.11","6.3","6","3","1","8","4","3","1.99","8.29","11","0.188","0.11","0.180909091","1.375","1.1","1.25","1","0.24875","0.199","0.7875","0.63","90.90909091","24.00482509","80","6.266666667","6.633333333","21","27.63333333","7.833333333","8.291666667","26.25","34.54166667"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-02274","","","","10","7","3","2","3","2","1","7","1","0","0.09","0","0.8","6","4","1","2","5","1","0.09","0.89","1","0.09","","0.09","0.142857143","0.1","0.142857143","0.1","0.012857143","0.009","0.114285714","0.08","100","10.11235955","70","0.3","0.3","2.666666667","2.966666667","0.428571429","0.428571429","3.80952381","4.238095238"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01957","","","","10","8","6","2","4","2","4","8","0","0","0","0","1.3","","","","","","","0","1.3","0","","","","0","0","0","0","0","0","0.1625","0.13","","0","80","0","0","4.333333333","4.333333333","0","0","5.416666667","5.416666667"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-02244","","","","10","9","3","3","3","2","1","9","0","0","0","0","0.9","","","","","","","0","0.9","0","","","","0","0","0","0","0","0","0.1","0.09","","0","90","0","0","3","3","0","0","3.333333333","3.333333333"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-02258","","","","10","8","3","3","3","1","1","8","0","0","0","0","0.65","","","","","","","0","0.65","0","","","","0","0","0","0","0","0","0.08125","0.065","","0","80","0","0","2.166666667","2.166666667","0","0","2.708333333","2.708333333"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-02354","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01114","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01614","","","","10","4","2","2","1","3","3","4","0","0","0","0","0.15","","","","","","","0","0.15","0","","","","0","0","0","0","0","0","0.0375","0.015","","0","40","0","0","0.5","0.5","0","0","1.25","1.25"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01360","","","","10","9","7","2","3","3","3","9","5","7","0.39","0.16","1.65","6","2","1","7","6","1","0.55","2.2","12","0.078","0.022857143","0.045833333","1.333333333","1.2","0.555555556","0.5","0.061111111","0.055","0.183333333","0.165","41.66666667","25","90","1.3","1.833333333","5.5","7.333333333","1.444444444","2.037037037","6.111111111","8.148148148"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00222","","","","10","1","2","3","3","2","1","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00096","","","","10","7","4","3","3","2","2","6","3","1","0.18","0.02","0.8","9","4","1","2","4","1","0.2","1","4","0.06","0.02","0.05","0.666666667","0.4","0.5","0.3","0.033333333","0.02","0.133333333","0.08","75","20","60","0.6","0.666666667","2.666666667","3.333333333","1","1.111111111","4.444444444","5.555555556"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01161","","","","10","7","7","2","1","2","1","7","3","4","0.2","0.06","1","2","4","1","3","5","1","0.26","1.26","7","0.066666667","0.015","0.037142857","1","0.7","0.428571429","0.3","0.037142857","0.026","0.142857143","0.1","42.85714286","20.63492063","70","0.666666667","0.866666667","3.333333333","4.2","0.952380952","1.238095238","4.761904762","6"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01584","","","","10","5","5","2","3","2","4","5","0","2","0","0.04","0.3","2","3","2","3","7","3","0.04","0.34","2","","0.02","0.02","0.4","0.2","0","0","0.008","0.004","0.06","0.03","0","11.76470588","50","0","0.133333333","1","1.133333333","0","0.266666667","2","2.266666667"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01837","","","","10","10","7","2","2","2","2","10","0","5","0","0.19","5.35","6","3","1","9","9","1","0.19","5.54","5","","0.038","0.038","0.5","0.5","0","0","0.019","0.019","0.535","0.535","0","3.429602888","100","0","0.633333333","17.83333333","18.46666667","0","0.633333333","17.83333333","18.46666667"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01586","","","","10","1","5","2","1","2","2","1","0","2","0","0.04","0.5","2","4","1","8","8","1","0.04","0.54","2","","0.02","0.02","2","0.2","0","0","0.04","0.004","0.5","0.05","0","7.407407407","10","0","0.133333333","1.666666667","1.8","0","1.333333333","16.66666667","18"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01567","","","","10","9","3","2","3","2","2","9","0","0","0","0","0.03","","","","","","","0","0.03","0","","","","0","0","0","0","0","0","0.003333333","0.003","","0","90","0","0","0.1","0.1","0","0","0.111111111","0.111111111"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00297","","","","10","7","6","2","3","2","1","7","17","13","2.23","0.25","3.95","2","2","1","8","4","1","2.48","6.43","30","0.131176471","0.019230769","0.082666667","4.285714286","3","2.428571429","1.7","0.354285714","0.248","0.564285714","0.395","56.66666667","38.56920684","70","7.433333333","8.266666667","13.16666667","21.43333333","10.61904762","11.80952381","18.80952381","30.61904762"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01724","","","","10","10","5","2","3","2","2","10","0","2","0","0.07","0.8","2","2","1","8","7","1","0.07","0.87","2","","0.035","0.035","0.2","0.2","0","0","0.007","0.007","0.08","0.08","0","8.045977011","100","0","0.233333333","2.666666667","2.9","0","0.233333333","2.666666667","2.9"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00757","","","","10","10","6","2","1","2","2","10","0","15","0","0.15","1.05","2","2","1","9","9","3","0.15","1.2","15","","0.01","0.01","1.5","1.5","0","0","0.015","0.015","0.105","0.105","0","12.5","100","0","0.5","3.5","4","0","0.5","3.5","4"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01373","","","","10","3","3","2","3","2","1","3","0","4","0","0.1","0.035","2","6","3","3","8","3","0.1","0.135","4","","0.025","0.025","1.333333333","0.4","0","0","0.033333333","0.01","0.011666667","0.0035","0","74.07407407","30","0","0.333333333","0.116666667","0.45","0","1.111111111","0.388888889","1.5"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00534","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01832","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-02074","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01436","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01444","","","","10","9","4","3","3","2","2","9","0","7","0","0.1","0.5","2","4","1","3","8","1","0.1","0.6","7","","0.014285714","0.014285714","0.777777778","0.7","0","0","0.011111111","0.01","0.055555556","0.05","0","16.66666667","90","0","0.333333333","1.666666667","2","0","0.37037037","1.851851852","2.222222222"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01554","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01225","","","","10","2","5","2","1","2","2","2","0","1","0","0.02","0.45","3","4","1","7","8","1","0.02","0.47","1","","0.02","0.02","0.5","0.1","0","0","0.01","0.002","0.225","0.045","0","4.255319149","20","0","0.066666667","1.5","1.566666667","0","0.333333333","7.5","7.833333333"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00563","","","","10","1","2","2","1","2","1","1","2","0","0.25","0","0.18","2","4","1","2","4","1","0.25","0.43","2","0.125","","0.125","2","0.2","2","0.2","0.25","0.025","0.18","0.018","100","58.13953488","10","0.833333333","0.833333333","0.6","1.433333333","8.333333333","8.333333333","6","14.33333333"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00249","","","","10","1","3","2","3","2","3","1","0","6","0","0.06","0.56","3","3","1","3","8","1","0.06","0.62","6","","0.01","0.01","6","0.6","0","0","0.06","0.006","0.56","0.056","0","9.677419355","10","0","0.2","1.866666667","2.066666667","0","2","18.66666667","20.66666667"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00491","","","","10","1","2","3","2","2","2","1","0","1","0","0.07","0.17","2","5","1","8","8","1","0.07","0.24","1","","0.07","0.07","1","0.1","0","0","0.07","0.007","0.17","0.017","0","29.16666667","10","0","0.233333333","0.566666667","0.8","0","2.333333333","5.666666667","8"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00275","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01338","","","","10","3","4","2","3","2","1","3","0","1","0","0.04","0.4","3","3","1","8","7","1","0.04","0.44","1","","0.04","0.04","0.333333333","0.1","0","0","0.013333333","0.004","0.133333333","0.04","0","9.090909091","30","0","0.133333333","1.333333333","1.466666667","0","0.444444444","4.444444444","4.888888889"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00798","","","","10","2","6","2","1","3","1","2","5","0","0.28","0","1.4","4","6","1","3","4","1","0.28","1.68","5","0.056","","0.056","2.5","0.5","2.5","0.5","0.14","0.028","0.7","0.14","100","16.66666667","20","0.933333333","0.933333333","4.666666667","5.6","4.666666667","4.666666667","23.33333333","28"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01896","","","","10","8","5","2","1","3","3","8","0","16","0","0.35","1.45","2","3","1","8","8","1","0.35","1.8","16","","0.021875","0.021875","2","1.6","0","0","0.04375","0.035","0.18125","0.145","0","19.44444444","80","0","1.166666667","4.833333333","6","0","1.458333333","6.041666667","7.5"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01498","","","","10","1","2","2","2","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00664","","","","10","2","1","1","1","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-02144","","","","10","6","6","2","1","3","2","6","0","2","0","0.03","1.1","2","4","1","9","9","1","0.03","1.13","2","","0.015","0.015","0.333333333","0.2","0","0","0.005","0.003","0.183333333","0.11","0","2.654867257","60","0","0.1","3.666666667","3.766666667","0","0.166666667","6.111111111","6.277777778"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01822","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-02278","","","","10","4","4","3","4","3","4","4","3","1","0.1","0.02","0.145","2","2","1","3","7","1","0.12","0.265","4","0.033333333","0.02","0.03","1","0.4","0.75","0.3","0.03","0.012","0.03625","0.0145","75","45.28301887","40","0.333333333","0.4","0.483333333","0.883333333","0.833333333","1","1.208333333","2.208333333"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01324","","","","10","2","2","2","2","2","2","2","0","0","0","0","0.015","","","","","","","0","0.015","0","","","","0","0","0","0","0","0","0.0075","0.0015","","0","20","0","0","0.05","0.05","0","0","0.25","0.25"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-02310","","","","10","1","1","1","1","1","1","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-02058","","","","10","7","5","1","1","2","2","7","11","19","0.67","0.47","1.25","2","4","2","7","6","1","1.14","2.39","30","0.060909091","0.024736842","0.038","4.285714286","3","1.571428571","1.1","0.162857143","0.114","0.178571429","0.125","36.66666667","47.69874477","70","2.233333333","3.8","4.166666667","7.966666667","3.19047619","5.428571429","5.952380952","11.38095238"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01305","","","","10","5","4","1","1","2","2","5","1","5","0.15","0.15","0.3","3","5","1","3","5","1","0.3","0.6","6","0.15","0.03","0.05","1.2","0.6","0.2","0.1","0.06","0.03","0.06","0.03","16.66666667","50","50","0.5","1","1","2","1","2","2","4"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01638","","","","10","2","6","1","1","2","2","2","5","0","0.42","0","0.35","4","7","1","8","5","1","0.42","0.77","5","0.084","","0.084","2.5","0.5","2.5","0.5","0.21","0.042","0.175","0.035","100","54.54545455","20","1.4","1.4","1.166666667","2.566666667","7","7","5.833333333","12.83333333"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-02095","","","","10","4","4","2","2","2","1","4","3","2","0.17","0.07","2.7","3","3","1","3","6","3","0.24","2.94","5","0.056666667","0.035","0.048","1.25","0.5","0.75","0.3","0.06","0.024","0.675","0.27","60","8.163265306","40","0.566666667","0.8","9","9.8","1.416666667","2","22.5","24.5"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00313","","","","10","4","3","3","2","3","1","4","0","0","0","0","0.35","","","","","","","0","0.35","0","","","","0","0","0","0","0","0","0.0875","0.035","","0","40","0","0","1.166666667","1.166666667","0","0","2.916666667","2.916666667"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-02069","","","","10","5","5","2","1","2","2","5","6","11","0.4","0.22","3.3","3","5","1","8","5","3","0.62","3.92","17","0.066666667","0.02","0.036470588","3.4","1.7","1.2","0.6","0.124","0.062","0.66","0.33","35.29411765","15.81632653","50","1.333333333","2.066666667","11","13.06666667","2.666666667","4.133333333","22","26.13333333"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01356","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00232","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00485","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00568","","","","10","10","6","2","2","2","2","10","8","11","0.5","0.3","2.3","2","2","1","9","5","6","0.8","3.1","19","0.0625","0.027272727","0.042105263","1.9","1.9","0.8","0.8","0.08","0.08","0.23","0.23","42.10526316","25.80645161","100","1.666666667","2.666666667","7.666666667","10.33333333","1.666666667","2.666666667","7.666666667","10.33333333"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00605","","","","10","10","8","3","2","2","3","9","13","7","1.39","0.17","2.6","1","2","1","6","5","1","1.56","4.16","20","0.106923077","0.024285714","0.078","2.222222222","2","1.444444444","1.3","0.173333333","0.156","0.288888889","0.26","65","37.5","90","4.633333333","5.2","8.666666667","13.86666667","5.148148148","5.777777778","9.62962963","15.40740741"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00667","","","","10","7","3","2","1","1","1","7","0","0","0","0","0.12","","","","","","","0","0.12","0","","","","0","0","0","0","0","0","0.017142857","0.012","","0","70","0","0","0.4","0.4","0","0","0.571428571","0.571428571"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-02150","","","","10","9","6","3","4","2","6","9","0","0","0","0","0.65","","","","","","","0","0.65","0","","","","0","0","0","0","0","0","0.072222222","0.065","","0","90","0","0","2.166666667","2.166666667","0","0","2.407407407","2.407407407"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00225","","","","10","10","4","3","3","3","6","8","0","0","0","0","0.4","","","","","","","0","0.4","0","","","","0","0","0","0","0","0","0.05","0.04","","0","80","0","0","1.333333333","1.333333333","0","0","1.666666667","1.666666667"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00260","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-02146","","","","10","9","3","2","1","2","1","9","0","0","0","0","0.45","","","","","","","0","0.45","0","","","","0","0","0","0","0","0","0.05","0.045","","0","90","0","0","1.5","1.5","0","0","1.666666667","1.666666667"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01284","","","","10","10","3","1","1","2","1","10","0","0","0","0","0.65","","","","","","","0","0.65","0","","","","0","0","0","0","0","0","0.065","0.065","","0","100","0","0","2.166666667","2.166666667","0","0","2.166666667","2.166666667"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-02119","","","","10","10","5","2","3","2","2","7","0","2","0","0.05","2.7","2","2","1","3","8","1","0.05","2.75","2","","0.025","0.025","0.285714286","0.2","0","0","0.007142857","0.005","0.385714286","0.27","0","1.818181818","70","0","0.166666667","9","9.166666667","0","0.238095238","12.85714286","13.0952381"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01394","","","","10","2","3","3","3","2","2","2","0","2","0","0.05","0.25","2","2","1","9","9","1","0.05","0.3","2","","0.025","0.025","1","0.2","0","0","0.025","0.005","0.125","0.025","0","16.66666667","20","0","0.166666667","0.833333333","1","0","0.833333333","4.166666667","5"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01815","","","","10","2","5","1","1","2","2","2","0","0","0","0","0.1","","","","","","","0","0.1","0","","","","0","0","0","0","0","0","0.05","0.01","","0","20","0","0","0.333333333","0.333333333","0","0","1.666666667","1.666666667"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00908","","","","10","7","8","2","1","2","3","7","17","6","1.25","0.12","4.1","2","3","1","3","5","1","1.37","5.47","23","0.073529412","0.02","0.059565217","3.285714286","2.3","2.428571429","1.7","0.195714286","0.137","0.585714286","0.41","73.91304348","25.04570384","70","4.166666667","4.566666667","13.66666667","18.23333333","5.952380952","6.523809524","19.52380952","26.04761905"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00631","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01756","","","","10","10","7","2","5","2","2","10","0","2","0","0.08","3.2","2","2","1","8","6","1","0.08","3.28","2","","0.04","0.04","0.2","0.2","0","0","0.008","0.008","0.32","0.32","0","2.43902439","100","0","0.266666667","10.66666667","10.93333333","0","0.266666667","10.66666667","10.93333333"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00527","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00710","","","","10","9","6","2","2","2","2","9","12","10","0.94","0.25","2.55","2","2","1","3","5","1","1.19","3.74","22","0.078333333","0.025","0.054090909","2.444444444","2.2","1.333333333","1.2","0.132222222","0.119","0.283333333","0.255","54.54545455","31.81818182","90","3.133333333","3.966666667","8.5","12.46666667","3.481481481","4.407407407","9.444444444","13.85185185"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01705","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01003","","","","10","7","5","2","1","2","2","7","2","2","0.18","0.05","1.65","2","3","1","3","6","1","0.23","1.88","4","0.09","0.025","0.0575","0.571428571","0.4","0.285714286","0.2","0.032857143","0.023","0.235714286","0.165","50","12.23404255","70","0.6","0.766666667","5.5","6.266666667","0.857142857","1.095238095","7.857142857","8.952380952"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01468","","","","10","6","6","2","3","2","3","6","0","0","0","0","0.75","","","","","","","0","0.75","0","","","","0","0","0","0","0","0","0.125","0.075","","0","60","0","0","2.5","2.5","0","0","4.166666667","4.166666667"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-02238","","","","10","4","3","1","3","2","2","4","0","0","0","0","0.36","","","","","","","0","0.36","0","","","","0","0","0","0","0","0","0.09","0.036","","0","40","0","0","1.2","1.2","0","0","3","3"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00925","","","","10","10","8","2","1","3","2","10","19","25","4.5","0.43","2.3","3","5","2","3","4","1","4.93","7.23","44","0.236842105","0.0172","0.112045455","4.4","4.4","1.9","1.9","0.493","0.493","0.23","0.23","43.18181818","68.18810512","100","15","16.43333333","7.666666667","24.1","15","16.43333333","7.666666667","24.1"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00913","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-02105","","","","10","6","2","1","2","2","1","4","0","0","0","0","0.35","","","","","","","0","0.35","0","","","","0","0","0","0","0","0","0.0875","0.035","","0","40","0","0","1.166666667","1.166666667","0","0","2.916666667","2.916666667"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-02222","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00975","","","","10","2","2","1","1","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
