"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Sprouting ability estimating 1-9|CO_331:0000277","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Number of storage roots after harvest per NET plot|CO_331:0000233","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Average total storage root weight computation kg|CO_331:0002040","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004 "
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01867","","","","3","1","1","2","6","1","1","1","0","0","0","0","3.4","","","","","","","0","3.4","","","0","0","0","0","0","0","0","3.4","1.133333333","","0","33.33333333","0","0","37.77777778","37.77777778","","0","0","113.3333333","113.3333333"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01868","","","","3","2","2","2","8","1","2","2","0","0","0","0","7","","","","","","","0","7","","","0","0","0","0","0","0","0","3.5","2.333333333","","0","66.66666667","0","0","77.77777778","77.77777778","","0","0","116.6666667","116.6666667"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01869","","","","3","1","1","3","7","1","2","1","0","0","0","0","3","","","","","","","0","3","","","0","0","0","0","0","0","0","3","1","","0","33.33333333","0","0","33.33333333","33.33333333","","0","0","100","100"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01870","","","","3","3","2","2","6","1","2","1","0","0","0","0","1.5","","","","","","","0","1.5","","","0","0","0","0","0","0","0","1.5","0.5","","0","33.33333333","0","0","16.66666667","16.66666667","","0","0","50","50"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01871","","","","3","2","2","2","7","1","2","1","0","0","0","0","4.1","","","","","","","0","4.1","","","0","0","0","0","0","0","0","4.1","1.366666667","","0","33.33333333","0","0","45.55555556","45.55555556","","0","0","136.6666667","136.6666667"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01872","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01873","","","","3","1","2","4","7","1","2","1","0","0","0","0","3","","","","","","","0","3","","","0","0","0","0","0","0","0","3","1","","0","33.33333333","0","0","33.33333333","33.33333333","","0","0","100","100"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01874","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01875","","","","3","3","2","3","6","1","2","1","0","0","0","0","0.4","","","","","","","0","0.4","","","0","0","0","0","0","0","0","0.4","0.133333333","","0","33.33333333","0","0","4.444444444","4.444444444","","0","0","13.33333333","13.33333333"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01876","","","","3","3","2","2","7","1","2","1","0","0","0","0","5","","","","","","","0","5","","","0","0","0","0","0","0","0","5","1.666666667","","0","33.33333333","0","0","55.55555556","55.55555556","","0","0","166.6666667","166.6666667"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01877","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01878","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01879","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01880","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01881","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01882","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01883","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01884","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01885","","","","3","2","1","3","7","1","2","2","0","0","0","0","12","","","","","","","0","12","","","0","0","0","0","0","0","0","6","4","","0","66.66666667","0","0","133.3333333","133.3333333","","0","0","200","200"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01886","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01887","","","","3","2","1","3","7","1","1","1","0","0","0","0","2","","","","","","","0","2","","","0","0","0","0","0","0","0","2","0.666666667","","0","33.33333333","0","0","22.22222222","22.22222222","","0","0","66.66666667","66.66666667"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01888","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01889","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01890","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01891","","","","3","3","2","2","6","1","2","1","0","0","0","0","0.4","","","","","","","0","0.4","","","0","0","0","0","0","0","0","0.4","0.133333333","","0","33.33333333","0","0","4.444444444","4.444444444","","0","0","13.33333333","13.33333333"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01892","","","","3","2","1","2","7","1","2","1","0","0","0","0","2","","","","","","","0","2","","","0","0","0","0","0","0","0","2","0.666666667","","0","33.33333333","0","0","22.22222222","22.22222222","","0","0","66.66666667","66.66666667"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01893","","","","3","3","2","2","7","1","2","1","0","0","0","0","3","","","","","","","0","3","","","0","0","0","0","0","0","0","3","1","","0","33.33333333","0","0","33.33333333","33.33333333","","0","0","100","100"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01894","","","","3","1","1","2","7","1","3","1","0","0","0","0","4","","","","","","","0","4","","","0","0","0","0","0","0","0","4","1.333333333","","0","33.33333333","0","0","44.44444444","44.44444444","","0","0","133.3333333","133.3333333"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01895","","","","3","3","1","2","7","1","3","1","0","0","0","0","5","","","","","","","0","5","","","0","0","0","0","0","0","0","5","1.666666667","","0","33.33333333","0","0","55.55555556","55.55555556","","0","0","166.6666667","166.6666667"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01896","","","","3","2","1","2","7","1","1","1","0","0","0","0","1.2","","","","","","","0","1.2","","","0","0","0","0","0","0","0","1.2","0.4","","0","33.33333333","0","0","13.33333333","13.33333333","","0","0","40","40"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01897","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01898","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01899","","","","3","1","1","2","6","1","1","1","0","0","0","0","7","","","","","","","0","7","","","0","0","0","0","0","0","0","7","2.333333333","","0","33.33333333","0","0","77.77777778","77.77777778","","0","0","233.3333333","233.3333333"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01900","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01901","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01902","","","","3","2","2","1","9","1","1","2","0","0","0","0","11","","","","","","","0","11","","","0","0","0","0","0","0","0","5.5","3.666666667","","0","66.66666667","0","0","122.2222222","122.2222222","","0","0","183.3333333","183.3333333"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01903","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01904","","","","3","2","2","2","5","1","2","1","0","0","0","0","1","","","","","","","0","1","","","0","0","0","0","0","0","0","1","0.333333333","","0","33.33333333","0","0","11.11111111","11.11111111","","0","0","33.33333333","33.33333333"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01905","","","","3","3","1","2","9","1","2","1","0","0","0","0","5","","","","","","","0","5","","","0","0","0","0","0","0","0","5","1.666666667","","0","33.33333333","0","0","55.55555556","55.55555556","","0","0","166.6666667","166.6666667"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01906","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01907","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01908","","","","3","3","2","2","9","1","1","1","0","0","0","0","4.3","","","","","","","0","4.3","","","0","0","0","0","0","0","0","4.3","1.433333333","","0","33.33333333","0","0","47.77777778","47.77777778","","0","0","143.3333333","143.3333333"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01909","","","","3","2","1","2","8","1","1","1","0","0","0","0","0.3","","","","","","","0","0.3","","","0","0","0","0","0","0","0","0.3","0.1","","0","33.33333333","0","0","3.333333333","3.333333333","","0","0","10","10"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01910","","","","3","1","1","2","5","1","1","1","0","0","0","0","0.1","","","","","","","0","0.1","","","0","0","0","0","0","0","0","0.1","0.033333333","","0","33.33333333","0","0","1.111111111","1.111111111","","0","0","3.333333333","3.333333333"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01911","","","","3","2","1","3","7","1","2","","0","0","0","0","0.6","","","","","","","0","0.6","","","0","","0","","0","","0","","0.2","","0","","0","0","6.666666667","6.666666667","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01912","","","","3","1","1","2","9","1","1","1","0","0","0","0","13","","","","","","","0","13","","","0","0","0","0","0","0","0","13","4.333333333","","0","33.33333333","0","0","144.4444444","144.4444444","","0","0","433.3333333","433.3333333"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01913","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01914","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01915","","","","3","1","1","2","6","1","2","1","0","0","0","0","1.8","","","","","","","0","1.8","","","0","0","0","0","0","0","0","1.8","0.6","","0","33.33333333","0","0","20","20","","0","0","60","60"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01916","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01917","","","","3","2","1","1","8","1","2","1","0","0","0","0","5.4","","","","","","","0","5.4","","","0","0","0","0","0","0","0","5.4","1.8","","0","33.33333333","0","0","60","60","","0","0","180","180"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01918","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01919","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01920","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01921","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01922","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01923","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01924","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01925","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01926","","","","3","1","2","2","6","1","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01927","","","","3","3","4","2","8","1","","1","0","0","0","0","3.2","","","","","","","0","3.2","","","0","0","0","0","0","0","0","3.2","1.066666667","","0","33.33333333","0","0","35.55555556","35.55555556","","0","0","106.6666667","106.6666667"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01928","","","","3","3","2","3","7","1","","2","0","0","0","0","3.2","","","","","","","0","3.2","","","0","0","0","0","0","0","0","1.6","1.066666667","","0","66.66666667","0","0","35.55555556","35.55555556","","0","0","53.33333333","53.33333333"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01929","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01930","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01931","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01932","","","","3","2","2","3","7","1","2","1","0","0","0","0","4.2","","","","","","","0","4.2","","","0","0","0","0","0","0","0","4.2","1.4","","0","33.33333333","0","0","46.66666667","46.66666667","","0","0","140","140"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01933","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01934","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01935","","","","3","3","1","4","7","1","2","1","0","0","0","0","5.2","","","","","","","0","5.2","","","0","0","0","0","0","0","0","5.2","1.733333333","","0","33.33333333","0","0","57.77777778","57.77777778","","0","0","173.3333333","173.3333333"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01936","","","","3","3","1","4","7","1","2","1","0","0","0","0","2.4","","","","","","","0","2.4","","","0","0","0","0","0","0","0","2.4","0.8","","0","33.33333333","0","0","26.66666667","26.66666667","","0","0","80","80"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01937","","","","3","1","1","3","5","1","2","1","0","0","0","0","1.8","","","","","","","0","1.8","","","0","0","0","0","0","0","0","1.8","0.6","","0","33.33333333","0","0","20","20","","0","0","60","60"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01938","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01939","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01940","","","","3","1","2","2","8","1","2","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01941","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01942","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01943","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01944","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01945","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01946","","","","3","1","1","2","7","1","2","1","0","0","0","0","2","","","","","","","0","2","","","0","0","0","0","0","0","0","2","0.666666667","","0","33.33333333","0","0","22.22222222","22.22222222","","0","0","66.66666667","66.66666667"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01947","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01948","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01949","","","","3","2","1","3","7","1","2","1","0","0","0","0","7","","","","","","","0","7","","","0","0","0","0","0","0","0","7","2.333333333","","0","33.33333333","0","0","77.77777778","77.77777778","","0","0","233.3333333","233.3333333"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01950","","","","3","3","3","4","7","1","2","2","0","0","0","0","1.4","","","","","","","0","1.4","","","0","0","0","0","0","0","0","0.7","0.466666667","","0","66.66666667","0","0","15.55555556","15.55555556","","0","0","23.33333333","23.33333333"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01951","","","","3","2","1","2","4","1","2","1","0","0","0","0","1.6","","","","","","","0","1.6","","","0","0","0","0","0","0","0","1.6","0.533333333","","0","33.33333333","0","0","17.77777778","17.77777778","","0","0","53.33333333","53.33333333"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01952","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01953","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01954","","","","3","2","3","3","7","1","2","1","0","0","0","0","5","","","","","","","0","5","","","0","0","0","0","0","0","0","5","1.666666667","","0","33.33333333","0","0","55.55555556","55.55555556","","0","0","166.6666667","166.6666667"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01955","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01956","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01957","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01958","","","","3","2","3","6","8","1","1","1","0","0","0","0","8","","","","","","","0","8","","","0","0","0","0","0","0","0","8","2.666666667","","0","33.33333333","0","0","88.88888889","88.88888889","","0","0","266.6666667","266.6666667"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01959","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01960","","","","3","1","1","7","6","1","2","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01961","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01962","","","","3","2","1","","","1","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01963","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01964","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01965","","","","3","2","1","3","7","1","2","1","0","0","0","0","1.2","","","","","","","0","1.2","","","0","0","0","0","0","0","0","1.2","0.4","","0","33.33333333","0","0","13.33333333","13.33333333","","0","0","40","40"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01966","","","","3","3","1","2","7","1","2","1","0","0","0","0","0.8","","","","","","","0","0.8","","","0","0","0","0","0","0","0","0.8","0.266666667","","0","33.33333333","0","0","8.888888889","8.888888889","","0","0","26.66666667","26.66666667"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01967","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01968","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01969","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01970","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01971","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01972","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
