"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Sprouting ability estimating 1-9|CO_331:0000277","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Number of storage roots after harvest per NET plot|CO_331:0000233","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Average total storage root weight computation kg|CO_331:0002040","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004 "
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01387","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01388","","","","3","2","3","2","9","1","2","1","0","0","0","0","9.4","","","","","","","0","9.4","","","0","0","0","0","0","0","0","9.4","3.133333333","","0","33.33333333","0","0","104.4444444","104.4444444","","0","0","313.3333333","313.3333333"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01389","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01390","","","","3","1","1","2","4","1","2","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01391","","","","3","1","1","2","7","1","1","1","0","0","0","0","3.8","","","","","","","0","3.8","","","0","0","0","0","0","0","0","3.8","1.266666667","","0","33.33333333","0","0","42.22222222","42.22222222","","0","0","126.6666667","126.6666667"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01392","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01393","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01394","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01395","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01396","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01397","","","","3","3","3","3","8","2","2","1","0","0","0","0","1.3","","","","","","","0","1.3","","","0","0","0","0","0","0","0","1.3","0.433333333","","0","33.33333333","0","0","14.44444444","14.44444444","","0","0","43.33333333","43.33333333"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01398","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01399","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01400","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01401","","","","3","1","1","2","6","1","1","1","0","0","0","0","0.2","","","","","","","0","0.2","","","0","0","0","0","0","0","0","0.2","0.066666667","","0","33.33333333","0","0","2.222222222","2.222222222","","0","0","6.666666667","6.666666667"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01402","","","","3","2","1","2","6","1","2","1","0","0","0","0","3.7","","","","","","","0","3.7","","","0","0","0","0","0","0","0","3.7","1.233333333","","0","33.33333333","0","0","41.11111111","41.11111111","","0","0","123.3333333","123.3333333"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01403","","","","3","2","1","","","1","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01404","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01405","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01406","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01407","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01408","","","","3","3","1","2","7","1","2","1","0","0","0","0","7.2","","","","","","","0","7.2","","","0","0","0","0","0","0","0","7.2","2.4","","0","33.33333333","0","0","80","80","","0","0","240","240"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01409","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01410","","","","3","2","1","3","6","1","2","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01411","","","","3","2","1","3","6","1","2","1","0","0","0","0","1.3","","","","","","","0","1.3","","","0","0","0","0","0","0","0","1.3","0.433333333","","0","33.33333333","0","0","14.44444444","14.44444444","","0","0","43.33333333","43.33333333"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01412","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01413","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01414","","","","3","2","1","1","6","1","1","1","0","0","0","0","0.4","","","","","","","0","0.4","","","0","0","0","0","0","0","0","0.4","0.133333333","","0","33.33333333","0","0","4.444444444","4.444444444","","0","0","13.33333333","13.33333333"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01415","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01416","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01417","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01418","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01421","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01422","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01423","","","","3","3","3","4","8","1","2","1","0","0","0","0","17","","","","","","","0","17","","","0","0","0","0","0","0","0","17","5.666666667","","0","33.33333333","0","0","188.8888889","188.8888889","","0","0","566.6666667","566.6666667"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01426","","","","3","2","1","1","8","1","1","1","0","0","0","0","5.4","","","","","","","0","5.4","","","0","0","0","0","0","0","0","5.4","1.8","","0","33.33333333","0","0","60","60","","0","0","180","180"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01427","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01428","","","","3","2","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01429","","","","3","2","2","2","7","1","1","1","0","0","0","0","3","","","","","","","0","3","","","0","0","0","0","0","0","0","3","1","","0","33.33333333","0","0","33.33333333","33.33333333","","0","0","100","100"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01430","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01431","","","","3","3","1","2","8","1","1","1","0","0","0","0","7","","","","","","","0","7","","","0","0","0","0","0","0","0","7","2.333333333","","0","33.33333333","0","0","77.77777778","77.77777778","","0","0","233.3333333","233.3333333"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01432","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01433","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01434","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01435","","","","3","2","1","6","6","1","2","1","0","0","0","0","1","","","","","","","0","1","","","0","0","0","0","0","0","0","1","0.333333333","","0","33.33333333","0","0","11.11111111","11.11111111","","0","0","33.33333333","33.33333333"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01436","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01437","","","","3","1","1","2","6","1","2","1","0","0","0","0","1.6","","","","","","","0","1.6","","","0","0","0","0","0","0","0","1.6","0.533333333","","0","33.33333333","0","0","17.77777778","17.77777778","","0","0","53.33333333","53.33333333"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01438","","","","3","2","1","6","6","1","2","1","0","0","0","0","2.7","","","","","","","0","2.7","","","0","0","0","0","0","0","0","2.7","0.9","","0","33.33333333","0","0","30","30","","0","0","90","90"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01439","","","","3","2","1","3","6","1","2","1","0","0","0","0","7.2","","","","","","","0","7.2","","","0","0","0","0","0","0","0","7.2","2.4","","0","33.33333333","0","0","80","80","","0","0","240","240"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01440","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01441","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01442","","","","3","3","1","2","6","1","2","1","0","0","0","0","1.3","","","","","","","0","1.3","","","0","0","0","0","0","0","0","1.3","0.433333333","","0","33.33333333","0","0","14.44444444","14.44444444","","0","0","43.33333333","43.33333333"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01443","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01444","","","","3","1","1","2","5","1","2","1","0","0","0","0","0.4","","","","","","","0","0.4","","","0","0","0","0","0","0","0","0.4","0.133333333","","0","33.33333333","0","0","4.444444444","4.444444444","","0","0","13.33333333","13.33333333"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01445","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01446","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01447","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01448","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01449","","","","3","3","1","2","8","1","4","1","0","0","0","0","6","","","","","","","0","6","","","0","0","0","0","0","0","0","6","2","","0","33.33333333","0","0","66.66666667","66.66666667","","0","0","200","200"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01450","","","","3","3","2","2","6","1","2","1","0","0","0","0","1.1","","","","","","","0","1.1","","","0","0","0","0","0","0","0","1.1","0.366666667","","0","33.33333333","0","0","12.22222222","12.22222222","","0","0","36.66666667","36.66666667"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01451","","","","3","1","1","3","5","1","2","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01452","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01453","","","","3","2","3","3","4","2","2","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01454","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01455","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01456","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01457","","","","3","2","1","2","6","1","2","1","0","0","0","0","7","","","","","","","0","7","","","0","0","0","0","0","0","0","7","2.333333333","","0","33.33333333","0","0","77.77777778","77.77777778","","0","0","233.3333333","233.3333333"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01458","","","","3","1","3","3","7","1","2","","0","0","0","0","3.6","","","","","","","0","3.6","","","0","","0","","0","","0","","1.2","","0","","0","0","40","40","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01459","","","","3","3","3","1","9","1","1","2","0","0","0","0","8","","","","","","","0","8","","","0","0","0","0","0","0","0","4","2.666666667","","0","66.66666667","0","0","88.88888889","88.88888889","","0","0","133.3333333","133.3333333"
