"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Sprouting ability estimating 1-9|CO_331:0000277","Storage root shape estimating 1-9 CIP|CO_331:0000181","Storage root size estimating 1-9|CO_331:0000184","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00141","","","","10","5","2","2","8","2","2","5","8","3","6","0.02","12","9","2","1","4","1","0","6.02","18.02","11","0.75","0.006666667","0.547272727","2.2","1.1","1.6","0.8","1.204","0.602","2.4","1.2","72.72727273","33.40732519","50","20","20.06666667","40","60.06666667","40","40.13333333","80","120.1333333"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00142","","","","10","10","2","2","8","2","2","6","15","18","2","0.08","31","4","2","1","7","6","7.23","2.08","33.08","33","0.133333333","0.004444444","0.063030303","5.5","3.3","2.5","1.5","0.346666667","0.208","5.166666667","3.1","45.45454545","6.287787183","60","6.666666667","6.933333333","103.3333333","110.2666667","11.11111111","11.55555556","172.2222222","183.7777778"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00143","","","","10","7","2","2","8","2","2","3","6","2","1.5","0.02","6","4","1","1","3","3","7.23","1.52","7.52","8","0.25","0.01","0.19","2.666666667","0.8","2","0.6","0.506666667","0.152","2","0.6","75","20.21276596","30","5","5.066666667","20","25.06666667","16.66666667","16.88888889","66.66666667","83.55555556"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00144","","","","10","8","2","2","9","2","2","4","0","13","0","0.02","46","3","1","1","7","8","0","0.02","46.02","13","","0.001538462","0.001538462","3.25","1.3","0","0","0.005","0.002","11.5","4.6","0","0.043459365","40","0","0.066666667","153.3333333","153.4","0","0.166666667","383.3333333","383.5"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00145","","","","10","9","2","2","8","2","2","9","22","4","7","0.03","15","9","1","1","6","3","0","7.03","22.03","26","0.318181818","0.0075","0.270384615","2.888888889","2.6","2.444444444","2.2","0.781111111","0.703","1.666666667","1.5","84.61538462","31.91103041","90","23.33333333","23.43333333","50","73.43333333","25.92592593","26.03703704","55.55555556","81.59259259"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00146","","","","10","5","2","2","7","2","2","5","0","0","0","0","20","","","","","","","0","20","0","","","","0","0","0","0","0","0","4","2","","0","50","0","0","66.66666667","66.66666667","0","0","133.3333333","133.3333333"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00147","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00148","","","","10","8","3","2","8","2","2","7","0","2","0","0.01","26","4","1","1","3","8","0","0.01","26.01","2","","0.005","0.005","0.285714286","0.2","0","0","0.001428571","0.001","3.714285714","2.6","0","0.038446751","70","0","0.033333333","86.66666667","86.7","0","0.047619048","123.8095238","123.8571429"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00149","","","","10","7","2","3","7","2","2","5","16","11","6","0.5","10","3","2","1","7","2","1.17","6.5","16.5","27","0.375","0.045454545","0.240740741","5.4","2.7","3.2","1.6","1.3","0.65","2","1","59.25925926","39.39393939","50","20","21.66666667","33.33333333","55","40","43.33333333","66.66666667","110"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00150","","","","10","5","2","2","6","2","2","4","0","3","0","0.02","7","3","1","1","3","8","0.02","0.02","7.02","3","","0.006666667","0.006666667","0.75","0.3","0","0","0.005","0.002","1.75","0.7","0","0.284900285","40","0","0.066666667","23.33333333","23.4","0","0.166666667","58.33333333","58.5"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00151","","","","10","8","2","2","7","2","2","7","13","11","2","0.1","8","4","1","1","7","6","7.23","2.1","10.1","24","0.153846154","0.009090909","0.0875","3.428571429","2.4","1.857142857","1.3","0.3","0.21","1.142857143","0.8","54.16666667","20.79207921","70","6.666666667","7","26.66666667","33.66666667","9.523809524","10","38.0952381","48.0952381"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00152","","","","10","7","3","4","7","2","2","6","0","1","0","0.02","5","4","1","1","3","7","0","0.02","5.02","1","","0.02","0.02","0.166666667","0.1","0","0","0.003333333","0.002","0.833333333","0.5","0","0.398406375","60","0","0.066666667","16.66666667","16.73333333","0","0.111111111","27.77777778","27.88888889"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00153","","","","10","7","2","2","8","2","2","7","4","2","1.1","0.02","15","3","1","1","6","5","0","1.12","16.12","6","0.275","0.01","0.186666667","0.857142857","0.6","0.571428571","0.4","0.16","0.112","2.142857143","1.5","66.66666667","6.947890819","70","3.666666667","3.733333333","50","53.73333333","5.238095238","5.333333333","71.42857143","76.76190476"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00154","","","","10","7","2","2","8","2","2","7","0","4","0","0.05","33","3","1","1","3","7","0.02","0.05","33.05","4","","0.0125","0.0125","0.571428571","0.4","0","0","0.007142857","0.005","4.714285714","3.3","0","0.15128593","70","0","0.166666667","110","110.1666667","0","0.238095238","157.1428571","157.3809524"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00155","","","","10","5","2","2","7","2","2","3","0","0","0","0","30","","","","","","","0","30","0","","","","0","0","0","0","0","0","10","3","","0","30","0","0","100","100","0","0","333.3333333","333.3333333"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00156","","","","10","10","4","2","9","2","2","6","13","2","4","0.02","25","4","1","1","7","3","0.02","4.02","29.02","15","0.307692308","0.01","0.268","2.5","1.5","2.166666667","1.3","0.67","0.402","4.166666667","2.5","86.66666667","13.85251551","60","13.33333333","13.4","83.33333333","96.73333333","22.22222222","22.33333333","138.8888889","161.2222222"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00157","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00158","","","","10","4","3","2","7","2","2","4","1","2","0.6","0.02","24","3","1","1","2","3","0","0.62","24.62","3","0.6","0.01","0.206666667","0.75","0.3","0.25","0.1","0.155","0.062","6","2.4","33.33333333","2.518277823","40","2","2.066666667","80","82.06666667","5","5.166666667","200","205.1666667"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00159","","","","10","7","2","2","9","2","2","5","4","5","0.5","0.03","45","4","1","1","3","6","3.03","0.53","45.53","9","0.125","0.006","0.058888889","1.8","0.9","0.8","0.4","0.106","0.053","9","4.5","44.44444444","1.164067648","50","1.666666667","1.766666667","150","151.7666667","3.333333333","3.533333333","300","303.5333333"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00160","","","","10","7","2","2","9","2","2","7","1","0","0.1","0","46","8","1","1","4","6","0","0.1","46.1","1","0.1","","0.1","0.142857143","0.1","0.142857143","0.1","0.014285714","0.01","6.571428571","4.6","100","0.21691974","70","0.333333333","0.333333333","153.3333333","153.6666667","0.476190476","0.476190476","219.047619","219.5238095"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00161","","","","10","8","2","2","8","2","2","6","1","8","0.15","0.04","41","3","1","1","3","6","0","0.19","41.19","9","0.15","0.005","0.021111111","1.5","0.9","0.166666667","0.1","0.031666667","0.019","6.833333333","4.1","11.11111111","0.461277009","60","0.5","0.633333333","136.6666667","137.3","0.833333333","1.055555556","227.7777778","228.8333333"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00162","","","","10","1","2","2","8","2","2","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00163","","","","10","9","3","2","6","2","2","8","0","0","0","0","45","","","","","","","0","45","0","","","","0","0","0","0","0","0","5.625","4.5","","0","80","0","0","150","150","0","0","187.5","187.5"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00164","","","","10","8","2","2","6","2","2","6","0","3","0","0.02","36","3","1","1","3","7","6.12","0.02","36.02","3","","0.006666667","0.006666667","0.5","0.3","0","0","0.003333333","0.002","6","3.6","0","0.055524708","60","0","0.066666667","120","120.0666667","0","0.111111111","200","200.1111111"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00165","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00166","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00167","","","","10","8","1","2","9","2","2","5","7","3","1.2","0.03","49","2","2","1","7","6","0","1.23","50.23","10","0.171428571","0.01","0.123","2","1","1.4","0.7","0.246","0.123","9.8","4.9","70","2.448735815","50","4","4.1","163.3333333","167.4333333","8","8.2","326.6666667","334.8666667"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00168","","","","10","9","3","2","8","2","2","5","0","0","0","0","7","","","","","","","0","7","0","","","","0","0","0","0","0","0","1.4","0.7","","0","50","0","0","23.33333333","23.33333333","0","0","46.66666667","46.66666667"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00169","","","","10","1","2","2","7","2","2","1","0","0","0","0","8","","","","","","","0","8","0","","","","0","0","0","0","0","0","8","0.8","","0","10","0","0","26.66666667","26.66666667","0","0","266.6666667","266.6666667"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00170","","","","10","5","1","2","7","2","2","4","0","2","0","0.02","18","4","1","1","3","7","0","0.02","18.02","2","","0.01","0.01","0.5","0.2","0","0","0.005","0.002","4.5","1.8","0","0.110987791","40","0","0.066666667","60","60.06666667","0","0.166666667","150","150.1666667"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00171","","","","10","5","2","2","9","2","2","5","0","1","0","0.015","8","2","1","1","7","7","0.12","0.015","8.015","1","","0.015","0.015","0.2","0.1","0","0","0.003","0.0015","1.6","0.8","0","0.187149095","50","0","0.05","26.66666667","26.71666667","0","0.1","53.33333333","53.43333333"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00172","","","","10","9","2","2","9","2","2","6","0","5","0","0.03","61","9","1","1","3","7","0.02","0.03","61.03","5","","0.006","0.006","0.833333333","0.5","0","0","0.005","0.003","10.16666667","6.1","0","0.049156153","60","0","0.1","203.3333333","203.4333333","0","0.166666667","338.8888889","339.0555556"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00173","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00174","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00175","","","","10","6","3","3","7","2","2","5","10","10","1.7","0.6","15","5","2","1","2","5","10.5","2.3","17.3","20","0.17","0.06","0.115","4","2","2","1","0.46","0.23","3","1.5","50","13.29479769","50","5.666666667","7.666666667","50","57.66666667","11.33333333","15.33333333","100","115.3333333"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00176","","","","10","9","3","3","9","2","2","5","30","21","2.6","0.6","35","3","2","1","7","3","0","3.2","38.2","51","0.086666667","0.028571429","0.062745098","10.2","5.1","6","3","0.64","0.32","7","3.5","58.82352941","8.376963351","50","8.666666667","10.66666667","116.6666667","127.3333333","17.33333333","21.33333333","233.3333333","254.6666667"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00177","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00178","","","","10","8","2","2","8","2","2","4","3","0","0.5","0","12","8","2","1","3","5","0","0.5","12.5","3","0.166666667","","0.166666667","0.75","0.3","0.75","0.3","0.125","0.05","3","1.2","100","4","40","1.666666667","1.666666667","40","41.66666667","4.166666667","4.166666667","100","104.1666667"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00179","","","","10","2","4","3","6","2","2","1","0","0","0","0","23","","","","","","","0","23","0","","","","0","0","0","0","0","0","23","2.3","","0","10","0","0","76.66666667","76.66666667","0","0","766.6666667","766.6666667"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00180","","","","10","10","2","2","7","2","2","5","11","24","1","1.3","23","2","1","1","4","5","0.02","2.3","25.3","35","0.090909091","0.054166667","0.065714286","7","3.5","2.2","1.1","0.46","0.23","4.6","2.3","31.42857143","9.090909091","50","3.333333333","7.666666667","76.66666667","84.33333333","6.666666667","15.33333333","153.3333333","168.6666667"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00181","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00182","","","","10","5","4","3","6","2","2","2","4","14","0.4","0.45","33","5","1","1","3","7","11.03","0.85","33.85","18","0.1","0.032142857","0.047222222","9","1.8","2","0.4","0.425","0.085","16.5","3.3","22.22222222","2.511078287","20","1.333333333","2.833333333","110","112.8333333","6.666666667","14.16666667","550","564.1666667"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00183","","","","10","3","2","2","8","2","2","2","0","0","0","0","1","","","","","","","0","1","0","","","","0","0","0","0","0","0","0.5","0.1","","0","20","0","0","3.333333333","3.333333333","0","0","16.66666667","16.66666667"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00184","","","","10","5","3","2","9","2","2","3","4","0","2.5","0","30","9","1","1","3","2","0.12","2.5","32.5","4","0.625","","0.625","1.333333333","0.4","1.333333333","0.4","0.833333333","0.25","10","3","100","7.692307692","30","8.333333333","8.333333333","100","108.3333333","27.77777778","27.77777778","333.3333333","361.1111111"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00185","","","","10","4","3","2","8","2","2","3","0","0","0","0","35","","","","","","","0","35","0","","","","0","0","0","0","0","0","11.66666667","3.5","","0","30","0","0","116.6666667","116.6666667","0","0","388.8888889","388.8888889"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00186","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00187","","","","10","9","2","2","8","2","2","7","8","3","2.4","0.1","24","8","1","1","4","2","1.04","2.5","26.5","11","0.3","0.033333333","0.227272727","1.571428571","1.1","1.142857143","0.8","0.357142857","0.25","3.428571429","2.4","72.72727273","9.433962264","70","8","8.333333333","80","88.33333333","11.42857143","11.9047619","114.2857143","126.1904762"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00188","","","","10","7","3","2","8","2","2","3","0","1","0","0.01","42","8","1","1","4","8","1.38","0.01","42.01","1","","0.01","0.01","0.333333333","0.1","0","0","0.003333333","0.001","14","4.2","0","0.023803856","30","0","0.033333333","140","140.0333333","0","0.111111111","466.6666667","466.7777778"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00189","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00190","","","","10","3","2","2","8","2","2","2","7","0","1.6","0","9","2","1","1","4","5","0.12","1.6","10.6","7","0.228571429","","0.228571429","3.5","0.7","3.5","0.7","0.8","0.16","4.5","0.9","100","15.09433962","20","5.333333333","5.333333333","30","35.33333333","26.66666667","26.66666667","150","176.6666667"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00191","","","","10","5","2","2","8","2","2","5","8","7","1.6","0.03","32","9","1","1","3","3","0","1.63","33.63","15","0.2","0.004285714","0.108666667","3","1.5","1.6","0.8","0.326","0.163","6.4","3.2","53.33333333","4.84686292","50","5.333333333","5.433333333","106.6666667","112.1","10.66666667","10.86666667","213.3333333","224.2"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00192","","","","10","7","2","2","7","2","2","4","3","10","0.6","0.05","23","4","1","1","7","6","0.02","0.65","23.65","13","0.2","0.005","0.05","3.25","1.3","0.75","0.3","0.1625","0.065","5.75","2.3","23.07692308","2.748414376","40","2","2.166666667","76.66666667","78.83333333","5","5.416666667","191.6666667","197.0833333"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00193","","","","10","6","3","3","6","2","2","4","0","0","0","0","2","","","","","","","0","2","0","","","","0","0","0","0","0","0","0.5","0.2","","0","40","0","0","6.666666667","6.666666667","0","0","16.66666667","16.66666667"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00194","","","","10","7","3","2","7","2","2","5","2","3","0.4","0.02","20","8","1","1","4","3","1.17","0.42","20.42","5","0.2","0.006666667","0.084","1","0.5","0.4","0.2","0.084","0.042","4","2","40","2.056807052","50","1.333333333","1.4","66.66666667","68.06666667","2.666666667","2.8","133.3333333","136.1333333"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00195","","","","10","7","3","3","6","2","2","6","5","1","2","0.02","10","3","1","1","3","5","0","2.02","12.02","6","0.4","0.02","0.336666667","1","0.6","0.833333333","0.5","0.336666667","0.202","1.666666667","1","83.33333333","16.80532446","60","6.666666667","6.733333333","33.33333333","40.06666667","11.11111111","11.22222222","55.55555556","66.77777778"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00196","","","","10","8","2","2","8","2","2","8","6","2","2","0.03","30","9","1","1","4","3","0","2.03","32.03","8","0.333333333","0.015","0.25375","1","0.8","0.75","0.6","0.25375","0.203","3.75","3","75","6.337808305","80","6.666666667","6.766666667","100","106.7666667","8.333333333","8.458333333","125","133.4583333"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00197","","","","10","8","3","2","8","2","2","8","6","3","1.7","0.03","5","9","2","1","4","3","0","1.73","6.73","9","0.283333333","0.01","0.192222222","1.125","0.9","0.75","0.6","0.21625","0.173","0.625","0.5","66.66666667","25.70579495","80","5.666666667","5.766666667","16.66666667","22.43333333","7.083333333","7.208333333","20.83333333","28.04166667"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00198","","","","10","8","2","2","9","2","2","5","25","11","6","0.05","42","3","1","1","3","2","0.12","6.05","48.05","36","0.24","0.004545455","0.168055556","7.2","3.6","5","2.5","1.21","0.605","8.4","4.2","69.44444444","12.59105099","50","20","20.16666667","140","160.1666667","40","40.33333333","280","320.3333333"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00199","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00200","","","","10","6","3","3","7","2","2","4","0","13","0","0.05","9","9","1","1","2","3","0","0.05","9.05","13","","0.003846154","0.003846154","3.25","1.3","0","0","0.0125","0.005","2.25","0.9","0","0.552486188","40","0","0.166666667","30","30.16666667","0","0.416666667","75","75.41666667"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00201","","","","10","8","3","2","9","2","2","6","4","2","1","0.02","53","9","2","1","6","3","0.12","1.02","54.02","6","0.25","0.01","0.17","1","0.6","0.666666667","0.4","0.17","0.102","8.833333333","5.3","66.66666667","1.888189559","60","3.333333333","3.4","176.6666667","180.0666667","5.555555556","5.666666667","294.4444444","300.1111111"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00202","","","","10","10","2","2","7","2","2","8","13","2","3.1","0.01","53","9","1","1","3","3","0","3.11","56.11","15","0.238461538","0.005","0.207333333","1.875","1.5","1.625","1.3","0.38875","0.311","6.625","5.3","86.66666667","5.542684014","80","10.33333333","10.36666667","176.6666667","187.0333333","12.91666667","12.95833333","220.8333333","233.7916667"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00203","","","","10","8","2","2","8","2","2","6","0","0","0","0","23","","","","","","","0","23","0","","","","0","0","0","0","0","0","3.833333333","2.3","","0","60","0","0","76.66666667","76.66666667","0","0","127.7777778","127.7777778"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00204","","","","10","10","3","3","8","2","2","6","13","5","5","0.04","22","4","1","1","8","2","0","5.04","27.04","18","0.384615385","0.008","0.28","3","1.8","2.166666667","1.3","0.84","0.504","3.666666667","2.2","72.22222222","18.63905325","60","16.66666667","16.8","73.33333333","90.13333333","27.77777778","28","122.2222222","150.2222222"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00205","","","","10","10","3","3","9","2","2","9","2","1","0.4","0.01","59","3","1","1","3","7","0","0.41","59.41","3","0.2","0.01","0.136666667","0.333333333","0.3","0.222222222","0.2","0.045555556","0.041","6.555555556","5.9","66.66666667","0.690119509","90","1.333333333","1.366666667","196.6666667","198.0333333","1.481481481","1.518518519","218.5185185","220.037037"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00206","","","","10","3","3","","","2","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00207","","","","10","3","3","3","7","2","2","2","5","6","2","0.5","8","4","2","1","4","2","7.23","2.5","10.5","11","0.4","0.083333333","0.227272727","5.5","1.1","2.5","0.5","1.25","0.25","4","0.8","45.45454545","23.80952381","20","6.666666667","8.333333333","26.66666667","35","33.33333333","41.66666667","133.3333333","175"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00208","","","","10","5","2","2","7","2","2","5","0","0","0","0","53","","","","","","","0","53","0","","","","0","0","0","0","0","0","10.6","5.3","","0","50","0","0","176.6666667","176.6666667","0","0","353.3333333","353.3333333"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00209","","","","10","7","2","2","8","2","2","4","1","0","0.2","0","11","6","1","1","3","5","0","0.2","11.2","1","0.2","","0.2","0.25","0.1","0.25","0.1","0.05","0.02","2.75","1.1","100","1.785714286","40","0.666666667","0.666666667","36.66666667","37.33333333","1.666666667","1.666666667","91.66666667","93.33333333"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00210","","","","10","8","3","2","9","2","2","7","15","11","4","0.4","13","3","2","1","2","2","0","4.4","17.4","26","0.266666667","0.036363636","0.169230769","3.714285714","2.6","2.142857143","1.5","0.628571429","0.44","1.857142857","1.3","57.69230769","25.28735632","70","13.33333333","14.66666667","43.33333333","58","19.04761905","20.95238095","61.9047619","82.85714286"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00211","","","","10","10","2","2","9","2","2","5","0","0","0","0","29","","","","","","","0","29","0","","","","0","0","0","0","0","0","5.8","2.9","","0","50","0","0","96.66666667","96.66666667","0","0","193.3333333","193.3333333"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00212","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00213","","","","10","4","2","2","8","2","2","3","6","2","2.9","0.02","35","3","2","1","4","2","0.12","2.92","37.92","8","0.483333333","0.01","0.365","2.666666667","0.8","2","0.6","0.973333333","0.292","11.66666667","3.5","75","7.700421941","30","9.666666667","9.733333333","116.6666667","126.4","32.22222222","32.44444444","388.8888889","421.3333333"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00214","","","","10","8","2","2","9","2","2","8","0","0","0","0","35","","","","","","","0","35","0","","","","0","0","0","0","0","0","4.375","3.5","","0","80","0","0","116.6666667","116.6666667","0","0","145.8333333","145.8333333"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00215","","","","10","9","3","3","7","2","2","9","0","0","0","0","25","","","","","","","0","25","0","","","","0","0","0","0","0","0","2.777777778","2.5","","0","90","0","0","83.33333333","83.33333333","0","0","92.59259259","92.59259259"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00216","","","","10","7","6","5","6","2","2","5","0","0","0","0","51","","","","","","","0","51","0","","","","0","0","0","0","0","0","10.2","5.1","","0","50","0","0","170","170","0","0","340","340"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00217","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
